Ground Distance, 
   0.000000,   15.240000
 239.613663,    2.682380
 250.995437,    2.119106
 262.377210,    1.622235
 273.758983,    1.191715
 285.140757,    0.827503
 296.522530,    0.529561
 307.904303,    0.297861
 319.286077,    0.132377
 330.667850,    0.033093
 342.049624,   -0.000000
 342.875462,    0.000000
 351.122651,    0.000000
 408.399326,    0.000000
 419.736961,    0.000000
 431.035803,    0.000000
 442.296036,    0.000000
 453.517847,    0.000000
 454.284660,    0.000000
 454.882991,    0.000000
 455.390662,    0.000000
 455.668094,    0.000000
 455.856152,    0.000000
 455.925362,    0.000000
 455.936397,    0.000000
 455.946511,    0.000000
 456.047646,    0.000000
 457.058805,    0.000000
 467.151183,    0.000000
 512.071400,    0.000000
 556.525401,    0.000000
 598.497443,    0.000000
 619.034983,    0.000000
 627.549836,    0.000000
 635.773287,    0.000000
 671.009171,    0.000000
 705.020495,    0.000000
 736.413633,    0.000000
 765.147727,    0.000000
 791.272058,    0.000000
 814.863633,    0.000000
 836.021284,    0.000000
 854.860526,    0.000000
 871.507464,    0.000000
 879.145475,    0.000000
 880.223386,    0.000000
 881.384872,    0.000000
 892.494787,    0.000000
 896.269228,    0.000000
 898.583588,    0.000000
 899.440374,    0.000000
 900.340181,    0.000000
 908.878252,    0.000000
 912.595470,    0.000000
 914.870227,    0.000000
 917.217043,    0.000000
 917.875171,    0.000000
 918.448014,    0.000000
 918.962206,    0.000000
 923.821852,    0.000000
 931.239160,    0.000000
 933.522393,    0.000000
 934.978413,    0.000000
 936.232957,    0.000000
 936.681559,    0.000000
 936.874147,    0.000000
 937.505951,    0.000000
 938.043933,    0.000000
 941.518958,    0.000000
 942.038493,    0.000000
 942.253283,    0.000000
 942.401175,    0.000000
 942.500476,    0.000000
 942.559038,    0.000000
 942.583379,    0.000000
 942.584820,    0.000000
 942.584928,    0.000000
 942.584940,    0.000000
