Mach, Altitude
   0.220808,    0.000000
   0.222122,  328.083990
   0.223447,  656.167979
   0.224783,  984.251969
   0.226130, 1312.335958
   0.227488, 1640.419948
   0.228857, 1968.503937
   0.230238, 2296.587927
   0.231630, 2624.671916
   0.233034, 2952.755906
   0.234450, 3280.839895
   0.235877, 3608.923885
   0.237317, 3937.007874
   0.238768, 4265.091864
   0.240232, 4593.175853
   0.241708, 4921.259843
   0.243196, 5249.343832
   0.244698, 5577.427822
   0.246212, 5905.511811
   0.247739, 6233.595801
   0.249279, 6561.679790
   0.250832, 6889.763780
   0.252398, 7217.847769
   0.253978, 7545.931759
   0.255572, 7874.015748
   0.257179, 8202.099738
   0.258801, 8530.183727
   0.260436, 8858.267717
   0.262086, 9186.351706
   0.263750, 9514.435696
   0.265429, 9842.519685
   0.267122, 10170.603675
   0.268830, 10498.687664
   0.270554, 10826.771654
   0.272292, 11154.855643
   0.274046, 11482.939633
   0.275816, 11811.023622
   0.277601, 12139.107612
   0.279403, 12467.191601
   0.281220, 12795.275591
   0.283054, 13123.359580
   0.284904, 13451.443570
   0.286771, 13779.527559
   0.288655, 14107.611549
   0.290556, 14435.695538
   0.292474, 14763.779528
   0.294409, 15091.863517
   0.296362, 15419.947507
   0.298334, 15748.031496
   0.300323, 16076.115486
   0.302330, 16404.199475
   0.304356, 16732.283465
   0.306401, 17060.367454
   0.308465, 17388.451444
   0.310547, 17716.535433
   0.312650, 18044.619423
   0.314771, 18372.703412
   0.316913, 18700.787402
   0.319075, 19028.871391
   0.321257, 19356.955381
   0.323460, 19685.039370
   0.325683, 20013.123360
   0.327928, 20341.207349
   0.330194, 20669.291339
   0.332482, 20997.375328
   0.334791, 21325.459318
   0.337123, 21653.543307
   0.339477, 21981.627297
   0.341853, 22309.711286
   0.344253, 22637.795276
   0.346676, 22965.879265
   0.349122, 23293.963255
   0.351593, 23622.047244
   0.354087, 23950.131234
   0.356606, 24278.215223
   0.359149, 24606.299213
   0.361718, 24934.383202
   0.364312, 25262.467192
   0.366931, 25590.551181
   0.369577, 25918.635171
   0.372248, 26246.719160
   0.374947, 26574.803150
   0.377672, 26902.887139
   0.380425, 27230.971129
   0.383206, 27559.055118
   0.386014, 27887.139108
   0.388851, 28215.223097
   0.391717, 28543.307087
   0.394612, 28871.391076
   0.397536, 29199.475066
   0.400491, 29527.559055
   0.403475, 29855.643045
   0.406491, 30183.727034
   0.409537, 30511.811024
   0.412615, 30839.895013
   0.415725, 31167.979003
   0.418867, 31496.062992
   0.422042, 31824.146982
   0.425250, 32152.230971
   0.428492, 32480.314961
   0.431768, 32808.398950
   0.435079, 33136.482940
   0.438424, 33464.566929
   0.441805, 33792.650919
   0.445223, 34120.734908
   0.448676, 34448.818898
   0.452167, 34776.902887
   0.455695, 35104.986877
   0.459261, 35433.070866
   0.462865, 35761.154856
   0.466509, 36089.238845
   0.470189, 36417.322835
   0.473898, 36745.406824
   0.477635, 37073.490814
   0.481403, 37401.574803
   0.485199, 37729.658793
   0.489026, 38057.742782
   0.492883, 38385.826772
   0.496770, 38713.910761
   0.500687, 39041.994751
   0.504636, 39370.078740
   0.508615, 39698.162730
   0.512626, 40026.246719
   0.516668, 40354.330709
   0.520742, 40682.414698
   0.524847, 41010.498688
   0.528985, 41338.582677
   0.533156, 41666.666667
   0.537359, 41994.750656
   0.541596, 42322.834646
   0.545865, 42650.918635
   0.550168, 42979.002625
   0.554505, 43307.086614
   0.558876, 43635.170604
   0.563281, 43963.254593
   0.567721, 44291.338583
   0.572196, 44619.422572
   0.576706, 44947.506562
   0.581251, 45275.590551
   0.585832, 45603.674541
   0.684330, 45931.758530
   0.689943, 46259.842520
   0.695136, 46587.926509
   0.700716, 46916.010499
   0.706276, 47244.094488
   0.711817, 47572.178478
   0.717337, 47900.262467
   0.723214, 48228.346457
   0.728688, 48556.430446
   0.734508, 48884.514436
   0.740296, 49212.598425
   0.746053, 49540.682415
   0.752128, 49868.766404
   0.757813, 50196.850394
   0.763807, 50524.934383
   0.769755, 50853.018373
   0.775990, 51181.102362
   0.782168, 51509.186352
   0.788289, 51837.270341
   0.996418, 51509.186352
   0.988419, 51181.102362
   0.980841, 50853.018373
   0.973036, 50524.934383
   0.965699, 50196.850394
   0.958161, 49868.766404
   0.950423, 49540.682415
   0.943212, 49212.598425
   0.935827, 48884.514436
   0.928270, 48556.430446
   0.921295, 48228.346457
   0.914171, 47900.262467
   0.906901, 47572.178478
   0.899876, 47244.094488
   0.892717, 46916.010499
   0.885826, 46587.926509
   0.878814, 46259.842520
   0.872092, 45931.758530
   0.865261, 45603.674541
   0.858321, 45275.590551
   0.851699, 44947.506562
   0.844980, 44619.422572
   0.838599, 44291.338583
   0.831695, 43963.254593
   0.825582, 43635.170604
   0.818948, 43307.086614
   0.812683, 42979.002625
   0.806345, 42650.918635
   0.799936, 42322.834646
   0.793456, 41994.750656
   0.787373, 41666.666667
   0.781230, 41338.582677
   0.775028, 41010.498688
   0.769246, 40682.414698
   0.762930, 40354.330709
   0.757045, 40026.246719
   0.751110, 39698.162730
   0.745128, 39370.078740
   0.739598, 39041.994751
   0.733525, 38713.910761
