Mach, Climb Angle
   0.208455,    3.057469
   0.210592,    3.085483
   0.212729,    3.103560
   0.214866,    3.115036
   0.217003,    3.118071
   0.219139,    3.121493
   0.221276,    3.118706
   0.223413,    3.112632
   0.225550,    3.106966
   0.227687,    3.099105
   0.229823,    3.086223
   0.231960,    3.073548
   0.234097,    3.061082
   0.236234,    3.044871
   0.238371,    3.026033
   0.240508,    3.007964
   0.242644,    2.990123
   0.244781,    2.970094
   0.246918,    2.947138
   0.249055,    2.924280
   0.251192,    2.901519
   0.253328,    2.879329
   0.255465,    2.853677
   0.257602,    2.827044
   0.259739,    2.800463
   0.261876,    2.773936
   0.264013,    2.747462
   0.266149,    2.718645
   0.268286,    2.688770
   0.270423,    2.658910
   0.272560,    2.629064
   0.274697,    2.599232
   0.276833,    2.569415
   0.278970,    2.536715
   0.281107,    2.501905
   0.283244,    2.467542
   0.285381,    2.433146
   0.287517,    2.398717
   0.289654,    2.364256
   0.291791,    2.329762
   0.293928,    2.293576
   0.296065,    2.255748
   0.298202,    2.217850
   0.300338,    2.179882
   0.302475,    2.141844
   0.304612,    2.103735
   0.306749,    2.065557
   0.308886,    2.028956
   0.311022,    1.992171
   0.313159,    1.951139
   0.315296,    1.910007
   0.317433,    1.868772
   0.319570,    1.827437
   0.321707,    1.786802
   0.323843,    1.746907
   0.325980,    1.706911
   0.328117,    1.666813
   0.330254,    1.626614
   0.332391,    1.586312
   0.334527,    1.540027
   0.336664,    1.494514
   0.338801,    1.448857
   0.340938,    1.403058
   0.343075,    1.357116
   0.345211,    1.311030
   0.347348,    1.264801
   0.349485,    1.219242
   0.351622,    1.173906
   0.353759,    1.128426
   0.355896,    1.082802
   0.358032,    1.037035
   0.360169,    0.989448
   0.362306,    0.938093
   0.364443,    0.887233
   0.366580,    0.836195
   0.368716,    0.784981
   0.370853,    0.733590
   0.372990,    0.682022
   0.375127,    0.630277
   0.377264,    0.578990
   0.379401,    0.527605
   0.381537,    0.476042
   0.383674,    0.424302
   0.385811,    0.372384
   0.387948,    0.320290
   0.390085,    0.268255
   0.392221,    0.216287
   0.394358,    0.164141
   0.396495,    0.107090
   0.398632,    0.049373
   0.400769,   -0.008549
   0.402905,   -0.066649
   0.405042,   -0.124683
   0.407179,   -0.182923
   0.409316,   -0.241369
   0.411453,   -0.300021
   0.413590,   -0.358880
   0.415726,   -0.417945
   0.417863,   -0.477049
   0.420000,   -0.536284
