Speed (CAS), Climb Angle
 130.082149,    2.067929
 131.826142,    2.075366
 133.570134,    2.079414
 135.314127,    2.080447
 137.058120,    2.079325
 138.802112,    2.075168
 140.546105,    2.068107
 142.290098,    2.058652
 144.034090,    2.047754
 145.778083,    2.034391
 147.522075,    2.018346
 149.266068,    2.000218
 151.010061,    1.981296
 152.754053,    1.960430
 154.498046,    1.937545
 156.242039,    1.912560
 157.986031,    1.887337
 159.730024,    1.860567
 161.474016,    1.831123
 163.218009,    1.801107
 164.962002,    1.770187
 166.705994,    1.737526
 168.449987,    1.703736
 170.193980,    1.668121
 171.937972,    1.632736
 173.681965,    1.594837
 175.425957,    1.556566
 177.169950,    1.516275
 178.913943,    1.476109
 180.657935,    1.433995
 182.401928,    1.390955
 184.145921,    1.347075
 185.889913,    1.301870
 187.633906,    1.256489
 189.377898,    1.208685
 191.121891,    1.160624
 192.865884,    1.112016
 194.609876,    1.061345
 196.353869,    1.010453
 198.097862,    0.958560
 199.841854,    0.904956
 201.585847,    0.851111
 203.329839,    0.796506
 205.073832,    0.739817
 206.817825,    0.682813
 208.561817,    0.625547
 210.305810,    0.566186
 212.049803,    0.506084
 213.793795,    0.445645
 215.537788,    0.384724
 217.281780,    0.321560
 219.025773,    0.258039
 220.769766,    0.194177
 222.513758,    0.130016
 224.257751,    0.063489
 226.001744,   -0.003426
 227.745736,   -0.070689
 229.489729,   -0.138267
 231.233721,   -0.207040
 232.977714,   -0.277313
 234.721707,   -0.347940
 236.465699,   -0.418899
 238.209692,   -0.490188
 239.953685,   -0.562516
 241.697677,   -0.636457
 243.441670,   -0.710745
 245.185662,   -0.785378
 246.929655,   -0.860373
 248.673648,   -0.935720
 250.417640,   -1.012565
 252.161633,   -1.090478
 253.905626,   -1.168751
 255.649618,   -1.247385
 257.393611,   -1.326380
 259.137603,   -1.405735
 260.881596,   -1.485596
 262.625589,   -1.567437
 264.369581,   -1.649651
 266.113574,   -1.732239
 267.857567,   -1.815169
 269.601559,   -1.898465
 271.345552,   -1.982136
 273.089544,   -2.066181
 274.833537,   -2.151503
 276.577530,   -2.237940
 278.321522,   -2.324763
 280.065515,   -2.411973
 281.809508,   -2.499503
 283.553500,   -2.587407
 285.297493,   -2.675699
 287.041485,   -2.764379
 288.785478,   -2.853359
 290.529471,   -2.943917
 292.273463,   -3.035274
 294.017456,   -3.127030
 295.761449,   -3.219077
 297.505441,   -3.311512
 299.249434,   -3.404347
 300.993426,   -3.497583
 302.737419,   -3.591088
