eta, CL
   0.000000,    0.531267
   0.020408,    0.539735
   0.040816,    0.556566
   0.061224,    0.573814
   0.081633,    0.591462
   0.102041,    0.609522
   0.122449,    0.628026
   0.142857,    0.647017
   0.163265,    0.666552
   0.183673,    0.686703
   0.204082,    0.707557
   0.224490,    0.729223
   0.244898,    0.751839
   0.265306,    0.775583
   0.285714,    0.800700
   0.306122,    0.827543
   0.326531,    0.856124
   0.346939,    0.880329
   0.367347,    0.879571
   0.387755,    0.874334
   0.408163,    0.868684
   0.428571,    0.862551
   0.448980,    0.855903
   0.469388,    0.848725
   0.489796,    0.841010
   0.510204,    0.832751
   0.530612,    0.823947
   0.551020,    0.814603
   0.571429,    0.804716
   0.591837,    0.794285
   0.612245,    0.783302
   0.632653,    0.771761
   0.653061,    0.759648
   0.673469,    0.746943
   0.693878,    0.733620
   0.714286,    0.719642
   0.734694,    0.704958
   0.755102,    0.689494
   0.775510,    0.673151
   0.795918,    0.655785
   0.816327,    0.637188
   0.836735,    0.617058
   0.857143,    0.594934
   0.877551,    0.570107
   0.897959,    0.541437
   0.918367,    0.507019
   0.938776,    0.463478
   0.959184,    0.404330
   0.979592,    0.314800
   1.000000,    0.000000
