eta, CL
   0.000000,    1.113577
   0.020408,    1.131360
   0.040816,    1.166741
   0.061224,    1.203068
   0.081633,    1.240316
   0.102041,    1.278521
   0.122449,    1.317762
   0.142857,    1.358150
   0.163265,    1.399828
   0.183673,    1.442976
   0.204082,    1.487816
   0.224490,    1.534628
   0.244898,    1.583770
   0.265306,    1.635711
   0.285714,    1.691097
   0.306122,    1.750865
   0.326531,    1.815344
   0.346939,    1.872081
   0.367347,    1.878029
   0.387755,    1.876007
   0.408163,    1.874289
   0.428571,    1.872560
   0.448980,    1.870642
   0.469388,    1.868427
   0.489796,    1.865839
   0.510204,    1.862818
   0.530612,    1.859317
   0.551020,    1.855302
   0.571429,    1.850735
   0.591837,    1.845576
   0.612245,    1.839782
   0.632653,    1.833298
   0.653061,    1.826058
   0.673469,    1.817979
   0.693878,    1.808952
   0.714286,    1.798833
   0.734694,    1.787429
   0.755102,    1.774479
   0.775510,    1.759620
   0.795918,    1.742340
   0.816327,    1.721910
   0.836735,    1.697256
   0.857143,    1.666768
   0.877551,    1.627957
   0.897959,    1.576844
   0.918367,    1.506791
   0.938776,    1.406094
   0.959184,    1.252368
   0.979592,    0.995057
   1.000000,    0.000000
