Speed (CAS), Rate of Climb
  70.936097,    6.565522
  71.476742,    6.648627
  72.017388,    6.733001
  72.558034,    6.799331
  73.098679,    6.864297
  73.639325,    6.929946
  74.179970,    6.995082
  74.720616,    7.046885
  75.261261,    7.099918
  75.801907,    7.153610
  76.342552,    7.207715
  76.883198,    7.255267
  77.423843,    7.297690
  77.964489,    7.340581
  78.505134,    7.384026
  79.045780,    7.427666
  79.586425,    7.467056
  80.127071,    7.500330
  80.667717,    7.533621
  81.208362,    7.567075
  81.749008,    7.600537
  82.289653,    7.634012
  82.830299,    7.660966
  83.370944,    7.685388
  83.911590,    7.709564
  84.452235,    7.733568
  84.992881,    7.757427
  85.533526,    7.781146
  86.074172,    7.801419
  86.614817,    7.815964
  87.155463,    7.830252
  87.696109,    7.844246
  88.236754,    7.857948
  88.777400,    7.871360
  89.318045,    7.884539
  89.858691,    7.896403
  90.399336,    7.900678
  90.939982,    7.904522
  91.480627,    7.907937
  92.021273,    7.910925
  92.561918,    7.914037
  93.102564,    7.916850
  93.643209,    7.919249
  94.183855,    7.921234
  94.724500,    7.913007
  95.265146,    7.903174
  95.805792,    7.893243
  96.346437,    7.882720
  96.887083,    7.871604
  97.427728,    7.859897
  97.968374,    7.847830
  98.509019,    7.836281
  99.049665,    7.824158
  99.590310,    7.809402
 100.130956,    7.786039
 100.671601,    7.761938
 101.212247,    7.738541
 101.752892,    7.714678
 102.293538,    7.690093
 102.834184,    7.664787
 103.374829,    7.638759
 103.915475,    7.613042
 104.456120,    7.587556
 104.996766,    7.561366
 105.537411,    7.534473
 106.078057,    7.499736
 106.618702,    7.462128
 107.159348,    7.425114
 107.699993,    7.387266
 108.240639,    7.348581
 108.781284,    7.309060
 109.321930,    7.268700
 109.862576,    7.228798
 110.403221,    7.188254
 110.943867,    7.146882
 111.484512,    7.104682
 112.025158,    7.061652
 112.565803,    7.018421
 113.106449,    6.974879
 113.647094,    6.918292
 114.187740,    6.858765
 114.728385,    6.798210
 115.269031,    6.736802
 115.809676,    6.674975
 116.350322,    6.612121
 116.890967,    6.548237
 117.431613,    6.483322
 117.972259,    6.417373
 118.512904,    6.350760
 119.053550,    6.283153
 119.594195,    6.214510
 120.134841,    6.144829
 120.675486,    6.074106
 121.216132,    6.002352
 121.756777,    5.929560
 122.297423,    5.855721
 122.838068,    5.773621
 123.378714,    5.684171
 123.919359,    5.593390
 124.460005,    5.501077
