Time, Altitude
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  18.000000,    0.000000
  19.000000,    0.000000
  20.000000,    0.000000
  21.000000,    0.000000
  22.000000,    0.000000
  22.108370,    0.000000
  23.108370,    0.000000
  24.108370,    0.000000
  24.663867,    0.000000
  25.485144,    0.208466
  25.985144,    0.761324
  26.985144,    3.340071
  27.985144,    8.311124
  28.332708,   10.668000
  29.332708,   19.382114
  29.767194,   24.084037
  30.767194,   36.430839
  31.767194,   49.347656
  32.767194,   62.342529
  33.767194,   75.375125
  34.767194,   88.436676
  35.767194,  101.532145
  36.767194,  114.663642
  37.767194,  127.830414
  38.767194,  141.032752
  39.767194,  154.270454
  40.332708,  161.772269
  40.959982,  170.104088
  41.959982,  183.388771
  42.959982,  196.659216
  43.959982,  209.910094
  44.959982,  223.146872
  45.959982,  236.370314
  46.959982,  249.580150
  47.959982,  262.776518
  48.959982,  275.959557
  49.959982,  289.128983
  50.959982,  302.284904
  51.959982,  315.427524
  52.959982,  328.556997
  53.959982,  341.673205
  54.959982,  354.776231
  55.959982,  367.865928
  56.959982,  380.941846
  57.959982,  394.004162
  58.959982,  407.052996
  59.959982,  420.088196
  60.959982,  433.109784
  61.959982,  446.117729
  62.959982,  459.111943
  63.959982,  472.092569
  64.959982,  485.059717
  65.959982,  498.013455
  66.959982,  510.953605
  67.959982,  523.880167
  68.959982,  536.793371
  69.959982,  549.693158
  70.959982,  562.579461
  71.959982,  575.452412
  72.959982,  588.311885
  73.959982,  601.157746
  74.959982,  613.990304
  75.959982,  626.809514
  76.959982,  639.615041
  77.959982,  652.406837
  78.959982,  665.185114
  79.959982,  677.949787
  80.959982,  690.700801
  81.959982,  703.438325
  82.959982,  716.162480
  83.959982,  728.873120
  84.959982,  741.570168
  85.959982,  754.253706
  86.959982,  766.923803
  87.959982,  779.580511
  88.959982,  792.223639
  89.959982,  804.853382
  90.959982,  817.469628
  91.959982,  830.072541
  92.959982,  842.661905
  93.959982,  855.237817
  94.959982,  867.800320
  95.959982,  880.349680
  96.959982,  892.885567
  97.959982,  905.408129
  98.959982,  917.917341
  99.959982,  930.409154
 100.959982,  942.865085
 101.959982,  955.282127
 102.959982,  967.663673
 103.959982,  980.009301
 104.959982,  992.319557
 105.959982, 1004.594393
 106.959982, 1016.833864
 107.959982, 1029.038217
 108.959982, 1041.207433
 109.959982, 1053.341732
 110.959982, 1065.440911
 111.959982, 1077.505400
 112.959982, 1089.535263
 113.959982, 1101.530307
 114.959982, 1113.490897
 115.959982, 1125.417306
 116.959982, 1137.309152
 117.959982, 1149.167014
 118.959982, 1160.990540
 119.959982, 1172.780166
 120.959982, 1184.536079
 121.959982, 1196.258131
 122.959982, 1207.946457
 123.959982, 1219.601194
 124.959982, 1231.222167
 125.959982, 1242.808958
 126.266202, 1246.350182
