Time, Altitude
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  18.000000,    0.000000
  18.461566,    0.000000
  19.461566,    0.000000
  20.089012,    0.000000
  20.688845,    0.125894
  21.188845,    0.648532
  22.188845,    3.409204
  23.188845,    8.942090
  23.421772,   10.668000
  24.406463,   19.869622
  25.406463,   31.981491
  26.406463,   45.360044
  27.406463,   59.167757
  28.406463,   73.127608
  29.406463,   87.153893
  30.406463,  101.219517
  31.406463,  115.319817
  32.406463,  129.451240
  33.406463,  143.613045
  34.406463,  157.804919
  35.406463,  172.026691
  35.421772,  172.244641
  36.022823,  180.806097
  37.022823,  195.052156
  38.022823,  209.285405
  39.022823,  223.500386
  40.022823,  237.695315
  41.022823,  251.869606
  42.022823,  266.023235
  43.022823,  280.156211
  44.022823,  294.268654
  44.423899,  299.923200
  45.423899,  313.765123
  46.423899,  326.517838
  47.423899,  337.815637
  48.423899,  347.571567
  49.423899,  356.029371
  50.423899,  363.999377
  51.423899,  371.819434
  52.423899,  379.588446
  53.423899,  387.336713
  54.423899,  395.073672
  55.423899,  402.801079
  56.423899,  410.520924
  57.423899,  418.232636
  58.423899,  425.936051
  59.423899,  433.632171
  60.423899,  441.319287
  61.423899,  448.999501
  62.423899,  456.670878
  63.423899,  464.334707
  64.423899,  471.990795
  65.423899,  479.638265
  66.423899,  487.278656
  67.423899,  494.910161
  68.423899,  502.534785
  69.423899,  510.150717
  70.423899,  517.758819
  71.423899,  525.359609
  72.423899,  532.951685
  73.423899,  540.536993
  74.423899,  548.113306
  75.423899,  555.682487
  76.423899,  563.243493
  77.423899,  570.796468
  78.423899,  578.342368
  79.423899,  585.879457
  80.423899,  593.409813
  81.423899,  600.931414
  82.423899,  608.445774
  83.423899,  615.952333
  84.423899,  623.450623
  85.423899,  630.941913
  86.423899,  638.424186
  87.423899,  645.899543
  88.423899,  653.366244
  89.423899,  660.825504
  90.423899,  668.277121
  91.423899,  675.720268
  92.423899,  683.156474
  93.423899,  690.583769
  94.423899,  698.004226
  95.423899,  705.416190
  96.423899,  712.820580
  97.423899,  720.217551
  98.423899,  727.606005
  99.423899,  734.987721
 100.423899,  742.360608
 101.423899,  749.726633
 102.423899,  757.083761
 103.423899,  764.432993
 104.423899,  771.774373
 105.423899,  779.106898
 106.423899,  786.432283
 107.423899,  793.748520
 108.423899,  801.057591
 109.423899,  808.357946
 110.423899,  815.650292
 111.423899,  822.934996
 112.423899,  830.210857
 113.423899,  837.479781
 114.423899,  844.739566
 115.423899,  851.992136
 116.423899,  859.236187
 117.423899,  866.472192
 118.423899,  873.700773
 119.423899,  880.920494
 120.423899,  888.133323
 121.423899,  895.337166
 122.423899,  902.533856
 123.423899,  909.722110
 124.423899,  916.902196
 125.423899,  924.069420
 125.894101,  927.435934
