Speed (CAS), Rate of Climb
 124.076953,  919.402571
 125.407834,  934.521087
 126.738716,  949.006583
 128.069598,  963.243591
 129.400479,  976.906326
 130.731361,  989.999196
 132.062243, 1002.547009
 133.393124, 1014.551622
 134.724006, 1026.232272
 136.054888, 1037.421632
 137.385769, 1048.156283
 138.716651, 1058.133653
 140.047533, 1067.787569
 141.378414, 1077.362517
 142.709296, 1086.139174
 144.040178, 1094.470857
 145.371059, 1102.364392
 146.701941, 1109.786854
 148.032823, 1117.156799
 149.363704, 1123.627234
 150.694586, 1129.873762
 152.025467, 1135.345036
 153.356349, 1140.902966
 154.687231, 1145.768817
 156.018112, 1150.360716
 157.348994, 1154.150423
 158.679876, 1157.852332
 160.010757, 1160.905813
 161.341639, 1163.882532
 162.672521, 1165.991100
 164.003402, 1167.800875
 165.334284, 1169.258343
 166.665166, 1170.189457
 167.996047, 1171.003989
 169.326929, 1170.901059
 170.657811, 1170.468863
 171.988692, 1169.986237
 173.319574, 1168.538757
 174.650456, 1166.933795
 175.981337, 1165.028326
 177.312219, 1162.109967
 178.643100, 1159.169608
 179.973982, 1156.067364
 181.304864, 1151.805885
 182.635745, 1147.345168
 183.966627, 1142.695414
 185.297509, 1137.321487
 186.628390, 1131.383092
 187.959272, 1125.224766
 189.290154, 1118.828084
 190.621035, 1111.268053
 191.951917, 1103.540596
 193.282799, 1095.572066
 194.613680, 1087.275840
 195.944562, 1077.827408
 197.275444, 1068.167538
 198.606325, 1058.286367
 199.937207, 1048.142028
 201.268089, 1036.928810
 202.598970, 1025.246003
 203.929852, 1013.339183
 205.260734, 1001.163520
 206.591615,  988.567545
 207.922497,  974.823297
 209.253378,  960.774166
 210.584260,  946.475889
 211.915142,  931.869998
 213.246023,  916.955558
 214.576905,  900.741178
 215.907787,  884.205719
 217.238668,  867.370852
 218.569550,  850.205429
 219.900432,  832.708399
 221.231313,  814.572677
 222.562195,  795.421372
 223.893077,  775.928350
 225.223958,  756.081733
 226.554840,  735.880365
 227.885722,  715.323088
 229.216603,  694.409167
 230.547485,  672.173205
 231.878367,  649.532284
 233.209248,  626.513492
 234.540130,  603.115573
 235.871011,  579.316410
 237.201893,  555.134774
 238.532775,  530.569997
 239.863656,  504.782800
 241.194538,  478.432191
 242.525420,  451.642416
 243.856301,  424.447258
 245.187183,  396.845368
 246.518065,  368.835396
 247.848946,  340.385229
 249.179828,  311.485379
 250.510710,  281.424727
 251.841591,  250.693718
 253.172473,  219.531242
 254.503355,  187.871228
 255.834236,  155.745812
