Ground Distance, 
   0.000000,  126.720219
 787.639352,  126.720219
 824.646390,  125.095601
 861.653429,  123.470983
 898.660468,  121.846365
 935.667506,  120.221747
 972.674545,  118.597128
1009.681584,  116.972510
1046.688622,  115.347892
1083.695661,  113.723274
1120.702699,  112.098656
1123.401227,  112.068992
1150.347271,  111.772979
1337.266429,  109.729257
1374.238899,  109.326994
1411.075939,  108.926852
1447.778261,  108.528811
1484.346572,  108.132856
1491.949666,  108.050610
1492.088686,  108.049107
1492.181274,  108.048105
1492.208415,  108.047808
1492.233360,  108.047504
1492.482802,  108.044462
1494.976841,  108.014002
1519.878202,  107.705013
1664.028045,  105.727480
1806.798650,  103.397692
1941.374045,  100.780076
1980.971419,   99.917151
2022.893978,   98.951345
2138.666162,   95.967704
2249.651050,   92.584510
2351.954151,   88.890662
2445.479119,   84.895352
2530.399852,   80.607227
2606.983566,   76.038152
2675.570346,   71.202349
2736.554199,   66.115221
2790.361597,   60.792207
2801.747088,   59.538476
2808.953854,   58.718053
2812.912285,   58.258089
2816.702898,   57.811266
2852.968158,   53.186517
2865.382153,   51.435122
2872.969393,   50.314864
2875.802934,   49.886049
2878.747721,   49.434076
2906.693631,   44.779975
2918.964949,   42.487450
2933.873512,   39.439615
2936.099524,   38.955718
2937.160568,   38.722151
2938.148464,   38.502976
2947.716952,   36.288255
2973.548661,   29.211405
2994.044217,   21.600141
2997.803253,   19.838431
2998.455303,   19.514833
2998.880099,   19.300791
2999.312930,   19.079956
3003.366097,   16.856493
3014.194198,    8.079279
3015.671070,    5.886580
3016.333745,    4.563195
3016.789402,    3.357635
3017.090228,    2.224038
3017.261156,    1.157410
3017.323292,    0.157907
3017.324339,    0.052293
3017.324467,    0.004062
3017.324468,   -0.000000
