Time, Thrust
   0.000000, 48694.709509
   1.000000, 48032.339762
   2.000000, 47379.507606
   3.000000, 46736.156867
   4.000000, 46102.258347
   5.000000, 45477.403093
   6.000000, 44861.621803
   7.000000, 44255.050780
   8.000000, 43657.573984
   9.000000, 43068.502291
  10.000000, 42488.621072
  11.000000, 41917.952890
  12.000000, 41356.576093
  13.000000, 40805.709207
  14.000000, 40265.412785
  15.000000, 39736.838771
  16.000000, 39218.975903
  17.000000, 38712.005569
  18.000000, 38212.933258
  18.461566, 37984.939139
  19.461566, 37492.396401
  20.089012, 37179.137484
  20.688845, 36887.374925
  21.188845, 36660.769374
  22.188845, 36325.658908
  23.188845, 36145.701992
  23.421772, 36118.295633
  24.406463, 36053.945138
  25.406463, 36026.476845
  26.406463, 35996.107272
  27.406463, 35964.739342
  28.406463, 35933.002938
  29.406463, 35901.059417
  30.406463, 35868.956598
  31.406463, 35836.905716
  32.406463, 35804.730740
  33.406463, 35772.483664
  34.406463, 35740.167289
  35.406463, 35707.785134
  35.421772, 35707.290183
  36.022823, 35687.856293
  37.022823, 35655.460277
  38.022823, 35623.047561
  39.022823, 35590.707485
  40.022823, 35558.423283
  41.022823, 35526.180709
  42.022823, 35493.994631
  43.022823, 35461.860556
  44.022823, 35429.781582
  44.423899, 35416.950076
  45.423899, 32178.897827
  46.423899, 28948.986586
  47.423899, 25726.911282
  48.423899, 22511.775525
  49.423899, 22501.353631
  50.423899, 22491.775704
  51.423899, 22482.460638
  52.423899, 22473.240138
  53.423899, 22464.048299
  54.423899, 22454.909221
  55.423899, 22445.737002
  56.423899, 22436.646518
  57.423899, 22427.493938
  58.423899, 22418.430055
  59.423899, 22409.291755
  60.423899, 22400.248949
  61.423899, 22391.130964
  62.423899, 22382.100606
  63.423899, 22373.008789
  64.423899, 22363.991516
  65.423899, 22354.928846
  66.423899, 22345.919627
  67.423899, 22336.884284
  68.423899, 22327.882341
  69.423899, 22318.872589
  70.423899, 22309.884899
  71.423899, 22300.903532
  72.423899, 22291.924397
  73.423899, 22282.968291
  74.423899, 22274.000725
  75.423899, 22265.070019
  76.423899, 22256.112846
  77.423899, 22247.206029
  78.423899, 22238.262029
  79.423899, 22229.379921
  80.423899, 22220.445042
  81.423899, 22211.583681
  82.423899, 22202.662318
  83.423899, 22193.823802
  84.423899, 22184.916640
  85.423899, 22176.100727
  86.423899, 22167.211065
  87.423899, 22158.416978
  88.423899, 22149.558218
  89.423899, 22140.766553
  90.423899, 22131.850999
  91.423899, 22122.900921
  92.423899, 22113.932751
  93.423899, 22104.989456
  94.423899, 22096.048728
  95.423899, 22087.115643
  96.423899, 22078.202321
  97.423899, 22069.275774
  98.423899, 22060.386574
  99.423899, 22051.475671
 100.423899, 22042.614857
 101.423899, 22033.713717
 102.423899, 22024.876952
 103.423899, 22015.988646
 104.423899, 22007.176696
 105.423899, 21998.301696
 106.423899, 21989.522412
 107.423899, 21980.667820
 108.423899, 21971.904593
 109.423899, 21963.080503
 110.423899, 21954.323815
 111.423899, 21945.529575
 112.423899, 21936.777406
 113.423899, 21928.011046
 114.423899, 21919.270555
 115.423899, 21910.534417
 116.423899, 21901.800113
 117.423899, 21893.091075
 118.423899, 21884.368991
 119.423899, 21875.688641
 120.423899, 21866.976379
 121.423899, 21858.322509
 122.423899, 21849.621904
 123.423899, 21840.993903
 124.423899, 21832.306232
 125.423899, 21823.703568
 125.895753, 21819.621296
