eta, D
   0.000000,  161.807297
   0.020408,  161.807297
   0.040816,  161.807297
   0.061224,  161.807297
   0.081633,  161.807297
   0.102041,  161.807297
   0.122449,  161.807297
   0.142857,  161.807297
   0.163265,  161.807297
   0.183673,  161.807297
   0.204082,  161.807297
   0.224490,  161.807297
   0.244898,  161.807297
   0.265306,  161.807297
   0.285714,  161.807297
   0.306122,  161.807297
   0.326531,  161.807297
   0.346939,  161.807297
   0.367347,  161.807297
   0.387755,  161.807297
   0.408163,  161.807297
   0.428571,  161.807297
   0.448980,  161.807297
   0.469388,  161.807297
   0.489796,  161.807297
   0.510204,  161.807297
   0.530612,  161.807297
   0.551020,  161.807297
   0.571429,  161.807297
   0.591837,  161.807297
   0.612245,  161.807297
   0.632653,  161.807297
   0.653061,  161.807297
   0.673469,  161.807297
   0.693878,  161.807297
   0.714286,  161.807297
   0.734694,  161.807297
   0.755102,  161.807297
   0.775510,  161.807297
   0.795918,  161.807297
   0.816327,  161.807297
   0.836735,  161.807297
   0.857143,  161.807297
   0.877551,  161.807297
   0.897959,  161.807297
   0.918367,  161.807297
   0.938776,  161.807297
   0.959184,  161.807297
   0.979592,  161.807297
   1.000000,  161.807297
