Speed (CAS), Climb Angle
 157.608902,  137.283543
 160.455188,  138.978553
 163.301474,  141.880980
 166.147760,  144.640153
 168.994046,  147.116003
 171.840332,  149.404373
 174.686618,  151.190374
 177.532904,  152.893476
 180.379190,  154.085536
 183.225476,  155.315047
 186.071762,  156.047410
 188.918048,  156.463200
 191.764334,  156.902664
 194.610620,  156.819415
 197.456906,  156.466567
 200.303192,  156.124966
 203.149478,  155.624009
 205.995765,  154.579243
 208.842051,  153.535457
 211.688337,  152.492650
 214.534623,  151.284817
 217.380909,  149.528930
 220.227195,  147.764462
 223.073481,  145.991415
 225.919767,  144.209788
 228.766053,  142.074514
 231.612339,  139.520095
 234.458625,  136.948707
 237.304911,  134.360348
 240.151197,  131.755020
 242.997483,  129.132721
 245.843769,  126.137710
 248.690055,  122.858247
 251.536341,  119.554573
 254.382627,  116.226688
 257.228913,  112.874591
 260.075199,  109.498281
 262.921486,  106.097757
 265.767772,  102.589809
 268.614058,   98.572779
 271.460344,   94.525433
 274.306630,   90.447769
 277.152916,   86.339783
 279.999202,   82.201473
 282.845488,   78.032834
 285.691774,   74.057296
 288.538060,   70.062777
 291.384346,   66.037905
 294.230632,   61.819730
 297.076918,   57.221863
 299.923204,   52.588659
 302.769490,   47.920113
 305.615776,   43.216216
 308.462062,   38.476962
 311.308348,   33.702343
 314.154634,   28.892350
 317.000920,   24.046974
 319.847207,   19.166206
 322.693493,   14.250036
 325.539779,    9.298455
 328.386065,    4.311450
 331.232351,   -0.710988
 334.078637,   -5.968621
 336.924923,  -11.511638
 339.771209,  -17.122419
 342.617495,  -22.831327
 345.463781,  -28.579606
 348.310067,  -34.367276
 351.156353,  -40.194357
 354.002639,  -46.060869
 356.848925,  -51.966834
 359.695211,  -57.912275
 362.541497,  -63.897214
 365.387783,  -69.921675
 368.234069,  -75.985683
 371.080355,  -82.089263
 373.926641,  -88.232443
 376.772928,  -94.415249
 379.619214, -100.637709
 382.465500, -106.899853
 385.311786, -113.201710
 388.158072, -119.543312
 391.004358, -125.924690
 393.850644, -132.345876
 396.696930, -139.159006
 399.543216, -146.173235
 402.389502, -153.230204
 405.235788, -160.329958
 408.082074, -167.472544
 410.928360, -174.658049
 413.774646, -181.887837
 416.620932, -189.167034
 419.467218, -196.415453
 422.313504, -203.721744
 425.159790, -211.121661
 428.006076, -218.640804
 430.852362, -226.310839
 433.698649, -234.169888
 436.544935, -242.262944
 439.391221, -250.642279
