Time, Thrust
   0.000000, 207199.776112
   0.500000, 206086.975268
   1.000000, 204975.575233
   1.500000, 203874.463525
   2.000000, 202776.290963
   2.500000, 201688.473614
   3.000000, 200603.614516
   3.500000, 199529.169838
   4.000000, 198457.700324
   4.500000, 197396.696879
   5.000000, 196338.683356
   5.500000, 195291.180130
   6.000000, 194246.679460
   6.500000, 193212.726037
   7.000000, 192181.785726
   7.500000, 191161.422480
   8.000000, 190144.080864
   8.500000, 189137.339154
   9.000000, 188133.625598
   9.500000, 187140.527973
  10.000000, 186150.463080
  10.500000, 185171.023492
  11.000000, 184194.619314
  11.500000, 183228.843337
  12.000000, 182266.103597
  12.500000, 181349.110356
  13.000000, 180445.185862
  13.500000, 179649.377106
  14.000000, 178884.454588
  14.500000, 178126.933829
  15.000000, 177371.527585
  15.500000, 176623.540756
  16.000000, 175877.673486
  16.500000, 175139.238915
  17.000000, 174402.927699
  17.500000, 173674.058192
  18.000000, 172947.314614
  18.500000, 172228.017586
  19.000000, 171510.847870
  19.500000, 170801.125474
  20.000000, 170093.530611
  20.500000, 169457.001012
  21.000000, 168840.773165
  21.500000, 168236.943568
  22.000000, 167636.655872
  22.500000, 167042.270759
  23.000000, 166449.571881
  23.500000, 165862.778587
  24.000000, 165277.672387
  24.500000, 164698.471759
  25.000000, 164120.958220
  25.500000, 163549.347304
  26.000000, 162979.422634
  26.500000, 162415.394775
  27.000000, 161853.051504
  27.500000, 161296.596452
  28.000000, 160741.823533
  28.388923, 160321.074906
  28.888923, 159848.138643
  29.388923, 159377.459551
  29.888923, 158908.585536
  30.388923, 158445.002979
  30.888923, 157985.652039
  31.388923, 157533.538963
  31.888923, 157087.214060
  32.111100, 156888.887751
  32.611100, 156530.906579
  32.958167, 156282.419691
  33.458167, 156003.218137
  33.958167, 155787.958862
  34.458167, 155606.612785
  34.674151, 155528.277117
  35.174151, 155442.788064
  35.674151, 155364.367128
  35.740661, 155353.935587
  36.240661, 155287.771474
  36.740661, 155218.864915
  37.240661, 155149.115557
  37.740661, 155079.017089
  38.240661, 155008.806246
  38.363141, 154991.607411
  38.863141, 154921.458749
  39.363141, 154851.296477
  39.863141, 154781.122129
  40.363141, 154710.954451
  40.863141, 154640.792693
  41.363141, 154570.694628
  41.863141, 154500.653085
  42.363141, 154430.651728
  42.863141, 154360.686035
  43.363141, 154290.745981
  43.863141, 154220.828681
  44.363141, 154150.992362
  44.863141, 154081.227908
  45.363141, 154011.463309
  45.863141, 153941.698581
  46.363141, 153871.943607
  46.674151, 153828.559979
  47.174151, 153758.942318
  47.674151, 153689.591252
  48.174151, 153620.209478
  48.674151, 153550.656170
  49.174151, 153481.155805
  49.674151, 153411.722456
  50.174151, 153342.343068
  50.674151, 153272.972718
  51.174151, 153203.741382
  51.674151, 153134.533330
  52.174151, 153065.407714
  52.674151, 152996.295905
  53.174151, 152927.146958
  53.674151, 152857.991791
  54.174151, 152788.961096
  54.674151, 152719.947419
  55.174151, 152651.067362
  55.674151, 152582.205573
  56.174151, 152512.698602
  56.674151, 152443.103422
  57.174151, 152372.808742
  57.674151, 152302.438593
  58.174151, 152232.212333
  58.674151, 152161.994711
  59.174151, 152091.828817
  59.674151, 152021.666028
  60.174151, 151951.648223
  60.674151, 151881.639121
  61.174151, 151811.633742
  61.674151, 151741.628587
  62.174151, 151671.771349
  62.674151, 151601.922990
  63.174151, 151532.230405
  63.674151, 151462.547170
  64.174151, 151392.860168
  64.674151, 151323.172939
  65.174151, 151253.609837
  65.674151, 151184.051167
  66.174151, 151114.572502
  66.674151, 151045.096693
  67.174151, 150975.672786
  67.674151, 150906.250732
  68.174151, 150836.973544
  68.674151, 150767.701528
  69.174151, 150698.432204
  69.674151, 150629.162976
  70.174151, 150560.040031
  70.674151, 150490.922308
  71.174151, 150421.957776
  71.674151, 150352.998713
  72.174151, 150284.125063
  72.674151, 150215.254462
  73.174151, 150146.361126
  73.674151, 150077.471240
  74.174151, 150008.725009
  74.674151, 149939.982723
  75.174151, 149871.391620
  75.674151, 149802.802685
  76.174151, 149734.296854
  76.674151, 149665.789757
  77.174151, 149597.256779
  77.674151, 149528.735251
  78.174151, 149460.337812
  78.674151, 149391.936848
  79.174151, 149323.497686
  79.674151, 149255.054424
  80.174151, 149186.566709
  80.674151, 149118.088833
  81.174151, 149049.717591
  81.674151, 148981.353537
  82.174151, 148913.054136
  82.674151, 148844.754134
  83.174151, 148776.511134
  83.674151, 148708.274528
  84.174151, 148640.107227
  84.674151, 148571.952826
  85.174151, 148503.938221
  85.674151, 148435.928392
  86.174151, 148367.970328
  86.674151, 148300.025030
  87.174151, 148232.218092
  87.674151, 148164.410483
  88.174151, 148096.595606
  88.674151, 148028.792157
  89.174151, 147961.112559
  89.674151, 147893.445670
  90.174151, 147825.916519
  90.674151, 147758.394864
  91.174151, 147690.954449
  91.674151, 147623.510529
  92.174151, 147556.036542
  92.674151, 147488.589032
  93.174151, 147421.247466
  93.674151, 147353.937659
  94.174151, 147286.754923
  94.674151, 147219.590319
  95.174151, 147152.498261
  95.674151, 147085.424990
  96.174151, 147018.399994
  96.674151, 146951.359233
  97.174151, 146884.296867
  97.674151, 146817.313901
  98.174151, 146750.381426
  98.674151, 146683.544693
  99.174151, 146616.768841
  99.674151, 146550.047240
 100.174151, 146483.360138
 100.674151, 146416.723584
 101.174151, 146350.109607
 101.674151, 146283.418542
 102.174151, 146216.697554
 102.674151, 146149.783804
 103.174151, 146082.881472
 103.674151, 146016.131630
 104.174151, 145949.380944
 104.674151, 145882.618982
 105.174151, 145815.875105
 105.674151, 145749.234141
 106.174151, 145682.604016
 106.674151, 145616.035577
 107.174151, 145549.491346
 107.674151, 145483.084878
 108.174151, 145416.679569
 108.674151, 145350.280861
 109.174151, 145283.903498
 109.674151, 145217.647598
 110.174151, 145151.399157
 110.674151, 145085.193167
 111.174151, 145019.008999
 111.674151, 144952.949014
 112.174151, 144886.887724
 112.674151, 144820.819005
 113.174151, 144754.785100
 113.674151, 144688.949308
 114.174151, 144623.113119
 114.674151, 144557.274666
 115.174151, 144491.457267
 115.674151, 144425.743788
 116.174151, 144360.043435
 116.674151, 144294.407870
 117.174151, 144228.798960
 117.674151, 144163.321609
 118.174151, 144097.859753
 118.674151, 144032.474381
 119.174151, 143967.095196
 119.674151, 143901.734792
 119.803819, 143884.784415
