CLe, Neutral Point
   0.162483,    0.313293
   0.241347,    0.316001
   0.320210,    0.321200
   0.399074,    0.328579
   0.477940,    0.330240
   0.556812,    0.331434
   0.635692,    0.340215
   0.714581,    0.348724
   0.793483,    0.321966
   0.873569,    0.359065
   0.951541,    0.430722
   1.029533,    0.437765
   1.107547,    0.444253
   1.185584,    0.450310
   1.263648,    0.456320
   1.341741,    0.461730
