CLe, Neutral Point
   0.158634,    0.341084
   0.235220,    0.344202
   0.311798,    0.350148
   0.388373,    0.358285
   0.464948,    0.360245
   0.541529,    0.361596
   0.618117,    0.370878
   0.694718,    0.379764
   0.771335,    0.351095
   0.849108,    0.390127
   0.924835,    0.465749
   1.000589,    0.472659
   1.076374,    0.478884
