Mach, Rate of Climb
   0.228399,   -2.666139
   0.230739,   -2.188477
   0.233078,   -1.806831
   0.235417,   -1.628609
   0.237757,   -1.443898
   0.240096,   -1.297626
   0.242436,   -1.202608
   0.244775,   -1.103463
   0.247114,   -0.996666
   0.249454,   -0.929890
   0.251793,   -0.860538
   0.254133,   -0.788578
   0.256472,   -0.714018
   0.258811,   -0.663605
   0.261151,   -0.611241
   0.263490,   -0.556902
   0.265830,   -0.500561
   0.268169,   -0.453069
   0.270508,   -0.418069
   0.272848,   -0.381671
   0.275187,   -0.343858
   0.277527,   -0.304610
   0.279866,   -0.266468
   0.282205,   -0.243742
   0.284545,   -0.220068
   0.286884,   -0.195431
   0.289224,   -0.169818
   0.291563,   -0.143217
   0.293902,   -0.120396
   0.296242,   -0.117013
   0.298581,   -0.113214
   0.300921,   -0.108991
   0.303260,   -0.104337
   0.305599,   -0.099243
   0.307939,   -0.093701
   0.310278,   -0.090470
   0.312618,   -0.109983
   0.314957,   -0.125228
   0.317296,   -0.140529
   0.319636,   -0.155882
   0.321975,   -0.171283
   0.324315,   -0.186728
   0.326654,   -0.202214
   0.328993,   -0.217736
   0.331333,   -0.249503
   0.333672,   -0.291671
   0.336012,   -0.334435
   0.338351,   -0.377795
   0.340691,   -0.421752
   0.343030,   -0.466306
   0.345369,   -0.511458
   0.347709,   -0.554703
   0.350048,   -0.596074
   0.352388,   -0.637976
   0.354727,   -0.684998
   0.357066,   -0.751139
   0.359406,   -0.818277
   0.361745,   -0.886417
   0.364085,   -0.955561
   0.366424,   -1.025713
   0.368763,   -1.096877
   0.371103,   -1.169056
   0.373442,   -1.242253
   0.375782,   -1.316473
   0.378121,   -1.391718
   0.380460,   -1.467992
   0.382800,   -1.541447
   0.385139,   -1.615831
   0.387479,   -1.713848
   0.389818,   -1.813752
   0.392157,   -1.915084
   0.394497,   -2.017851
   0.396836,   -2.122057
   0.399176,   -2.227710
   0.401515,   -2.334815
   0.403854,   -2.443379
   0.406194,   -2.553407
   0.408533,   -2.664906
   0.410873,   -2.777881
   0.413212,   -2.892340
   0.415551,   -3.006957
   0.417891,   -3.121491
   0.420230,   -3.237494
   0.422570,   -3.354971
   0.424909,   -3.473929
   0.427248,   -3.604198
   0.429588,   -3.749269
   0.431927,   -3.896223
   0.434267,   -4.045069
   0.436606,   -4.195814
   0.438945,   -4.348467
   0.441285,   -4.503037
   0.443624,   -4.659530
   0.445964,   -4.817956
   0.448303,   -4.978323
   0.450642,   -5.140395
   0.452982,   -5.304404
   0.455321,   -5.470377
   0.457661,   -5.638320
   0.460000,   -5.808243
