Ground distance, Load Factor
   0.000000,    0.000000
   1.648704,    0.001924
   6.565546,    0.007593
  14.705968,    0.016852
  26.024593,    0.029543
  40.475283,    0.045510
  58.011198,    0.064592
  78.584867,    0.086632
 102.148236,    0.111471
 128.652739,    0.138952
 158.049362,    0.168918
 190.288688,    0.201215
 225.320983,    0.235691
 263.096243,    0.272194
 303.564296,    0.310578
 346.674876,    0.350698
 392.377726,    0.392417
 440.622658,    0.435598
 491.359657,    0.480110
 544.538886,    0.525827
 600.110743,    0.572623
 635.486220,    0.601913
 694.825270,    0.807112
 749.747379,    1.001693
 813.390959,    1.226339
 818.125523,    1.241844
 850.779612,    1.275758
 917.201098,    1.326480
 966.546524,    1.351902
1034.273039,    1.372360
1038.299339,    1.373067
1106.126881,    1.034949
1173.953613,    1.004905
1241.779819,    1.002257
1309.606375,    1.002528
1377.433455,    1.002803
1445.261031,    1.003073
1513.089101,    1.003337
1580.917638,    1.003593
1648.746644,    1.002649
1716.576136,    1.002649
1780.379682,    1.002965
1817.190870,    0.999402
1885.020555,    0.998054
1952.850251,    0.998144
2020.680498,    0.998253
2088.511255,    0.998361
2156.342540,    0.998468
2224.174354,    0.998575
2292.006680,    0.998679
2359.839526,    0.998783
2427.672893,    0.998886
2428.516631,    0.998870
2496.349840,    0.871445
2564.182344,    0.868616
2632.015244,    0.870696
2699.848884,    0.872496
2767.683330,    0.993311
2835.518515,    0.999329
2903.354305,    0.999884
2971.190427,    0.999062
3039.026972,    0.999613
3106.863927,    0.998795
3174.701374,    0.999346
3242.539195,    0.999894
3310.377436,    0.999076
3378.216149,    0.999626
3446.055235,    0.998808
3513.894819,    0.999356
3581.734796,    0.999902
3649.575188,    0.999086
3717.416039,    0.999632
3785.257256,    0.998816
3853.098979,    0.999361
3920.941113,    0.999904
3988.783646,    0.999089
4056.626624,    0.999631
4124.469944,    0.998817
4192.313742,    0.999357
4260.157909,    0.999895
4328.002472,    0.999082
4395.847476,    0.999621
4463.692840,    0.998810
4531.538674,    0.999346
4599.384868,    0.999881
4667.231484,    0.999072
4735.078559,    0.999607
4802.925958,    0.998797
4870.773836,    0.999331
4938.622093,    0.999863
5006.470747,    0.999055
5074.319855,    0.999587
5142.169323,    0.998780
5210.019270,    0.999311
5277.869596,    0.999840
5345.720325,    0.999034
5413.571514,    0.999563
5481.423039,    0.998759
5549.275031,    0.999286
5617.127407,    0.999812
5684.980164,    0.999008
5752.833394,    0.999535
5820.687004,    0.998734
5888.541070,    0.999258
5956.395520,    0.999781
6024.250357,    0.998980
6092.105674,    0.999504
6159.961348,    0.998705
6227.817496,    0.999226
6295.674071,    0.999748
6363.531030,    0.998949
6431.388485,    0.999470
6499.246321,    0.999988
6567.104616,    0.999193
6634.963350,    0.999712
6702.822482,    0.998916
6770.682103,    0.999434
6838.542076,    0.999948
6906.402486,    0.999154
6974.263339,    0.999671
7042.124580,    0.998877
7109.986328,    0.999393
7177.848473,    0.999906
7245.711070,    0.999115
7313.574188,    0.998317
7381.438001,    0.998807
7449.301891,    0.997980
7517.166010,    0.998461
7585.030611,    0.997649
7652.895696,    0.998135
7720.761207,    0.998622
7788.627121,    0.997812
7856.493531,    0.998301
7924.360337,    0.998788
7992.227587,    0.997984
8000.000000,    0.997892
