Ground distance, Vertical Forces
   0.000000, 120151.932654
   6.087701, 120151.932654
  24.231001, 120151.932654
  54.248970, 120151.932654
  95.959182, 120151.932654
 149.177878, 120151.932654
 213.720117, 120151.932654
 289.399935, 120151.932654
 376.030524, 120151.932654
 473.424389, 120151.932654
 581.393488, 120151.932654
 699.749443, 120151.932654
 828.303762, 120151.932654
 966.868134, 120151.932654
1115.254802, 120151.932654
1273.276817, 120151.932654
1440.748392, 120151.932654
1617.484919, 120151.932654
1803.303043, 120151.932654
1892.083060, 120151.932654
2090.868905, 120151.932654
2220.079878, 120151.932654
2346.802302, 120098.090625
2454.703744, 120068.687012
2675.528204, 119884.069767
2900.445616, 119467.923095
2953.176401, 119332.623589
3176.770087, 118591.955119
3404.083343, 117971.283164
3631.394627, 117729.068021
3858.704235, 117642.730898
4086.012619, 117607.125850
4313.320484, 117587.623324
4540.629240, 117573.080153
4767.938186, 117558.345822
4995.247348, 117544.905501
5222.556800, 117531.689093
5449.866603, 117518.588085
5677.176808, 117505.543337
5680.656626, 117505.324037
5817.281455, 117499.959268
6044.591313, 117499.984933
6271.901335, 117504.241473
6499.211719, 117509.115727
6726.522471, 117514.168525
6953.833673, 117519.386085
7181.145351, 117524.500999
7408.457537, 117529.573204
7635.770210, 117534.583622
7726.940060, 117536.312659
7954.251981, 117618.372774
8181.562368, 117774.840498
8408.872181, 117947.234083
8636.182939, 118116.326429
8863.495073, 118211.358748
9090.808671, 118241.478925
9318.123293, 118252.463736
9545.438605, 118257.341459
9772.754477, 118260.689859
10000.070794, 118263.378198
10227.387531, 118265.899072
10454.704703, 118268.432894
10682.022329, 118270.990995
10909.340380, 118273.523335
11136.658782, 118276.207372
11363.977647, 118278.847984
11591.296877, 118281.426388
11818.616634, 118283.750256
12045.936905, 118286.073011
12273.257619, 118288.400997
12500.578794, 118290.871038
12727.900444, 118293.278305
12955.222464, 118295.776564
13182.544856, 118298.313490
13409.867596, 118300.999390
13637.190892, 118303.294113
13864.514665, 118305.480465
14091.838954, 118307.841937
14319.163760, 118310.218625
14546.489061, 118312.650621
14773.814828, 118315.076710
15001.140981, 118317.592349
15228.467543, 118320.195812
15455.794602, 118322.650164
15683.122180, 118324.826655
15910.450229, 118327.017696
16137.778789, 118329.328259
16365.107847, 118331.604884
16592.437333, 118333.942247
16819.767259, 118336.400848
17047.097720, 118338.804252
17274.428607, 118341.324644
17501.760039, 118343.509089
17729.092097, 118345.648971
17956.424669, 118347.740550
18183.757732, 118349.948665
18411.091338, 118352.230715
18638.425510, 118354.516022
18865.760116, 118356.939550
19093.095097, 118359.461764
19320.430437, 118361.788847
19547.766201, 118363.982649
19775.102232, 118366.231484
20002.437830, 118372.599041
20229.773069, 118380.334094
20457.108712, 118388.290282
20684.444775, 118396.353153
20911.781282, 118404.368799
21139.118238, 118412.344051
21366.455598, 118420.219305
21593.793302, 118428.085659
21821.131390, 118435.949847
22048.469922, 118443.736174
22275.808871, 118451.459686
22503.148208, 118459.184524
22730.487993, 118466.832733
22957.828177, 118474.457477
23185.168783, 118481.831888
23412.509925, 118489.150608
23639.851522, 118496.355536
23867.193541, 118503.543982
24094.535946, 118510.688594
24321.878716, 118517.824169
24549.221881, 118524.957187
24776.565488, 118532.060532
25003.909555, 118539.111669
25231.254054, 118546.138984
25458.598975, 118553.136772
25685.944299, 118559.935878
25913.290017, 118566.543785
26140.636165, 118573.167339
26246.719160, 118576.411509
