Ground Roll distance, Load Factor
1108.671547,    0.684641
1134.641156,    0.679820
1313.343861,    0.647275
1348.562508,    0.640990
1383.609893,    0.634777
1418.487155,    0.628635
1453.195427,    0.622563
1460.116901,    0.621357
1460.292604,    0.621326
1460.373184,    0.621312
1460.452956,    0.621299
1460.501041,    0.621290
1460.517037,    0.621287
1460.526142,    0.621286
1460.527435,    0.621286
1460.528764,    0.621285
1460.542056,    0.621280
1460.674966,    0.621232
1462.003790,    0.620748
1475.263516,    0.615910
1510.308685,    0.603029
1532.716470,    0.594719
1543.019134,    0.590880
1554.120285,    0.586728
1662.952276,    0.545230
1820.214170,    0.482658
1967.661648,    0.421138
2104.840870,    0.361393
2231.327082,    0.304162
2346.731996,    0.250183
2450.710960,    0.200163
2542.969665,    0.154757
2550.804259,    0.150860
2555.435944,    0.148553
2557.190680,    0.147679
2559.005360,    0.146774
2576.844845,    0.137851
2652.221669,    0.099595
2715.247165,    0.066949
2765.703215,    0.040427
2803.440747,    0.020411
2828.383120,    0.007138
2840.259959,    0.000832
2841.171817,    0.000350
2841.642754,    0.000101
2841.827936,    0.000003
2841.833128,    0.000001
2841.834296,    0.000000
2841.834356,    0.000000
