Speed (CAS), Rate of Climb
 121.965363,  -13.046412
 122.758224,  -12.485458
 123.551085,  -12.004638
 124.343946,  -11.839725
 125.136807,  -11.856293
 125.929668,  -12.105707
 126.722529,  -12.606182
 127.515391,  -13.287583
 128.308252,  -14.255584
 129.101113,  -15.385973
 129.893974,  -16.802133
 130.686835,  -18.397818
 131.479696,  -20.239699
 132.272558,  -22.316256
 133.065419,  -24.558266
 133.858280,  -26.481598
 134.651141,  -28.250040
 135.444002,  -30.476848
 136.236863,  -32.716888
 137.029724,  -35.293090
 137.822586,  -38.043651
 138.615447,  -40.907055
 139.408308,  -44.180382
 140.201169,  -47.483126
 140.994030,  -51.098492
 141.786891,  -54.943441
 142.579752,  -58.825860
 143.372614,  -63.162287
 144.165475,  -67.605304
 144.958336,  -72.100837
 145.751197,  -77.113672
 146.544058,  -82.180120
 147.336919,  -87.306257
 148.129781,  -92.958668
 148.922642,  -98.672739
 149.715503, -104.109567
 150.508364, -109.664284
 151.301225, -115.351033
 152.094086, -121.100112
 152.886947, -127.159543
 153.679809, -133.516026
 154.472670, -139.942888
 155.265531, -146.440287
 156.058392, -153.486190
 156.851253, -160.610997
 157.644114, -167.814389
 158.436976, -175.225132
 159.229837, -183.066542
 160.022698, -190.994526
 160.815559, -199.009322
 161.608420, -207.260216
 162.401281, -215.929794
 163.194142, -224.694139
 163.987004, -233.553525
 164.779865, -242.557392
 165.572726, -251.952755
 166.365587, -260.954666
 167.158448, -270.053661
 167.951309, -279.250047
 168.744170, -288.836266
 169.537032, -298.710636
 170.329893, -308.690271
 171.122754, -318.775511
 171.915615, -328.966697
 172.708476, -339.650099
 173.501337, -350.537630
 174.294199, -361.538929
 175.087060, -372.654367
 175.879921, -383.884317
 176.672782, -395.540170
 177.465643, -407.482449
 178.258504, -419.546988
 179.051365, -431.734191
 179.844227, -444.044460
 180.637088, -456.525318
 181.429949, -469.561363
 182.222810, -482.295977
 183.015671, -495.126270
 183.808532, -508.084011
 184.601394, -521.169632
 185.394255, -534.428815
 186.187116, -548.249798
 186.979977, -562.206234
 187.772838, -576.298583
 188.565699, -590.527302
 189.358560, -604.892853
 190.151422, -619.395693
 190.944283, -634.310715
 191.737144, -649.570647
 192.530005, -664.975362
 193.322866, -680.525343
 194.115727, -696.221078
 194.908588, -712.063050
 195.701450, -728.051746
 196.494311, -744.408292
 197.287172, -761.172164
 198.080033, -777.875451
 198.872894, -794.615853
 199.665755, -811.508678
 200.458617, -828.554438
