eta, Total_Load
   0.000000, 5878.903989
   0.020408, 5842.112713
   0.040816, 5845.182118
   0.061224, 5847.803899
   0.081633, 5849.177906
   0.102041, 5848.839042
   0.122449, 5846.486427
   0.142857, 5841.913949
   0.163265, 5834.974635
   0.183673, 5825.559970
   0.204082, 5813.586902
   0.224490, 5798.989213
   0.244898, 5781.711518
   0.265306, 5761.704922
   0.285714, 5738.923757
   0.306122, 5713.323033
   0.326531, 5684.856353
   0.346939, 5653.474124
   0.367347, 5619.121954
   0.387755, 5581.739124
   0.408163, 5541.257074
   0.428571, 5497.597830
   0.448980, 5450.672312
   0.469388, 5400.378461
   0.489796, 5346.599113
   0.510204, 5289.181171
   0.530612, 5227.962006
   0.551020, 5162.776646
   0.571429, 5093.415547
   0.591837, 5019.635811
   0.612245, 4941.155119
   0.632653, 4857.644297
   0.653061, 4768.718155
   0.673469, 4673.924076
   0.693878, 4572.727712
   0.714286, 4464.494861
   0.734694, 4348.468252
   0.755102, 4223.737409
   0.775510, 4089.198855
   0.795918, 3943.502321
   0.816327, 3784.975649
   0.836735, 3611.515196
   0.857143, 3420.416272
   0.877551, 3208.091776
   0.897959, 2969.567271
   0.918367, 2697.489751
   0.938776, 2379.938252
   0.959184, 1994.622950
   0.979592, 1487.511443
   1.000000,    0.000000
