Ground distance, CL
   0.000000,    1.406400
   1.552581,    1.406400
   6.194861,    1.406400
  13.903565,    1.406400
  24.655307,    1.406400
  38.426598,    1.406400
  55.193855,    1.406400
  74.933397,    1.406400
  97.621461,    1.406400
 123.234202,    1.406400
 151.747692,    1.406400
 183.137943,    1.406400
 217.380894,    1.406400
 254.452420,    1.406400
 294.328359,    1.406400
 336.984478,    1.406400
 382.396512,    1.406400
 430.540166,    1.406400
 481.391088,    1.406400
 534.924921,    1.406400
 591.117286,    1.406400
 649.943770,    1.406400
 711.379973,    1.406400
 775.401505,    1.406400
 841.983979,    1.406400
 911.103042,    1.406400
 982.734388,    1.406400
1056.853758,    1.406400
1133.436948,    1.406400
1212.459821,    1.406400
1293.898341,    1.406400
1377.728538,    1.406400
1463.926518,    1.406400
1552.468476,    1.406400
1643.330693,    1.406400
1736.489524,    1.406400
1824.877900,    1.406400
1922.398242,    1.595496
2022.163745,    1.798224
2124.169540,    1.967845
2146.505219,    2.004648
2251.214168,    2.182081
2277.025392,    2.219199
2384.355505,    2.219199
2493.521616,    2.176149
2604.117497,    2.132949
2715.797728,    2.089717
2828.343401,    2.046529
2897.164309,    2.020229
3010.793420,    1.977587
3124.948951,    1.934346
3239.539057,    1.891085
3354.486084,    1.847929
3469.726689,    1.804642
3585.211081,    1.761458
3700.902640,    1.718188
3816.778873,    1.675080
3932.831073,    1.631719
4036.368932,    1.593350
4152.770657,    1.593350
4269.363497,    1.593350
4386.144112,    1.593350
4503.107868,    1.593350
4620.248881,    1.593350
4737.560092,    1.593350
4855.033332,    1.593350
4972.659414,    1.593350
5090.428220,    1.593350
5208.328801,    1.593350
5326.349480,    1.593350
5444.477965,    1.593350
5562.701457,    1.593350
5681.006772,    1.593350
5693.922465,    1.593350
5812.302261,    1.593350
5930.732217,    1.593350
6049.195670,    1.593350
6167.676171,    1.593350
6175.383949,    1.593350
6293.867422,    1.573874
6412.350536,    1.563054
6530.833386,    1.556562
6649.316003,    1.554398
6767.798534,    1.554398
6886.280761,    1.554398
7004.762672,    1.554398
7123.244640,    1.554398
7241.726770,    1.556562
7360.208915,    1.556562
7478.691277,    1.558726
7597.173677,    1.558726
7715.656284,    1.560890
7834.138936,    1.560890
7952.621793,    1.563054
7969.202651,    1.563054
8087.685147,    1.413738
8206.167084,    1.332588
8324.648477,    1.297371
8443.129392,    1.282816
8561.609907,    1.280652
8680.089918,    1.280652
8798.569728,    1.282816
8917.049866,    1.287144
9035.530526,    1.451608
9154.011753,    1.528430
9272.493455,    1.563054
9390.975571,    1.582530
9509.458041,    1.593350
9627.940795,    1.599842
9746.423785,    1.604170
9864.906947,    1.604170
9983.390269,    1.606334
10101.873817,    1.608498
10220.357348,    1.608498
