Ground Roll distance, Vertical Forces
1102.171152, 48527.063123
1127.600859, 48527.063123
1302.339367, 48527.063123
1336.910223, 48527.063123
1371.356864, 48527.063123
1405.679879, 48527.063123
1439.879854, 48527.063123
1446.705136, 48527.063123
1446.814301, 48527.063123
1446.898002, 48527.063123
1446.940845, 48527.063123
1446.961230, 48527.063123
1446.969686, 48527.063123
1446.971595, 48527.063123
1446.972743, 48527.063123
1446.973795, 48527.063123
1446.984314, 48527.063123
1447.089500, 48527.063123
1448.141153, 48527.063123
1458.637254, 48527.063123
1482.658406, 48527.063123
1508.303142, 48527.063123
1624.563984, 48527.063123
1733.735340, 48527.063123
1831.515826, 48527.063123
1918.181631, 48527.063123
1994.375244, 48527.063123
2060.828596, 48527.063123
2118.287571, 48527.063123
2125.683314, 48527.063123
2129.818577, 48527.063123
2154.988122, 48527.063123
2176.747082, 48527.063123
2185.832295, 48527.063123
2189.793053, 48527.063123
2193.552673, 48527.063123
2228.554721, 48527.063123
2238.392255, 48527.063123
2246.230837, 48527.063123
2247.849672, 48527.063123
2249.706734, 48527.063123
2267.147071, 48527.063123
2293.383003, 48527.063123
2298.411724, 48527.063123
2302.830061, 48527.063123
2307.076341, 48527.063123
2308.451861, 48527.063123
2308.915100, 48527.063123
2309.369191, 48527.063123
2313.608570, 48527.063123
2324.418374, 48527.063123
2325.934085, 48527.063123
2326.690411, 48527.063123
2327.151878, 48527.063123
2327.404815, 48527.063123
2327.494735, 48527.063123
2327.496117, 48527.063123
2327.496453, 48527.063123
2327.496475, 48527.063123
