Ground Roll distance, Vertical Forces
 347.614580, 629643.318237
 356.185595, 629643.318237
 416.157218, 629643.318237
 428.050267, 629643.318237
 439.909846, 629643.318237
 451.736077, 629643.318237
 463.529081, 629643.318237
 465.883705, 629643.318237
 466.100999, 629643.318237
 466.111317, 629643.318237
 466.120299, 629643.318237
 466.121990, 629643.318237
 466.122951, 629643.318237
 466.123831, 629643.318237
 466.132626, 629643.318237
 466.220570, 629643.318237
 467.099798, 629643.318237
 475.870135, 629643.318237
 533.510716, 629643.318237
 589.287516, 629643.318237
 643.129559, 629643.318237
 694.965767, 629643.318237
 744.725247, 629643.318237
 792.337589, 629643.318237
 837.733188, 629643.318237
 880.843583, 629643.318237
 921.601801, 629643.318237
 959.942720, 629643.318237
 995.803439, 629643.318237
1029.123642, 629643.318237
1059.845976, 629643.318237
1087.916411, 629643.318237
1113.284601, 629643.318237
1135.904225, 629643.318237
1155.733311, 629643.318237
1172.734540, 629643.318237
1186.875517, 629643.318237
1198.129015, 629643.318237
1206.473181, 629643.318237
1211.891706, 629643.318237
1214.373949, 629643.318237
1214.548012, 629643.318237
