Mach, Climb Angle
   0.470525,   -0.100203
   0.473651,   -0.160001
   0.476777,   -0.219600
   0.479903,   -0.279318
   0.483029,   -0.339384
   0.486155,   -0.399799
   0.489281,   -0.460562
   0.492407,   -0.456654
   0.495533,   -0.438877
   0.498659,   -0.418252
   0.501785,   -0.397246
   0.504911,   -0.375897
   0.508037,   -0.354379
   0.511163,   -0.333684
   0.514289,   -0.312790
   0.517415,   -0.291737
   0.520541,   -0.271959
   0.523667,   -0.253306
   0.526793,   -0.234425
   0.529919,   -0.215291
   0.533045,   -0.196179
   0.536171,   -0.180397
   0.539297,   -0.164493
   0.542423,   -0.148473
   0.545549,   -0.132661
   0.548675,   -0.116727
   0.551801,   -0.101836
   0.554927,   -0.089784
   0.558053,   -0.077634
   0.561179,   -0.065569
   0.564305,   -0.053530
   0.567431,   -0.041393
   0.570557,   -0.029157
   0.573683,   -0.016823
   0.576809,   -0.008525
   0.579935,   -0.000700
   0.583061,    0.007195
   0.586187,    0.015160
   0.589313,    0.023194
   0.592439,    0.031299
   0.595565,    0.040387
   0.598691,    0.049851
   0.601817,    0.058060
   0.604943,    0.062700
   0.608069,    0.067383
   0.611195,    0.072385
   0.614321,    0.077995
   0.617447,    0.083649
   0.620573,    0.089347
   0.623699,    0.095089
   0.626825,    0.100875
   0.629951,    0.106722
   0.633077,    0.111042
   0.636203,    0.112647
   0.639329,    0.114275
   0.642455,    0.115926
   0.645581,    0.117502
   0.648707,    0.118997
   0.651833,    0.120515
   0.654959,    0.122055
   0.658085,    0.123618
   0.661211,    0.125210
   0.664337,    0.126927
   0.667463,    0.128667
   0.670589,    0.127118
   0.673715,    0.124631
   0.676842,    0.122146
   0.679968,    0.119890
   0.683094,    0.117763
   0.686220,    0.115639
   0.689346,    0.113517
   0.692472,    0.111399
   0.695598,    0.109342
   0.698724,    0.107498
   0.701850,    0.105656
   0.704976,    0.103816
   0.708102,    0.101973
   0.711228,    0.100126
   0.714354,    0.094859
   0.717480,    0.089299
   0.720606,    0.083697
   0.723732,    0.078045
   0.726858,    0.072331
   0.729984,    0.066668
   0.733110,    0.061122
   0.736236,    0.055471
   0.739362,    0.049697
   0.742488,    0.043778
   0.745614,    0.037692
   0.748740,    0.031492
   0.751866,    0.025074
   0.754992,    0.018403
   0.758118,    0.011443
   0.761244,    0.004159
   0.764370,   -0.003470
   0.767496,   -0.014933
   0.770622,   -0.027125
   0.773748,   -0.039840
   0.776874,   -0.053133
   0.780000,   -0.067010
