Mach, Efficiency
   0.234489,   13.955080
   0.236362,   14.027589
   0.238236,   14.097763
   0.240110,   14.165853
   0.241984,   14.228119
   0.243858,   14.288498
   0.245732,   14.345750
   0.247606,   14.398459
   0.249479,   14.449889
   0.251353,   14.495535
   0.253227,   14.539766
   0.255101,   14.579642
   0.256975,   14.616935
   0.258849,   14.650818
   0.260723,   14.681512
   0.262596,   14.709218
   0.264470,   14.733729
   0.266344,   14.755116
   0.268218,   14.773930
   0.270092,   14.788897
   0.271966,   14.802568
   0.273840,   14.811055
   0.275713,   14.819610
   0.277587,   14.822180
   0.279461,   14.824180
   0.281335,   14.822953
   0.283209,   14.818428
   0.285083,   14.813876
   0.286956,   14.803150
   0.288830,   14.792108
   0.290704,   14.779209
   0.292578,   14.761785
   0.294452,   14.744291
   0.296326,   14.723853
   0.298200,   14.700110
   0.300073,   14.676294
   0.301947,   14.649477
   0.303821,   14.619591
   0.305695,   14.589643
   0.307569,   14.557670
   0.309443,   14.521871
   0.311317,   14.486031
   0.313190,   14.450152
   0.315064,   14.408729
   0.316938,   14.367280
   0.318812,   14.325826
   0.320686,   14.282043
   0.322560,   14.235302
   0.324434,   14.188596
   0.326307,   14.141928
   0.328181,   14.092055
   0.330055,   14.040446
   0.331929,   13.988924
   0.333803,   13.937489
   0.335677,   13.883362
   0.337550,   13.827354
   0.339424,   13.771487
   0.341298,   13.715764
   0.343172,   13.659185
   0.345046,   13.599262
   0.346920,   13.539541
   0.348794,   13.480022
   0.350667,   13.420709
   0.352541,   13.359374
   0.354415,   13.296291
   0.356289,   13.233472
   0.358163,   13.170916
   0.360037,   13.108626
   0.361911,   13.044831
   0.363784,   12.979193
   0.365658,   12.913878
   0.367532,   12.848888
   0.369406,   12.784220
   0.371280,   12.719877
   0.373154,   12.652480
   0.375028,   12.585248
   0.376901,   12.518395
   0.378775,   12.451921
   0.380649,   12.385824
   0.382523,   12.320105
   0.384397,   12.251729
   0.386271,   12.183547
   0.388145,   12.115793
   0.390018,   12.048466
   0.391892,   11.981564
   0.393766,   11.915086
   0.395640,   11.848047
   0.397514,   11.779490
   0.399388,   11.711404
   0.401261,   11.643786
   0.403135,   11.576634
   0.405009,   11.509943
   0.406883,   11.443713
   0.408757,   11.377798
   0.410631,   11.309874
   0.412505,   11.242451
   0.414378,   11.175525
   0.416252,   11.109093
   0.418126,   11.043153
   0.420000,   10.977699
