CL_e, CD_e
   0.161680,   -0.348733
   0.160946,   -0.274500
   0.160228,   -0.200290
   0.159540,   -0.126098
   0.158901,   -0.051919
   0.158326,    0.022253
   0.157836,    0.096421
   0.157449,    0.170591
   0.157178,    0.244767
   0.157049,    0.319945
   0.157071,    0.393201
   0.157278,    0.466477
   0.157665,    0.539779
   0.158252,    0.613110
   0.159095,    0.686474
   0.160671,    0.759878
   0.162321,    0.833324
