CL_e, CD_e
   0.161680,   -0.355987
   0.160946,   -0.280265
   0.160228,   -0.204559
   0.159540,   -0.128865
   0.158901,   -0.053180
   0.158326,    0.022500
   0.157836,    0.098179
   0.157449,    0.173860
   0.157170,    0.249548
   0.157031,    0.326256
   0.157041,    0.401003
   0.157225,    0.475767
   0.157583,    0.550552
   0.158138,    0.625361
   0.158893,    0.700200
   0.159909,    0.775070
   0.161339,    0.849977
   0.163573,    0.924922
