Mach, Rate of Climb
   0.300841,    5.256492
   0.303863,    5.366618
   0.306885,    5.461512
   0.309906,    5.519689
   0.312928,    5.591547
   0.315950,    5.645347
   0.318972,    5.696982
   0.321994,    5.749194
   0.325015,    5.787921
   0.328037,    5.825076
   0.331059,    5.862412
   0.334081,    5.895331
   0.337103,    5.919950
   0.340124,    5.944436
   0.343146,    5.968799
   0.346168,    5.993105
   0.349190,    6.014690
   0.352212,    6.036041
   0.355233,    6.057166
   0.358255,    6.078073
   0.361277,    6.090586
   0.364299,    6.101829
   0.367321,    6.112648
   0.370343,    6.123047
   0.373364,    6.133033
   0.376386,    6.133933
   0.379408,    6.134115
   0.382430,    6.142396
   0.385452,    6.150205
   0.388473,    6.157548
   0.391495,    6.161517
   0.394517,    6.159173
   0.397539,    6.156172
   0.400561,    6.152517
   0.403582,    6.148211
   0.406604,    6.143255
   0.409626,    6.137653
   0.412648,    6.120714
   0.415670,    6.106752
   0.418691,    6.095204
   0.421713,    6.082871
   0.424735,    6.069756
   0.427757,    6.055857
   0.430779,    6.041177
   0.433801,    6.020328
   0.436822,    5.989067
   0.439844,    5.956713
   0.442866,    5.923265
   0.445888,    5.888720
   0.448910,    5.854713
   0.451931,    5.825831
   0.454953,    5.795952
   0.457975,    5.765076
   0.460997,    5.727418
   0.464019,    5.681389
   0.467040,    5.634100
   0.470062,    5.585549
   0.473084,    5.535731
   0.476106,    5.484643
   0.479128,    5.432283
   0.482149,    5.378646
   0.485171,    5.325036
   0.488193,    5.270491
   0.491215,    5.214681
   0.494237,    5.147536
   0.497258,    5.073195
   0.500280,    4.997287
   0.503302,    4.919807
   0.506324,    4.840750
   0.509346,    4.760110
   0.512368,    4.677883
   0.515389,    4.594063
   0.518411,    4.508651
   0.521433,    4.421642
   0.524455,    4.333026
   0.527477,    4.242796
   0.530498,    4.150949
   0.533520,    4.055189
   0.536542,    3.945187
   0.539564,    3.833300
   0.542586,    3.719522
   0.545607,    3.603844
   0.548629,    3.486262
   0.551651,    3.366768
   0.554673,    3.246787
   0.557695,    3.124933
   0.560716,    3.001163
   0.563738,    2.875472
   0.566760,    2.747853
   0.569782,    2.618300
   0.572804,    2.486805
   0.575826,    2.353362
   0.578847,    2.217965
   0.581869,    2.080608
   0.584891,    1.941283
   0.587913,    1.790583
   0.590935,    1.633314
   0.593956,    1.473836
   0.596978,    1.312142
   0.600000,    1.148224
