Ground distance, Load Factor
   0.000000,    0.000000
   1.855531,    0.002319
   7.385609,    0.009140
  16.535086,    0.020258
  29.248359,    0.035469
  45.469417,    0.054571
  65.141892,    0.077362
  88.209100,    0.103644
 114.614104,    0.133221
 144.299754,    0.165899
 177.208735,    0.201488
 213.283630,    0.239801
 252.466987,    0.280655
 294.701407,    0.323872
 339.929664,    0.369280
 388.094774,    0.416712
 439.140110,    0.466006
 493.009403,    0.517007
 549.646767,    0.569561
 576.706917,    0.594300
 637.296842,    0.844909
 676.680347,    1.009233
 715.305342,    1.174293
 748.193701,    1.216384
 815.500997,    1.278910
 884.055824,    1.314420
 900.128167,    1.320183
 968.279523,    1.335633
1037.564603,    1.122430
1106.849082,    1.041376
1176.133051,    1.014609
1245.416646,    1.006681
1314.700084,    1.004125
1383.983792,    1.004281
1453.267559,    1.003045
1522.551392,    1.003173
1591.835313,    1.003295
1661.119341,    1.003411
1730.403491,    1.003523
1731.464140,    1.003504
1773.107388,    0.999996
1842.391432,    0.998630
1911.675527,    0.998596
1980.959732,    0.997196
2050.244049,    0.997153
2119.528504,    0.997660
2188.813103,    0.998416
2258.097857,    0.998371
2327.382760,    0.998325
2355.171330,    0.997766
2424.456004,    0.958459
2493.740210,    0.947607
2563.024241,    0.943419
2632.308560,    0.943296
2701.593298,    0.981713
2770.878483,    0.993526
2840.163980,    0.996254
2909.449687,    0.997707
2978.735565,    0.997858
3048.021578,    0.998013
3117.307719,    0.998168
3186.593993,    0.998323
3255.880406,    0.998479
3325.166948,    0.998634
3394.453597,    0.998788
3463.740387,    0.998943
3533.027288,    0.997794
3602.314350,    0.997949
3671.601569,    0.998104
3740.888922,    0.998258
3810.176416,    0.998412
3879.464055,    0.998566
3948.751807,    0.998719
4018.039672,    0.998872
4087.327643,    0.998423
4156.615784,    0.997888
4225.904070,    0.998040
4295.192513,    0.998192
4364.481114,    0.998345
4433.769866,    0.998497
4503.058760,    0.998649
4572.347771,    0.998800
4641.636907,    0.998951
4710.926195,    0.997824
4780.215640,    0.997975
4849.505230,    0.998125
4918.794975,    0.998277
4988.084872,    0.998428
5057.374899,    0.998578
5126.665061,    0.998729
5195.955385,    0.998880
5265.245839,    0.998843
5334.536460,    0.997914
5403.827271,    0.998065
5473.118239,    0.998215
5542.409357,    0.998365
5611.700640,    0.998515
5680.992095,    0.998665
5750.283683,    0.998814
5819.575386,    0.998962
5888.867197,    0.997854
5958.159138,    0.998001
6027.451160,    0.998130
6096.743050,    0.996974
6166.034832,    0.995807
6235.326735,    0.995891
6304.618767,    0.995977
6373.910935,    0.996066
6443.203239,    0.996156
6512.495666,    0.996249
6581.788198,    0.996343
6651.080848,    0.996440
6720.373632,    0.996539
6789.666544,    0.996640
6858.959574,    0.996743
6928.252740,    0.996849
6997.546028,    0.996798
7066.839445,    0.995836
7136.133025,    0.995949
7205.426744,    0.996063
7274.720591,    0.996180
7344.014556,    0.996298
7413.308633,    0.996418
7482.602829,    0.996541
7551.897161,    0.996666
7621.191632,    0.996794
7690.486236,    0.996923
7759.780968,    0.997054
7829.075822,    0.995973
7898.370797,    0.996108
7967.665903,    0.996245
8000.000000,    0.996957
