alpha body, CLh_e
 -10.000000,   -0.310157
  -9.000000,   -0.284570
  -8.000000,   -0.259646
  -7.000000,   -0.235388
  -6.000000,   -0.211795
  -5.000000,   -0.188810
  -4.000000,   -0.166459
  -3.000000,   -0.144776
  -2.000000,   -0.121934
  -1.000000,   -0.101221
   0.000000,   -0.081166
   1.000000,   -0.061724
   2.000000,   -0.042930
   3.000000,   -0.024807
   4.000000,   -0.007356
   5.000000,    0.009421
   6.000000,    0.025580
   7.000000,    0.041109
   8.000000,    0.055988
   9.000000,    0.070202
  10.000000,    0.083756
  11.000000,    0.096680
  12.000000,    0.109431
  13.000000,    0.122923
  14.000000,    0.137900
