alpha body, CLh_e
 -10.000000,   -0.337537
  -9.000000,   -0.307634
  -8.000000,   -0.278541
  -7.000000,   -0.250254
  -6.000000,   -0.222773
  -5.000000,   -0.196023
  -4.000000,   -0.170034
  -3.000000,   -0.144846
  -2.000000,   -0.118616
  -1.000000,   -0.094654
   0.000000,   -0.071474
   1.000000,   -0.049020
   2.000000,   -0.027333
   3.000000,   -0.006439
   4.000000,    0.013663
   5.000000,    0.032969
   6.000000,    0.051551
   7.000000,    0.069394
   8.000000,    0.086474
   9.000000,    0.102775
  10.000000,    0.118302
  11.000000,    0.133087
  12.000000,    0.147491
  13.000000,    0.162269
  14.000000,    0.178123
  15.000000,    0.195556
  16.000000,    0.214700
