Ground distance, CL
   0.000000,    1.945000
   0.000000,    1.945000
   0.000013,    1.945000
   0.000185,    1.945000
   0.000960,    1.945000
   0.003473,    1.945000
   0.007888,    1.945000
   0.014086,    1.945000
   0.022090,    1.945000
   0.031882,    1.945000
   0.043462,    1.945000
   0.056939,    1.945000
   0.072169,    1.945000
   0.089372,    1.945000
   0.108383,    1.945000
   0.129312,    1.945000
   0.152123,    1.945000
   0.177003,    1.945000
   0.203753,    1.945000
   0.232757,    1.945000
   0.263416,    1.945000
   0.296564,    1.945000
   0.331852,    1.945000
   0.368917,    1.945000
   0.408431,    1.945000
   0.450140,    1.945000
   0.493879,    1.945000
   0.540400,    1.945000
   0.588918,    1.945000
   0.639882,    1.945000
   0.692380,    1.945000
   0.748572,    1.945000
   0.806879,    1.945000
   0.867819,    1.945000
   0.931382,    1.945000
   0.997929,    1.945000
   1.067443,    1.945000
   1.139611,    1.945000
   1.214086,    1.945000
   1.291697,    1.945000
   1.371962,    1.945000
   1.455536,    1.945000
   1.542044,    1.945000
   1.632040,    1.945000
   1.724898,    1.945000
   1.820666,    1.945000
   1.919903,    1.945000
   2.022600,    1.945000
   2.129004,    1.945000
   2.238352,    1.945000
   2.351169,    1.945000
   2.467481,    1.945000
   2.587318,    1.945000
   2.710234,    1.945000
   2.836849,    1.945000
   2.965880,    1.945000
   3.100999,    1.945000
   3.238637,    1.945000
   3.380496,    1.945000
   3.409622,    1.945000
   3.413752,    1.945000
   3.416676,    1.945000
   3.419462,    1.945000
   3.421742,    1.945000
   3.422642,    1.945000
   3.423170,    1.945000
   3.423410,    1.945000
   3.423631,    1.945000
   3.425062,    1.945000
   3.431889,    1.945000
   3.455659,    1.945000
   3.535259,    1.945000
   3.677743,    1.945000
   3.831676,    1.945000
   3.989336,    1.945000
   4.152508,    1.945000
   4.319483,    1.945000
   4.490280,    1.945000
   4.667382,    1.945000
   4.847822,    1.945000
   5.031764,    1.945000
   5.222658,    1.945000
   5.414445,    1.945000
   5.611013,    1.945000
   5.812987,    1.945000
   6.019539,    1.945000
   6.233644,    1.945000
   6.450589,    1.945000
   6.672599,    1.945000
   6.898450,    1.945000
   7.130063,    1.945000
   7.367499,    1.945000
   7.610674,    1.945000
   7.860534,    1.945000
   8.113208,    1.945000
   8.374728,    1.945000
   8.637049,    1.945000
   8.904622,    1.945000
   9.180520,    1.945000
   9.461691,    1.945000
   9.748372,    1.945000
  10.041541,    1.945000
  10.339377,    1.945000
  10.642461,    1.945000
  10.954481,    1.945000
  11.269084,    1.945000
  11.593444,    1.945000
  11.917375,    1.945000
  12.250750,    1.945000
  12.591009,    1.945000
  12.940559,    1.945000
  13.293221,    1.945000
  13.652537,    1.945000
  13.725309,    1.945000
  13.782807,    1.945000
  13.834450,    1.945000
  13.865858,    1.945000
  13.893149,    1.945000
  13.897458,    1.945000
  13.897944,    1.945000
  13.898387,    1.945000
  13.902066,    1.945000
  13.923302,    1.945000
  14.002578,    1.945000
  14.212878,    1.945000
  14.560782,    1.945000
  14.945222,    1.945000
  15.332221,    1.945000
  15.725707,    1.945000
  16.125608,    1.945000
  16.532975,    1.945000
  16.944566,    1.945000
  17.367265,    1.945000
  17.793343,    1.945000
  18.230955,    1.945000
  18.677288,    1.945000
  19.126277,    1.945000
  19.585843,    1.945000
  20.047543,    1.945000
  20.522352,    1.945000
  21.005549,    1.945000
  21.493794,    1.945000
  21.989691,    1.945000
  22.490149,    1.945000
  22.997520,    1.945000
  23.510628,    1.945000
  24.033405,    1.945000
  24.563199,    1.945000
  25.100787,    1.945000
  25.647250,    1.945000
  26.203650,    1.945000
  26.767434,    1.945000
  27.338972,    1.945000
  27.918795,    1.945000
  28.505807,    1.945000
  29.098557,    1.945000
  29.701413,    1.945000
  30.310085,    1.945000
  30.931115,    1.945000
  31.555492,    1.945000
  31.681857,    1.945000
  31.756265,    1.945000
  31.759898,    1.945000
  31.762747,    1.945000
  31.764219,    1.945000
  31.765114,    1.945000
  31.766128,    1.945000
  31.774740,    1.945000
  31.829762,    1.945000
  32.037726,    1.945000
  32.663300,    1.945000
  33.311870,    1.945000
  33.973181,    1.945000
  34.639097,    1.945000
  35.316776,    1.945000
  36.003497,    1.945000
  36.695130,    1.945000
  37.399847,    1.945000
  38.112520,    1.945000
  38.834862,    1.945000
  39.563561,    1.945000
  40.301055,    1.945000
  41.049366,    1.945000
  41.805141,    1.945000
  42.571198,    1.945000
  43.347323,    1.945000
  44.126062,    1.945000
  44.923179,    1.945000
  45.727900,    1.945000
  46.538604,    1.945000
  47.362738,    1.945000
  48.195851,    1.945000
  49.033950,    1.945000
  49.885412,    1.945000
  50.743334,    1.945000
  51.619116,    1.945000
  52.497378,    1.945000
  53.383763,    1.945000
  54.279552,    1.945000
  55.190130,    1.945000
  56.109780,    1.945000
  57.039509,    1.945000
  57.226251,    1.945000
  57.359588,    1.945000
  57.376932,    1.945000
  57.392742,    1.945000
  57.407941,    1.945000
  57.412691,    1.945000
  57.415846,    1.945000
  57.417755,    1.945000
  57.418490,    1.945000
  57.419234,    1.945000
  57.425277,    1.945000
  57.460153,    1.945000
  57.612412,    1.945000
  58.128145,    1.945000
  59.150323,    1.945000
  60.112864,    1.945000
  61.088288,    1.945000
  62.072207,    1.945000
