CD, CL
   0.065060,    1.162510
   0.063190,    1.252726
   0.061761,    1.342878
   0.060758,    1.432973
   0.060215,    1.523014
   0.060112,    1.613001
   0.060477,    1.702937
   0.061307,    1.792824
   0.062612,    1.882663
   0.064410,    1.972456
   0.066695,    2.062206
   0.069494,    2.152147
   0.072818,    2.242393
   0.076681,    2.332698
   0.081092,    2.423066
   0.086052,    2.513556
   0.091607,    2.604599
   0.097811,    2.696833
   0.104740,    2.790852
   0.112504,    2.887182
   0.121185,    2.986036
   0.130784,    3.086429
   0.140625,    3.183234
   0.150558,    3.277014
   0.160186,    3.361398
   0.169054,    3.430971
   0.176780,    3.482539
   0.183076,    3.515131
   0.187774,    3.529995
   0.190866,    3.530600
