CD, CL
   0.067342,    1.114968
   0.065472,    1.205184
   0.064043,    1.295336
   0.063040,    1.385431
   0.062497,    1.475472
   0.062394,    1.565459
   0.062759,    1.655395
   0.063589,    1.745282
   0.064894,    1.835121
   0.066692,    1.924914
   0.068976,    2.014664
   0.071776,    2.104605
   0.075100,    2.194851
   0.078963,    2.285156
   0.083374,    2.375524
   0.088334,    2.466014
   0.093889,    2.557057
   0.100093,    2.649291
   0.107022,    2.743310
   0.114786,    2.839640
   0.123467,    2.938494
   0.133066,    3.038887
   0.142907,    3.135692
   0.152840,    3.229472
   0.162468,    3.313856
   0.171336,    3.383429
   0.179062,    3.434997
   0.185358,    3.467588
   0.190056,    3.482453
   0.193148,    3.483058
