CD, CL
   0.066087,    1.152193
   0.064217,    1.242408
   0.062788,    1.332560
   0.061784,    1.422656
   0.061242,    1.512696
   0.061139,    1.602684
   0.061504,    1.692620
   0.062334,    1.782506
   0.063639,    1.872345
   0.065437,    1.962139
   0.067721,    2.051888
   0.070521,    2.141830
   0.073844,    2.232075
   0.077708,    2.322381
   0.082118,    2.412749
   0.087079,    2.503239
   0.092634,    2.594281
   0.098838,    2.686516
   0.105767,    2.780534
   0.113531,    2.876865
   0.122211,    2.975718
   0.131811,    3.076111
   0.141652,    3.172916
   0.151585,    3.266697
   0.161212,    3.351081
   0.170080,    3.420653
   0.177806,    3.472221
   0.184103,    3.504813
   0.188801,    3.519677
   0.191892,    3.520283
