CD, CL
   0.063359,    1.399572
   0.061489,    1.489787
   0.060060,    1.579939
   0.059057,    1.670035
   0.058514,    1.760075
   0.058411,    1.850062
   0.058776,    1.939998
   0.059606,    2.029885
   0.060911,    2.119724
   0.062709,    2.209517
   0.064993,    2.299267
   0.067793,    2.389208
   0.071117,    2.479454
   0.074980,    2.569760
   0.079391,    2.660127
   0.084351,    2.750617
   0.089906,    2.841660
   0.096110,    2.933894
   0.103039,    3.027913
   0.110803,    3.124243
   0.119484,    3.223097
   0.129083,    3.323490
   0.138924,    3.420295
   0.148857,    3.514075
   0.158484,    3.598459
   0.167353,    3.668032
   0.175078,    3.719600
   0.181375,    3.752192
   0.186073,    3.767056
   0.189165,    3.767662
