CD, CL
   0.063353,    1.277060
   0.061483,    1.367275
   0.060054,    1.457427
   0.059051,    1.547523
   0.058508,    1.637563
   0.058405,    1.727551
   0.058770,    1.817487
   0.059600,    1.907373
   0.060905,    1.997212
   0.062703,    2.087006
   0.064988,    2.176755
   0.067787,    2.266696
   0.071111,    2.356942
   0.074974,    2.447248
   0.079385,    2.537616
   0.084345,    2.628106
   0.089900,    2.719148
   0.096104,    2.811383
   0.103033,    2.905401
   0.110797,    3.001732
   0.119478,    3.100585
   0.129077,    3.200978
   0.138918,    3.297783
   0.148851,    3.391564
   0.158479,    3.475948
   0.167347,    3.545520
   0.175073,    3.597088
   0.181369,    3.629680
   0.186067,    3.644544
   0.189159,    3.645150
