V (EAS), 
   0.000000,    1.000000
  97.999684,    1.956227
 134.318422,    2.310605
   0.000000,    1.000000
 134.318422,    2.310605
 167.898027,    1.786922
   0.000000,    1.000000
 167.898027,    1.786922
 167.898027,    0.213078
   0.000000,    1.000000
 167.898027,    0.213078
 134.318422,   -0.310605
   0.000000,    1.000000
 134.318422,   -0.310605
 134.318422,   -0.310605
  75.910229,    0.043773
   0.000000,    1.000000
