V (EAS), 
  61.980442,    0.000000
  61.980442,    1.000000
  65.982580,    1.133311
  69.984718,    1.274961
  73.986856,    1.424950
  77.988994,    1.583278
  81.991132,    1.749945
  85.993270,    1.924950
  89.995408,    2.108295
  93.997546,    2.299978
  97.999684,    2.500000
 134.318422,    2.500000
 167.898027,    2.500000
 167.898027,    0.000000
 134.318422,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,   -1.000000
  75.910229,    0.000000
