alpha body, Neutral Point
 -10.000000,    0.340185
  -9.090909,    0.343642
  -8.181818,    0.350271
  -7.272727,    0.359206
  -6.363636,    0.361766
  -5.454545,    0.363720
  -4.545455,    0.373922
  -3.636364,    0.383738
  -2.727273,    0.359604
  -1.818182,    0.401094
  -0.909091,    0.475594
  -0.000000,    0.483478
   0.909091,    0.490675
   1.818182,    0.497283
   2.727273,    0.503790
   3.636364,    0.509607
   4.545455,    0.514184
   5.454545,    0.517969
