Ground distance, Load Factor
   0.000000,    0.000000
   0.000001,    0.000000
   0.000006,    0.000000
   0.000051,    0.000000
   0.000254,    0.000000
   0.000937,    0.000001
   0.003594,    0.000003
   0.008770,    0.000008
   0.016215,    0.000016
   0.025986,    0.000025
   0.038053,    0.000037
   0.052396,    0.000050
   0.069115,    0.000066
   0.088096,    0.000085
   0.109545,    0.000105
   0.133445,    0.000128
   0.159844,    0.000153
   0.188742,    0.000181
   0.220179,    0.000211
   0.254154,    0.000244
   0.290762,    0.000279
   0.329834,    0.000316
   0.371933,    0.000356
   0.416730,    0.000399
   0.464133,    0.000445
   0.514632,    0.000493
   0.568012,    0.000544
   0.623767,    0.000597
   0.683393,    0.000654
   0.746091,    0.000714
   0.811495,    0.000777
   0.879944,    0.000842
   0.952973,    0.000912
   1.028661,    0.000984
   1.108195,    0.001060
   1.190503,    0.001138
   1.276329,    0.001220
   1.366302,    0.001305
   1.460383,    0.001395
   1.557910,    0.001488
   1.658864,    0.001584
   1.765569,    0.001685
   1.876077,    0.001791
   1.991080,    0.001900
   2.108697,    0.002012
   2.232114,    0.002129
   2.358495,    0.002249
   2.491456,    0.002375
   2.627207,    0.002504
   2.766419,    0.002636
   2.910997,    0.002773
   3.061458,    0.002916
   3.214194,    0.003060
   3.373591,    0.003211
   3.537116,    0.003366
   3.707854,    0.003528
   3.881891,    0.003692
   4.060893,    0.003862
   4.246787,    0.004037
   4.436942,    0.004217
   4.635771,    0.004405
   4.839095,    0.004597
   5.046944,    0.004793
   5.262260,    0.004996
   5.479624,    0.005201
   5.704145,    0.005413
   5.932675,    0.005628
   6.172206,    0.005854
   6.417668,    0.006085
   6.664659,    0.006317
   6.919177,    0.006557
   7.182286,    0.006804
   7.451337,    0.007057
   7.728786,    0.007318
   8.011867,    0.007583
   8.300203,    0.007854
   8.595273,    0.008131
   8.898197,    0.008415
   9.208447,    0.008706
   9.524740,    0.009002
   9.847117,    0.009304
  10.178260,    0.009614
  10.517285,    0.009931
  10.863781,    0.010255
  11.215388,    0.010584
  11.577699,    0.010922
  11.947059,    0.011267
  12.323083,    0.011618
  12.706533,    0.011975
  13.101735,    0.012344
  13.498441,    0.012714
  13.905442,    0.013093
  14.322436,    0.013481
  14.746977,    0.013876
  15.179755,    0.014278
  15.615931,    0.014684
  16.065427,    0.015101
  16.521679,    0.015525
  16.989674,    0.015959
  17.467086,    0.016402
  17.948124,    0.016848
  18.442233,    0.017305
  18.943653,    0.017770
  19.455403,    0.018243
  19.971291,    0.018721
  20.503197,    0.019212
  21.039939,    0.019708
  21.591975,    0.020218
  22.154661,    0.020737
  22.722075,    0.021260
  23.294581,    0.021788
  23.879363,    0.022327
  24.470105,    0.022871
  25.080064,    0.023432
  25.104614,    0.023455
  25.110192,    0.023460
  25.111427,    0.023461
  25.113175,    0.023463
  25.113784,    0.023463
  25.114962,    0.023464
  25.115436,    0.023465
  25.115489,    0.023465
  25.115536,    0.023465
  25.116007,    0.023465
  25.120721,    0.023469
  25.146034,    0.023493
  25.240975,    0.023580
  25.544938,    0.023860
  26.122884,    0.024391
  26.701027,    0.024922
  27.285207,    0.025458
  27.878682,    0.026002
  28.479559,    0.026553
  29.087489,    0.027110
  29.709576,    0.027679
  30.339197,    0.028255
  30.977515,    0.028838
  31.624560,    0.029429
  32.281037,    0.030028
  32.946776,    0.030636
  33.624452,    0.031253
  34.313136,    0.031880
  35.009054,    0.032514
  35.708189,    0.033149
  36.418015,    0.033794
  37.136818,    0.034447
  37.867779,    0.035110
  38.610465,    0.035784
  39.366949,    0.036469
  40.124054,    0.037154
  40.893463,    0.037850
  41.674081,    0.038556
  42.464088,    0.039269
  43.263317,    0.039991
  44.070501,    0.040718
  44.886655,    0.041454
  45.715278,    0.042200
  46.555057,    0.042955
  47.404370,    0.043719
  48.265463,    0.044492
  49.125549,    0.045264
  50.002292,    0.046051
  50.891462,    0.046847
  51.789845,    0.047652
  52.700389,    0.048466
  53.620266,    0.049289
  54.548014,    0.050117
  55.488294,    0.050956
  56.438610,    0.051804
  57.408434,    0.052668
  58.385766,    0.053538
  59.370371,    0.054413
  60.365913,    0.055298
  61.379289,    0.056198
  62.389213,    0.057094
  63.423505,    0.058011
  64.463035,    0.058931
  65.513995,    0.059861
  66.577116,    0.060801
  67.651149,    0.061750
  68.734516,    0.062706
  69.826554,    0.063669
  70.926902,    0.064639
  72.041160,    0.065620
  73.167900,    0.066611
  74.306773,    0.067611
  75.467376,    0.068630
  76.633843,    0.069653
  77.809141,    0.070683
  78.997253,    0.071724
  80.197519,    0.072774
  81.410899,    0.073834
  82.633034,    0.074901
  83.870672,    0.075981
  85.116192,    0.077066
  86.373469,    0.078161
  87.642578,    0.079265
  88.921294,    0.080377
  90.211860,    0.081497
  91.522913,    0.082635
  92.844013,    0.083779
  94.177813,    0.084934
  95.524629,    0.086099
  96.890774,    0.087280
  98.258511,    0.088461
  99.637602,    0.089650
 101.033815,    0.090853
 102.439374,    0.092063
 103.861289,    0.093286
 104.147219,    0.093532
 104.341094,    0.093699
 104.495880,    0.093832
 104.518932,    0.093851
 104.524426,    0.093856
 104.526123,    0.093858
 104.526910,    0.093858
 104.527083,    0.093859
 104.527264,    0.093859
 104.529071,    0.093860
 104.545335,    0.093874
 104.639691,    0.093955
 104.976903,    0.094245
 106.129664,    0.095235
 107.448863,    0.096366
 108.782020,    0.097508
 110.126774,    0.098659
 111.485587,    0.099820
 112.857579,    0.100991
 114.232498,    0.102164
 115.627087,    0.103352
 117.025299,    0.104542
 118.429538,    0.105735
 119.849673,    0.106941
 121.280854,    0.108155
 122.724636,    0.109378
 124.175236,    0.110605
 125.645137,    0.111847
 127.123819,    0.113095
 128.606536,    0.114346
 130.101253,    0.115604
 131.612673,    0.116876
 133.134895,    0.118155
 134.662743,    0.119437
 136.203744,    0.120729
 137.761978,    0.122034
 139.327242,    0.123343
 140.902608,    0.124659
 142.494729,    0.125987
 144.099947,    0.127325
 145.710691,    0.128665
 147.333012,    0.130014
 148.962100,    0.131367
 150.611414,    0.132735
 152.268878,    0.134108
 153.933457,    0.135485
 155.615091,    0.136874
 157.310570,    0.138274
 159.024199,    0.139686
 160.742691,    0.141101
 162.471318,    0.142523
 164.211370,    0.143952
 165.965139,    0.145390
 167.730713,    0.146837
 169.504136,    0.148288
 171.289475,    0.149747
 173.092475,    0.151218
 174.905755,    0.152696
 176.736613,    0.154187
 178.577433,    0.155684
 180.426186,    0.157185
 182.292552,    0.158699
 184.168049,    0.160218
 186.052534,    0.161743
 187.953189,    0.163278
 189.864605,    0.164820
 191.788346,    0.166371
 193.723244,    0.167928
 195.670670,    0.169493
 197.631588,    0.171067
 199.600492,    0.172646
 201.578585,    0.174230
 203.575679,    0.175827
 205.591905,    0.177437
 207.624545,    0.179058
 209.671944,    0.180688
 211.722398,    0.182319
 213.780715,    0.183954
 215.852799,    0.185598
 217.930789,    0.187244
 220.026908,    0.188902
 222.141208,    0.190573
 224.269987,    0.192253
 226.407867,    0.193937
 228.556658,    0.195628
 230.718107,    0.197327
 232.896905,    0.199036
 235.094814,    0.200759
 237.303170,    0.202487
 239.512888,    0.204214
 241.745851,    0.205957
 243.989033,    0.207705
 246.242947,    0.209459
 246.696259,    0.209812
 248.417686,    0.211150
 248.435820,    0.211164
 248.441007,    0.211168
 248.449399,    0.211174
 248.452117,    0.211177
 248.457552,    0.211181
 248.458257,    0.211181
 248.458628,    0.211182
 248.458984,    0.211182
 248.459308,    0.211182
 248.462550,    0.211185
 248.494704,    0.211210
 248.719489,    0.211384
 249.725066,    0.212165
 251.719700,    0.213711
 253.779585,    0.215306
 255.845816,    0.216903
 257.926492,    0.218509
 260.018203,    0.220121
 262.117889,    0.221737
 264.225392,    0.223356
 266.347479,    0.224983
 268.479330,    0.226616
 270.619404,    0.228252
 272.778841,    0.229900
 274.941400,    0.231549
 277.112158,    0.233200
 279.296599,    0.234860
 281.490633,    0.236524
 283.701626,    0.238199
 285.922600,    0.239878
 288.150724,    0.241560
 290.393710,    0.243251
 292.643781,    0.244944
 294.906961,    0.246644
