Ground Distance, Emission CO2
   0.000000,    0.105453
   0.016710,  105.454130
   0.183425,  210.918981
   0.368636,  316.385149
   0.553847,  421.851317
   0.739059,  527.317484
   0.924270,  632.783652
   1.109481,  738.249820
   1.294692,  843.715987
   1.479903,  949.182155
   1.665114, 1054.648322
   1.850325, 1160.114490
   2.302802, 1265.586901
   2.788649, 1371.060093
   3.274497, 1476.533284
   3.760344, 1582.006475
   4.246191, 1687.479666
   4.732039, 1792.952857
   5.217886, 1898.426048
   5.703734, 2003.899239
   6.189581, 2109.372430
   6.675428, 2214.845621
   7.425528, 2320.307070
   8.208622, 2425.767052
   8.991715, 2531.227034
   9.774809, 2636.687017
  10.557903, 2742.146999
  11.340997, 2847.606982
  12.124090, 2953.066964
  12.907184, 3058.526946
  13.690278, 3163.986929
  14.473372, 3269.446911
  15.517622, 3374.877786
  16.594479, 3480.305026
  17.671337, 3585.732267
  18.748195, 3691.159507
  19.825052, 3796.586748
  20.901910, 3902.013988
  21.978768, 4007.441229
  23.055626, 4112.868469
  24.132483, 4218.295710
  25.209341, 4323.722950
  26.544182, 4429.104353
  27.911234, 4534.480033
  29.278286, 4639.855713
  30.645338, 4745.231393
  32.012390, 4850.607072
  33.379442, 4955.982752
  34.746494, 5061.358432
  36.113546, 5166.734112
  37.480599, 5272.109791
  38.847651, 5377.485471
  40.469440, 5482.806717
  42.123036, 5588.121166
  43.776632, 5693.435615
  45.430228, 5798.750064
  47.083824, 5904.064512
  48.737419, 6009.378961
  50.391015, 6114.693410
  52.044611, 6220.007859
  53.698207, 6325.322308
  55.351803, 6430.636757
  57.256362, 6536.039040
  59.192256, 6641.452289
  61.128151, 6746.865538
  63.064045, 6852.278787
  64.999939, 6957.692036
  66.935834, 7063.105286
  68.871728, 7168.518535
  70.807622, 7273.931784
  72.743516, 7379.345033
  74.679411, 7484.758283
  76.861703, 7590.262239
  79.074761, 7695.777520
  81.287818, 7801.292802
  83.500876, 7906.808083
  85.713933, 8012.323365
  87.926991, 8117.838646
  90.140048, 8223.353928
  92.353106, 8328.869209
  94.566163, 8434.384491
  96.779221, 8539.899772
  99.234050, 8645.464640
 101.719067, 8751.035698
 104.204085, 8856.606757
 106.689102, 8962.177816
 109.174119, 9067.748875
 111.659136, 9173.319934
 114.144153, 9278.890992
 116.629171, 9384.462051
 119.114188, 9490.033110
 121.599205, 9595.604169
 124.321358, 9701.185934
 127.073121, 9806.769037
 129.824883, 9912.352139
 132.576645, 10017.935241
 135.328408, 10123.518344
 138.080170, 10229.101446
 140.831932, 10334.684549
 143.583695, 10440.267651
 146.335457, 10545.850753
 149.087219, 10651.433856
 152.071478, 10756.990989
 155.084766, 10862.544880
 158.098055, 10968.098771
 161.111343, 11073.652662
 164.124631, 11179.206553
 167.137919, 11284.760444
 170.151207, 11390.314335
 173.164496, 11495.868226
 176.177784, 11601.422117
 179.191072, 11706.976007
 182.432219, 11812.469415
 185.701815, 11917.955270
 188.971412, 12023.441126
 192.241008, 12128.926981
 195.510605, 12234.412837
 198.780201, 12339.898692
 202.049798, 12445.384547
 205.319395, 12550.870403
 208.588991, 12656.356258
 211.858588, 12761.842114
 215.351186, 12867.396052
 218.871628, 12972.958491
 222.392070, 13078.520930
 225.912512, 13184.083370
 229.432954, 13289.645809
 232.953396, 13395.208248
 236.473838, 13500.770687
 239.994280, 13606.333127
 243.514722, 13711.895566
 247.035164, 13817.458005
 250.772826, 13923.199713
 254.537610, 14028.963805
 258.302394, 14134.727896
 262.067178, 14240.491988
 265.831961, 14346.256079
 269.596745, 14452.020171
 273.361529, 14557.784262
 277.126313, 14663.548354
 280.891097, 14769.312445
 284.655881, 14875.076537
 288.631919, 14980.940662
 292.634333, 15086.817277
 296.636748, 15192.693892
 300.639163, 15298.570507
 304.641578, 15404.447122
 308.643992, 15510.323737
 312.646407, 15616.200352
 316.648822, 15722.076967
 320.651237, 15827.953582
 324.653651, 15933.830197
 328.861444, 16039.733058
 333.094881, 16145.639196
 337.328317, 16251.545334
 341.561754, 16357.451472
 345.795190, 16463.357610
 350.028627, 16569.263748
 354.262063, 16675.169886
 358.495499, 16781.076024
 362.728936, 16886.982162
 366.962372, 16992.888300
 371.395406, 17098.752870
 375.853361, 17204.612249
 380.311315, 17310.471628
 384.769270, 17416.331007
 389.227225, 17522.190386
 393.685180, 17628.049766
 398.143135, 17733.909145
 402.601090, 17839.768524
 407.059045, 17945.627903
 411.517000, 18051.487282
 416.168868, 18157.242955
 420.844948, 18262.985680
 425.521028, 18368.728404
 430.197108, 18474.471129
 434.873188, 18580.213853
 439.549268, 18685.956578
 444.225348, 18791.699302
 448.901428, 18897.442027
 453.577508, 19003.184751
 458.253588, 19108.927476
 463.117997, 19214.509743
 468.005921, 19320.071977
 472.893845, 19425.634210
 477.781769, 19531.196443
 482.669693, 19636.758676
 487.557617, 19742.320909
 492.445541, 19847.883143
 497.333465, 19953.445376
 502.221389, 20059.007609
 507.109313, 20164.569842
 512.180087, 20269.974380
 517.273692, 20375.359228
 522.367297, 20480.744077
 527.460902, 20586.128925
 532.554506, 20691.513773
 537.648111, 20796.898621
 542.741716, 20902.283469
 547.835321, 21007.668317
 552.928925, 21113.053166
 558.022530, 21218.438014
 563.293639, 21323.970789
 568.586911, 21429.522034
 573.880184, 21535.073279
 579.173456, 21640.624524
 584.466728, 21746.175769
 589.760000, 21851.727014
 595.053272, 21957.278259
 600.346545, 22062.829504
 605.639817, 22168.380749
 610.933089, 22273.931994
 616.398659, 22379.641397
 621.885743, 22485.370547
 627.372827, 22591.099697
 632.859910, 22696.828847
 638.346994, 22802.557997
 643.834078, 22908.287147
 649.321161, 23014.016297
 654.808245, 23119.745448
 660.295328, 23225.474598
 665.782412, 23331.203748
 671.431279, 23437.023478
 677.100346, 23542.854518
 682.769414, 23648.685558
 688.438481, 23754.516598
 694.107548, 23860.347638
 699.776615, 23966.178678
 705.445682, 24072.009718
 711.114750, 24177.840758
 716.783817, 24283.671797
 719.337716, 24331.348391
 725.131192, 24437.211832
 730.987301, 24543.080853
 736.843409, 24648.949875
 742.699518, 24754.818896
 748.555627, 24860.687918
 754.411735, 24966.556939
 760.267844, 25072.425961
 766.123952, 25178.294982
 771.980061, 25284.164004
 777.836170, 25390.033025
 783.750336, 25495.894060
 789.777456, 25601.739556
 795.804575, 25707.585052
 801.831695, 25813.430548
 807.858815, 25919.276044
 813.885934, 26025.121540
 819.913054, 26130.967035
 825.940173, 26236.812531
 831.967293, 26342.658027
 837.994413, 26448.503523
 844.075505, 26554.324547
 850.261604, 26660.097960
 856.447703, 26765.871373
 862.633801, 26871.644785
 868.819900, 26977.418198
 875.005999, 27083.191611
 881.192097, 27188.965024
 887.378196, 27294.738437
 893.564295, 27400.511849
 899.750393, 27506.285262
 903.836329, 27576.148891
 910.146858, 27681.831330
 916.457386, 27787.513768
 922.767915, 27893.196207
 929.078444, 27998.878646
 935.388973, 28104.561084
 941.699502, 28210.243523
 948.010031, 28315.925961
 954.320560, 28421.608400
 960.631089, 28527.290839
 966.941618, 28632.973277
 973.292781, 28738.613348
 979.643945, 28844.253419
 985.995108, 28949.893490
 992.346272, 29055.533561
 998.697435, 29161.173632
1005.055072, 29266.799161
1011.412710, 29372.424690
1017.770347, 29478.050219
1024.127984, 29583.675749
1030.485621, 29689.301278
1036.836308, 29794.922417
1043.186996, 29900.543557
1049.537683, 30006.164696
1055.888370, 30111.785835
