Speed(TAS), Altitude
 120.935244,    0.000000
 121.517795,  328.083990
 122.104463,  656.167979
 122.695285,  984.251969
 123.290299, 1312.335958
 123.889546, 1640.419948
 124.493066, 1968.503937
 125.100897, 2296.587927
 125.713082, 2624.671916
 126.329660, 2952.755906
 126.950675, 3280.839895
 127.576168, 3608.923885
 128.206181, 3937.007874
 128.840759, 4265.091864
 129.479944, 4593.175853
 130.123780, 4921.259843
 130.772314, 5249.343832
 131.425589, 5577.427822
 132.083651, 5905.511811
 132.746548, 6233.595801
 133.414325, 6561.679790
 134.087031, 6889.763780
 134.764713, 7217.847769
 135.447420, 7545.931759
 136.135201, 7874.015748
 136.828106, 8202.099738
 137.526186, 8530.183727
 138.229492, 8858.267717
 138.938075, 9186.351706
 139.651987, 9514.435696
 140.371282, 9842.519685
 141.096013, 10170.603675
 141.826235, 10498.687664
 142.562002, 10826.771654
 143.303370, 11154.855643
 144.050395, 11482.939633
 144.803135, 11811.023622
 145.561648, 12139.107612
 146.325991, 12467.191601
 147.096224, 12795.275591
 147.872407, 13123.359580
 148.654600, 13451.443570
 149.442866, 13779.527559
 150.237266, 14107.611549
 151.037864, 14435.695538
 151.844723, 14763.779528
 152.657909, 15091.863517
 153.477486, 15419.947507
 154.303521, 15748.031496
 155.136082, 16076.115486
 155.975236, 16404.199475
 156.821053, 16732.283465
 157.673602, 17060.367454
 158.532954, 17388.451444
 159.399181, 17716.535433
 160.272356, 18044.619423
 161.152553, 18372.703412
 162.039845, 18700.787402
 162.934309, 19028.871391
 163.836021, 19356.955381
 164.745059, 19685.039370
 165.661501, 20013.123360
 166.585428, 20341.207349
 167.516919, 20669.291339
 168.456058, 20997.375328
 169.402926, 21325.459318
 170.357608, 21653.543307
 171.320189, 21981.627297
 172.290756, 22309.711286
 173.269396, 22637.795276
 174.256197, 22965.879265
 175.251251, 23293.963255
 176.254647, 23622.047244
 177.266479, 23950.131234
 178.286841, 24278.215223
 179.315827, 24606.299213
 180.353533, 24934.383202
 181.400058, 25262.467192
 182.455500, 25590.551181
 183.519960, 25918.635171
 184.593540, 26246.719160
 185.676342, 26574.803150
 186.768473, 26902.887139
 187.870037, 27230.971129
 188.981144, 27559.055118
 190.101901, 27887.139108
 191.232420, 28215.223097
 194.779750, 28543.307087
 199.111621, 28871.391076
 204.215985, 29199.475066
 279.631275, 29527.559055
 283.651852, 29199.475066
 286.929747, 28871.391076
 289.853723, 28543.307087
 292.417443, 28215.223097
 294.614640, 27887.139108
 296.846160, 27559.055118
 298.702716, 27230.971129
 300.589125, 26902.887139
 302.092297, 26574.803150
 303.206246, 26246.719160
 304.758305, 25918.635171
 305.916912, 25590.551181
 306.676213, 25262.467192
 307.874933, 24934.383202
 308.670257, 24606.299213
 309.482419, 24278.215223
 310.311267, 23950.131234
 311.156649, 23622.047244
 312.018416, 23293.963255
 312.463171, 22965.879265
 312.920419, 22637.795276
 313.826887, 22309.711286
 314.310561, 21981.627297
 314.806378, 21653.543307
 314.872073, 21325.459318
 315.390094, 20997.375328
 315.919939, 20669.291339
 316.014111, 20341.207349
 316.565560, 20013.123360
 316.677689, 19685.039370
 316.797811, 19356.955381
 316.471599, 19028.871391
 316.605789, 18700.787402
 316.747755, 18372.703412
 316.897426, 18044.619423
 316.593749, 17716.535433
 316.756951, 17388.451444
 316.927652, 17060.367454
 316.639839, 16732.283465
 316.823692, 16404.199475
 316.545632, 16076.115486
 316.271560, 15748.031496
 316.473885, 15419.947507
 316.209266, 15091.863517
 315.948498, 14763.779528
 315.691541, 14435.695538
 315.438352, 14107.611549
 315.188891, 13779.527559
 314.943118, 13451.443570
 314.700994, 13123.359580
 314.462479, 12795.275591
 314.227534, 12467.191601
 313.996123, 12139.107612
 313.768207, 11811.023622
 313.543748, 11482.939633
 313.322712, 11154.855643
 313.105060, 10826.771654
 312.890758, 10498.687664
 312.182426, 10170.603675
 311.973219, 9842.519685
 311.767264, 9514.435696
 311.062704, 9186.351706
 310.861670, 8858.267717
 310.159018, 8530.183727
 309.962797, 8202.099738
 309.261971, 7874.015748
 309.070457, 7545.931759
 308.881984, 7217.847769
 308.184467, 6889.763780
 308.000542, 6561.679790
 307.304649, 6233.595801
 307.125172, 5905.511811
 306.430827, 5577.427822
 306.255703, 5249.343832
 305.562833, 4921.259843
 304.869972, 4593.175853
 304.177109, 4265.091864
 304.009015, 3937.007874
 303.317497, 3608.923885
 302.625936, 3280.839895
 301.934320, 2952.755906
 301.242637, 2624.671916
 300.550878, 2296.587927
 299.859031, 1968.503937
 299.701467, 1640.419948
 299.010761, 1312.335958
 298.319930,  984.251969
 297.628964,  656.167979
 296.937852,  328.083990
 296.787668,    0.000000
