Ground Roll distance, Vertical Forces
 342.875462, 509962.471305
 351.122651, 509962.471305
 408.399326, 509962.471305
 419.736961, 509962.471305
 431.035803, 509962.471305
 442.296036, 509962.471305
 453.517847, 509962.471305
 454.284660, 509962.471305
 454.882991, 509962.471305
 455.390662, 509962.471305
 455.668094, 509962.471305
 455.856152, 509962.471305
 455.925362, 509962.471305
 455.936397, 509962.471305
 455.946511, 509962.471305
 456.047646, 509962.471305
 457.058805, 509962.471305
 467.151183, 509962.471305
 512.071400, 509962.471305
 556.525401, 509962.471305
 598.497443, 509962.471305
 619.034983, 509962.471305
 627.549836, 509962.471305
 635.773287, 509962.471305
 671.009171, 509962.471305
 705.020495, 509962.471305
 736.413633, 509962.471305
 765.147727, 509962.471305
 791.272058, 509962.471305
 814.863633, 509962.471305
 836.021284, 509962.471305
 854.860526, 509962.471305
 871.507464, 509962.471305
 879.145475, 509962.471305
 880.223386, 509962.471305
 881.384872, 509962.471305
 892.494787, 509962.471305
 896.269228, 509962.471305
 898.583588, 509962.471305
 899.440374, 509962.471305
 900.340181, 509962.471305
 908.878252, 509962.471305
 912.595470, 509962.471305
 914.870227, 509962.471305
 917.217043, 509962.471305
 917.875171, 509962.471305
 918.448014, 509962.471305
 918.962206, 509962.471305
 923.821852, 509962.471305
 931.239160, 509962.471305
 933.522393, 509962.471305
 934.978413, 509962.471305
 936.232957, 509962.471305
 936.681559, 509962.471305
 936.874147, 509962.471305
 937.505951, 509962.471305
 938.043933, 509962.471305
 941.518958, 509962.471305
 942.038493, 509962.471305
 942.253283, 509962.471305
 942.401175, 509962.471305
 942.500476, 509962.471305
 942.559038, 509962.471305
 942.583379, 509962.471305
 942.584820, 509962.471305
 942.584928, 509962.471305
 942.584940, 509962.471305
