Mach, Climb Angle
   0.235008,    2.891206
   0.238695,    2.941229
   0.242381,    2.942911
   0.246068,    2.935974
   0.249755,    2.922205
   0.253442,    2.901358
   0.257129,    2.874929
   0.260815,    2.845140
   0.264502,    2.808621
   0.268189,    2.772531
   0.271876,    2.729096
   0.275563,    2.684532
   0.279249,    2.640201
   0.282936,    2.595633
   0.286623,    2.551269
   0.290310,    2.507108
   0.293996,    2.456275
   0.297683,    2.405450
   0.301370,    2.354740
   0.305057,    2.301110
   0.308744,    2.244186
   0.312430,    2.187298
   0.316117,    2.135368
   0.319804,    2.080872
   0.323491,    2.021637
   0.327178,    1.962339
   0.330864,    1.902976
   0.334551,    1.843549
   0.338238,    1.776653
   0.341925,    1.707110
   0.345612,    1.637393
   0.349298,    1.571177
   0.352985,    1.507850
   0.356672,    1.442893
   0.360359,    1.371042
   0.364045,    1.298932
   0.367732,    1.226562
   0.371419,    1.153933
   0.375106,    1.081044
   0.378793,    1.007895
   0.382479,    0.931537
   0.386166,    0.852173
   0.389853,    0.772460
   0.393540,    0.692395
   0.397227,    0.611980
   0.400913,    0.531215
   0.404600,    0.450098
   0.408287,    0.368631
   0.411974,    0.286739
   0.415661,    0.196580
   0.419347,    0.107729
   0.423034,    0.018454
   0.426721,   -0.071246
   0.430408,   -0.161370
   0.434094,   -0.251919
   0.437781,   -0.342892
   0.441468,   -0.434292
   0.445155,   -0.526116
   0.448842,   -0.618367
   0.452528,   -0.711985
   0.456215,   -0.812951
   0.459902,   -0.914406
   0.463589,   -1.016350
   0.467276,   -1.118783
   0.470962,   -1.221706
   0.474649,   -1.325118
   0.478336,   -1.429022
   0.482023,   -1.533416
   0.485710,   -1.638068
   0.489396,   -1.742970
   0.493083,   -1.848365
   0.496770,   -1.954253
   0.500457,   -2.060633
   0.504143,   -2.167507
   0.507830,   -2.275763
   0.511517,   -2.390514
   0.515204,   -2.505812
   0.518891,   -2.621535
   0.522577,   -2.737405
   0.526264,   -2.853822
   0.529951,   -2.970789
   0.533638,   -3.088305
   0.537325,   -3.206371
   0.541011,   -3.324988
   0.544698,   -3.444157
   0.548385,   -3.563879
   0.552072,   -3.684153
   0.555759,   -3.804807
   0.559445,   -3.926009
   0.563132,   -4.047767
   0.566819,   -4.170081
   0.570506,   -4.292952
   0.574192,   -4.416381
   0.577879,   -4.540369
   0.581566,   -4.664916
   0.585253,   -4.790023
   0.588940,   -4.915530
   0.592626,   -5.045425
   0.596313,   -5.176959
   0.600000,   -5.309090
