Fuel used, Altitude
   0.000000,    0.000000
  39.130098,   10.668000
2434.045556, 10668.000000
5477.271126, 10668.000000
5532.373167,  457.200000
5801.810202, 4572.000000
6447.358952, 4572.000000
6462.681541,  457.200000
6573.587253,  457.200000
6573.285504,   15.240000
6573.285504,    0.000000
