CL_e, delta_e_eq
   0.789513,   -6.526457
   0.873112,   -7.155027
   0.956869,   -7.765252
   1.040786,   -8.359134
   1.124865,   -8.975924
   1.209224,   -9.563001
   1.293621,  -10.142017
   1.378186,  -10.701642
   1.462920,  -11.241895
   1.547825,  -11.785635
   1.632904,  -12.406089
   1.718156,  -13.028547
   1.803585,  -13.665142
   1.889192,  -14.288742
   1.974739,  -14.898656
   2.055445,  -16.678978
   2.123894,  -22.064649
   2.175200,  -24.503814
   2.207211,  -25.000000
