alpha_w, Cl
   0.000000,    0.205285
   0.005025,    0.203482
   0.010050,    0.202305
   0.015075,    0.201085
   0.020101,    0.199822
   0.025126,    0.198513
   0.030151,    0.197158
   0.035176,    0.195756
   0.040201,    0.194307
   0.045226,    0.192809
   0.050251,    0.191263
   0.055276,    0.189667
   0.060302,    0.188022
   0.065327,    0.186327
   0.070352,    0.184581
   0.075377,    0.182785
   0.080402,    0.180938
   0.085427,    0.179039
   0.090452,    0.177089
   0.095477,    0.175086
   0.100503,    0.173032
   0.105528,    0.170925
   0.110553,    0.168766
   0.115578,    0.166553
   0.120603,    0.164287
   0.125628,    0.161968
   0.130653,    0.159595
   0.135678,    0.157168
   0.140704,    0.154686
   0.145729,    0.152150
   0.150754,    0.149559
   0.155779,    0.146912
   0.160804,    0.144210
   0.165829,    0.141452
   0.170854,    0.138638
   0.175879,    0.135768
   0.180905,    0.132840
   0.185930,    0.129855
   0.190955,    0.126813
   0.195980,    0.123713
   0.201005,    0.120554
   0.206030,    0.117336
   0.211055,    0.114059
   0.216080,    0.110723
   0.221106,    0.107326
   0.226131,    0.103869
   0.231156,    0.100351
   0.236181,    0.096772
   0.241206,    0.093130
   0.246231,    0.089427
   0.251256,    0.085660
   0.256281,    0.081829
   0.261307,    0.077935
   0.266332,    0.073976
   0.271357,    0.069953
   0.276382,    0.065863
   0.281407,    0.061707
   0.286432,    0.057485
   0.291457,    0.053196
   0.296482,    0.048828
   0.301508,    0.044039
   0.306533,    0.038406
   0.311558,    0.032690
   0.316583,    0.026914
   0.321608,    0.021078
   0.326633,    0.015180
   0.331658,    0.009222
   0.336683,    0.003201
   0.341709,   -0.002881
   0.346734,   -0.009026
   0.351759,   -0.015233
   0.356784,   -0.021503
   0.361809,   -0.027837
   0.366834,   -0.034234
   0.371859,   -0.040695
   0.376884,   -0.047220
   0.381910,   -0.053810
   0.386935,   -0.060465
   0.391960,   -0.067185
   0.396985,   -0.073971
   0.402010,   -0.080823
   0.407035,   -0.087742
   0.412060,   -0.094727
   0.417085,   -0.101779
   0.422111,   -0.108898
   0.427136,   -0.116086
   0.432161,   -0.123342
   0.437186,   -0.130666
   0.442211,   -0.138059
   0.447236,   -0.145522
   0.452261,   -0.153055
   0.457286,   -0.160658
   0.462312,   -0.168331
   0.467337,   -0.176076
   0.472362,   -0.183892
   0.477387,   -0.191779
   0.482412,   -0.199740
   0.487437,   -0.207773
   0.492462,   -0.215878
   0.497487,   -0.224058
   0.502513,   -0.232311
   0.507538,   -0.240639
   0.512563,   -0.249042
   0.517588,   -0.257520
   0.522613,   -0.266073
   0.527638,   -0.274702
   0.532663,   -0.283408
   0.537688,   -0.292190
   0.542714,   -0.301050
   0.547739,   -0.309987
   0.552764,   -0.319002
   0.557789,   -0.328095
   0.562814,   -0.337266
   0.567839,   -0.346517
   0.572864,   -0.355846
   0.577889,   -0.365255
   0.582915,   -0.374743
   0.587940,   -0.384311
   0.592965,   -0.393959
   0.597990,   -0.403687
   0.603015,   -0.413496
   0.608040,   -0.423385
   0.613065,   -0.433354
   0.618090,   -0.443404
   0.623116,   -0.453534
   0.628141,   -0.463744
   0.633166,   -0.474035
   0.638191,   -0.484405
   0.643216,   -0.494855
   0.648241,   -0.505384
   0.653266,   -0.515991
   0.658291,   -0.526677
   0.663317,   -0.537440
   0.668342,   -0.548280
   0.673367,   -0.559196
   0.678392,   -0.570187
   0.683417,   -0.581252
   0.688442,   -0.592389
   0.693467,   -0.603597
   0.698492,   -0.614875
   0.703518,   -0.626220
   0.708543,   -0.637630
   0.713568,   -0.649104
   0.718593,   -0.660639
   0.723618,   -0.672232
   0.728643,   -0.683879
   0.733668,   -0.695578
   0.738693,   -0.707325
   0.743719,   -0.719115
   0.748744,   -0.730945
   0.753769,   -0.742808
   0.758794,   -0.754700
   0.763819,   -0.766614
   0.768844,   -0.778544
   0.773869,   -0.790482
   0.778894,   -0.802421
   0.783920,   -0.814350
   0.788945,   -0.826262
   0.793970,   -0.838144
   0.798995,   -0.849985
   0.804020,   -0.861772
   0.809045,   -0.873492
   0.814070,   -0.885127
   0.819095,   -0.896660
   0.824121,   -0.908074
   0.829146,   -0.919345
   0.834171,   -0.930452
   0.839196,   -0.941368
   0.844221,   -0.952066
   0.849246,   -0.962512
   0.854271,   -0.972673
   0.859296,   -0.982510
   0.864322,   -0.991978
   0.869347,   -1.001031
   0.874372,   -1.009613
   0.879397,   -1.017665
   0.884422,   -1.025119
   0.889447,   -1.031899
   0.894472,   -1.037919
   0.899497,   -1.043082
   0.904523,   -1.047279
   0.909548,   -1.050382
   0.914573,   -1.052250
   0.919598,   -1.052717
   0.924623,   -1.051592
   0.929648,   -1.048654
   0.934673,   -1.043642
   0.939698,   -1.036250
   0.944724,   -1.026110
   0.949749,   -1.012779
   0.954774,   -0.995713
   0.959799,   -0.974232
   0.964824,   -0.947465
   0.969849,   -0.914262
   0.974874,   -0.873040
   0.979899,   -0.821489
   0.984925,   -0.755945
   0.989950,   -0.669749
   0.994975,   -0.547315
   1.000000,    0.000000
