alpha_w, Cl
   0.000000,    0.227341
   0.005025,    0.225426
   0.010050,    0.224176
   0.015075,    0.222881
   0.020101,    0.221539
   0.025126,    0.220149
   0.030151,    0.218711
   0.035176,    0.217222
   0.040201,    0.215683
   0.045226,    0.214093
   0.050251,    0.212451
   0.055276,    0.210757
   0.060302,    0.209010
   0.065327,    0.207210
   0.070352,    0.205357
   0.075377,    0.203449
   0.080402,    0.201488
   0.085427,    0.199472
   0.090452,    0.197402
   0.095477,    0.195276
   0.100503,    0.193095
   0.105528,    0.190858
   0.110553,    0.188566
   0.115578,    0.186217
   0.120603,    0.183811
   0.125628,    0.181349
   0.130653,    0.178830
   0.135678,    0.176253
   0.140704,    0.173619
   0.145729,    0.170926
   0.150754,    0.168175
   0.155779,    0.165366
   0.160804,    0.162497
   0.165829,    0.159570
   0.170854,    0.156582
   0.175879,    0.153535
   0.180905,    0.150427
   0.185930,    0.147258
   0.190955,    0.144028
   0.195980,    0.140737
   0.201005,    0.137384
   0.206030,    0.133968
   0.211055,    0.130489
   0.216080,    0.126947
   0.221106,    0.123342
   0.226131,    0.119672
   0.231156,    0.115937
   0.236181,    0.112137
   0.241206,    0.108271
   0.246231,    0.104339
   0.251256,    0.100340
   0.256281,    0.096274
   0.261307,    0.092139
   0.266332,    0.087937
   0.271357,    0.083665
   0.276382,    0.079323
   0.281407,    0.074911
   0.286432,    0.070429
   0.291457,    0.065875
   0.296482,    0.061238
   0.301508,    0.056154
   0.306533,    0.050173
   0.311558,    0.044104
   0.316583,    0.037971
   0.321608,    0.031773
   0.326633,    0.025511
   0.331658,    0.019183
   0.336683,    0.012790
   0.341709,    0.006331
   0.346734,   -0.000195
   0.351759,   -0.006788
   0.356784,   -0.013447
   0.361809,   -0.020175
   0.366834,   -0.026970
   0.371859,   -0.033833
   0.376884,   -0.040765
   0.381910,   -0.047766
   0.386935,   -0.054837
   0.391960,   -0.061977
   0.396985,   -0.069187
   0.402010,   -0.076468
   0.407035,   -0.083820
   0.412060,   -0.091243
   0.417085,   -0.098738
   0.422111,   -0.106305
   0.427136,   -0.113945
   0.432161,   -0.121658
   0.437186,   -0.129444
   0.442211,   -0.137304
   0.447236,   -0.145239
   0.452261,   -0.153248
   0.457286,   -0.161332
   0.462312,   -0.169493
   0.467337,   -0.177729
   0.472362,   -0.186041
   0.477387,   -0.194431
   0.482412,   -0.202898
   0.487437,   -0.211443
   0.492462,   -0.220067
   0.497487,   -0.228769
   0.502513,   -0.237551
   0.507538,   -0.246412
   0.512563,   -0.255353
   0.517588,   -0.264376
   0.522613,   -0.273479
   0.527638,   -0.282663
   0.532663,   -0.291930
   0.537688,   -0.301279
   0.542714,   -0.310711
   0.547739,   -0.320226
   0.552764,   -0.329824
   0.557789,   -0.339507
   0.562814,   -0.349274
   0.567839,   -0.359125
   0.572864,   -0.369061
   0.577889,   -0.379083
   0.582915,   -0.389190
   0.587940,   -0.399383
   0.592965,   -0.409662
   0.597990,   -0.420027
   0.603015,   -0.430478
   0.608040,   -0.441016
   0.613065,   -0.451640
   0.618090,   -0.462351
   0.623116,   -0.473148
   0.628141,   -0.484032
   0.633166,   -0.495001
   0.638191,   -0.506057
   0.643216,   -0.517198
   0.648241,   -0.528425
   0.653266,   -0.539737
   0.658291,   -0.551132
   0.663317,   -0.562611
   0.668342,   -0.574173
   0.673367,   -0.585817
   0.678392,   -0.597542
   0.683417,   -0.609346
   0.688442,   -0.621228
   0.693467,   -0.633188
   0.698492,   -0.645222
   0.703518,   -0.657329
   0.708543,   -0.669507
   0.713568,   -0.681754
   0.718593,   -0.694066
   0.723618,   -0.706442
   0.728643,   -0.718877
   0.733668,   -0.731368
   0.738693,   -0.743911
   0.743719,   -0.756501
   0.748744,   -0.769135
   0.753769,   -0.781806
   0.758794,   -0.794508
   0.763819,   -0.807235
   0.768844,   -0.819980
   0.773869,   -0.832735
   0.778894,   -0.845492
   0.783920,   -0.858241
   0.788945,   -0.870971
   0.793970,   -0.883671
   0.798995,   -0.896329
   0.804020,   -0.908930
   0.809045,   -0.921459
   0.814070,   -0.933901
   0.819095,   -0.946235
   0.824121,   -0.958442
   0.829146,   -0.970499
   0.834171,   -0.982382
   0.839196,   -0.994062
   0.844221,   -1.005510
   0.849246,   -1.016691
   0.854271,   -1.027569
   0.859296,   -1.038101
   0.864322,   -1.048242
   0.869347,   -1.057940
   0.874372,   -1.067137
   0.879397,   -1.075769
   0.884422,   -1.083764
   0.889447,   -1.091040
   0.894472,   -1.097506
   0.899497,   -1.103058
   0.904523,   -1.107578
   0.909548,   -1.110933
   0.914573,   -1.112968
   0.919598,   -1.113509
   0.924623,   -1.112351
   0.929648,   -1.109256
   0.934673,   -1.103948
   0.939698,   -1.096098
   0.944724,   -1.085313
   0.949749,   -1.071121
   0.954774,   -1.052940
   0.959799,   -1.030043
   0.964824,   -1.001500
   0.969849,   -0.966082
   0.974874,   -0.922097
   0.979899,   -0.867078
   0.984925,   -0.797110
   0.989950,   -0.705081
   0.994975,   -0.574341
   1.000000,    0.000000
