alpha_w, Cl
   0.000000,    0.161174
   0.005025,    0.159594
   0.010050,    0.158563
   0.015075,    0.157495
   0.020101,    0.156388
   0.025126,    0.155241
   0.030151,    0.154054
   0.035176,    0.152825
   0.040201,    0.151555
   0.045226,    0.150242
   0.050251,    0.148887
   0.055276,    0.147488
   0.060302,    0.146046
   0.065327,    0.144561
   0.070352,    0.143030
   0.075377,    0.141456
   0.080402,    0.139836
   0.085427,    0.138172
   0.090452,    0.136462
   0.095477,    0.134707
   0.100503,    0.132906
   0.105528,    0.131059
   0.110553,    0.129166
   0.115578,    0.127226
   0.120603,    0.125239
   0.125628,    0.123206
   0.130653,    0.121125
   0.135678,    0.118997
   0.140704,    0.116821
   0.145729,    0.114598
   0.150754,    0.112326
   0.155779,    0.110005
   0.160804,    0.107636
   0.165829,    0.105218
   0.170854,    0.102751
   0.175879,    0.100234
   0.180905,    0.097667
   0.185930,    0.095050
   0.190955,    0.092382
   0.195980,    0.089664
   0.201005,    0.086894
   0.206030,    0.084073
   0.211055,    0.081200
   0.216080,    0.078274
   0.221106,    0.075296
   0.226131,    0.072265
   0.231156,    0.069181
   0.236181,    0.066042
   0.241206,    0.062849
   0.246231,    0.059602
   0.251256,    0.056299
   0.256281,    0.052941
   0.261307,    0.049527
   0.266332,    0.046056
   0.271357,    0.042528
   0.276382,    0.038943
   0.281407,    0.035300
   0.286432,    0.031598
   0.291457,    0.027837
   0.296482,    0.024008
   0.301508,    0.019810
   0.306533,    0.014873
   0.311558,    0.009864
   0.316583,    0.004802
   0.321608,   -0.000313
   0.326633,   -0.005481
   0.331658,   -0.010702
   0.336683,   -0.015976
   0.341709,   -0.021304
   0.346734,   -0.026687
   0.351759,   -0.032124
   0.356784,   -0.037615
   0.361809,   -0.043161
   0.366834,   -0.048762
   0.371859,   -0.054419
   0.376884,   -0.060131
   0.381910,   -0.065898
   0.386935,   -0.071722
   0.391960,   -0.077603
   0.396985,   -0.083540
   0.402010,   -0.089534
   0.407035,   -0.095585
   0.412060,   -0.101693
   0.417085,   -0.107860
   0.422111,   -0.114084
   0.427136,   -0.120367
   0.432161,   -0.126709
   0.437186,   -0.133109
   0.442211,   -0.139569
   0.447236,   -0.146089
   0.452261,   -0.152668
   0.457286,   -0.159308
   0.462312,   -0.166008
   0.467337,   -0.172770
   0.472362,   -0.179592
   0.477387,   -0.186476
   0.482412,   -0.193422
   0.487437,   -0.200431
   0.492462,   -0.207502
   0.497487,   -0.214636
   0.502513,   -0.221833
   0.507538,   -0.229094
   0.512563,   -0.236419
   0.517588,   -0.243808
   0.522613,   -0.251261
   0.527638,   -0.258780
   0.532663,   -0.266363
   0.537688,   -0.274013
   0.542714,   -0.281728
   0.547739,   -0.289509
   0.552764,   -0.297356
   0.557789,   -0.305270
   0.562814,   -0.313251
   0.567839,   -0.321299
   0.572864,   -0.329415
   0.577889,   -0.337598
   0.582915,   -0.345849
   0.587940,   -0.354167
   0.592965,   -0.362554
   0.597990,   -0.371009
   0.603015,   -0.379532
   0.608040,   -0.388123
   0.613065,   -0.396782
   0.618090,   -0.405510
   0.623116,   -0.414306
   0.628141,   -0.423169
   0.633166,   -0.432101
   0.638191,   -0.441100
   0.643216,   -0.450167
   0.648241,   -0.459301
   0.653266,   -0.468501
   0.658291,   -0.477767
   0.663317,   -0.487098
   0.668342,   -0.496495
   0.673367,   -0.505955
   0.678392,   -0.515479
   0.683417,   -0.525064
   0.688442,   -0.534711
   0.693467,   -0.544417
   0.698492,   -0.554181
   0.703518,   -0.564002
   0.708543,   -0.573877
   0.713568,   -0.583806
   0.718593,   -0.593785
   0.723618,   -0.603812
   0.728643,   -0.613884
   0.733668,   -0.623999
   0.738693,   -0.634154
   0.743719,   -0.644343
   0.748744,   -0.654565
   0.753769,   -0.664813
   0.758794,   -0.675084
   0.763819,   -0.685372
   0.768844,   -0.695672
   0.773869,   -0.705976
   0.778894,   -0.716278
   0.783920,   -0.726570
   0.788945,   -0.736844
   0.793970,   -0.747090
   0.798995,   -0.757299
   0.804020,   -0.767458
   0.809045,   -0.777556
   0.814070,   -0.787578
   0.819095,   -0.797511
   0.824121,   -0.807336
   0.829146,   -0.817037
   0.834171,   -0.826593
   0.839196,   -0.835981
   0.844221,   -0.845178
   0.849246,   -0.854155
   0.854271,   -0.862882
   0.859296,   -0.871327
   0.864322,   -0.879451
   0.869347,   -0.887212
   0.874372,   -0.894565
   0.879397,   -0.901457
   0.884422,   -0.907830
   0.889447,   -0.913618
   0.894472,   -0.918746
   0.899497,   -0.923132
   0.904523,   -0.926680
   0.909548,   -0.929282
   0.914573,   -0.930814
   0.919598,   -0.931133
   0.924623,   -0.930075
   0.929648,   -0.927449
   0.934673,   -0.923030
   0.939698,   -0.916554
   0.944724,   -0.907702
   0.949749,   -0.896094
   0.954774,   -0.881259
   0.959799,   -0.862610
   0.964824,   -0.839396
   0.969849,   -0.810624
   0.974874,   -0.774927
   0.979899,   -0.730311
   0.984925,   -0.673614
   0.989950,   -0.599084
   0.994975,   -0.493263
   1.000000,    0.000000
