alpha_w, Cl
   0.000000,    0.271453
   0.005025,    0.269313
   0.010050,    0.267918
   0.015075,    0.266472
   0.020101,    0.264973
   0.025126,    0.263422
   0.030151,    0.261815
   0.035176,    0.260153
   0.040201,    0.258435
   0.045226,    0.256660
   0.050251,    0.254826
   0.055276,    0.252935
   0.060302,    0.250985
   0.065327,    0.248976
   0.070352,    0.246907
   0.075377,    0.244778
   0.080402,    0.242589
   0.085427,    0.240339
   0.090452,    0.238028
   0.095477,    0.235656
   0.100503,    0.233221
   0.105528,    0.230725
   0.110553,    0.228166
   0.115578,    0.225544
   0.120603,    0.222859
   0.125628,    0.220111
   0.130653,    0.217300
   0.135678,    0.214424
   0.140704,    0.211483
   0.145729,    0.208478
   0.150754,    0.205408
   0.155779,    0.202273
   0.160804,    0.199071
   0.165829,    0.195804
   0.170854,    0.192470
   0.175879,    0.189069
   0.180905,    0.185600
   0.185930,    0.182064
   0.190955,    0.178459
   0.195980,    0.174786
   0.201005,    0.171043
   0.206030,    0.167231
   0.211055,    0.163349
   0.216080,    0.159396
   0.221106,    0.155372
   0.226131,    0.151276
   0.231156,    0.147108
   0.236181,    0.142866
   0.241206,    0.138552
   0.246231,    0.134163
   0.251256,    0.129700
   0.256281,    0.125162
   0.261307,    0.120548
   0.266332,    0.115857
   0.271357,    0.111089
   0.276382,    0.106243
   0.281407,    0.101319
   0.286432,    0.096316
   0.291457,    0.091234
   0.296482,    0.086058
   0.301508,    0.080383
   0.306533,    0.073706
   0.311558,    0.066930
   0.316583,    0.060083
   0.321608,    0.053164
   0.326633,    0.046172
   0.331658,    0.039106
   0.336683,    0.031967
   0.341709,    0.024754
   0.346734,    0.017466
   0.351759,    0.010103
   0.356784,    0.002664
   0.361809,   -0.004850
   0.366834,   -0.012441
   0.371859,   -0.020109
   0.376884,   -0.027855
   0.381910,   -0.035678
   0.386935,   -0.043579
   0.391960,   -0.051559
   0.396985,   -0.059619
   0.402010,   -0.067758
   0.407035,   -0.075977
   0.412060,   -0.084277
   0.417085,   -0.092657
   0.422111,   -0.101120
   0.427136,   -0.109664
   0.432161,   -0.118291
   0.437186,   -0.127001
   0.442211,   -0.135795
   0.447236,   -0.144672
   0.452261,   -0.153635
   0.457286,   -0.162682
   0.462312,   -0.171815
   0.467337,   -0.181035
   0.472362,   -0.190341
   0.477387,   -0.199734
   0.482412,   -0.209215
   0.487437,   -0.218785
   0.492462,   -0.228443
   0.497487,   -0.238191
   0.502513,   -0.248029
   0.507538,   -0.257957
   0.512563,   -0.267977
   0.517588,   -0.278087
   0.522613,   -0.288290
   0.527638,   -0.298586
   0.532663,   -0.308975
   0.537688,   -0.319457
   0.542714,   -0.330033
   0.547739,   -0.340704
   0.552764,   -0.351470
   0.557789,   -0.362331
   0.562814,   -0.373289
   0.567839,   -0.384342
   0.572864,   -0.395492
   0.577889,   -0.406740
   0.582915,   -0.418085
   0.587940,   -0.429527
   0.592965,   -0.441067
   0.597990,   -0.452706
   0.603015,   -0.464443
   0.608040,   -0.476278
   0.613065,   -0.488212
   0.618090,   -0.500245
   0.623116,   -0.512377
   0.628141,   -0.524607
   0.633166,   -0.536935
   0.638191,   -0.549362
   0.643216,   -0.561886
   0.648241,   -0.574508
   0.653266,   -0.587227
   0.658291,   -0.600042
   0.663317,   -0.612953
   0.668342,   -0.625959
   0.673367,   -0.639058
   0.678392,   -0.652250
   0.683417,   -0.665534
   0.688442,   -0.678907
   0.693467,   -0.692368
   0.698492,   -0.705916
   0.703518,   -0.719547
   0.708543,   -0.733260
   0.713568,   -0.747053
   0.718593,   -0.760921
   0.723618,   -0.774862
   0.728643,   -0.788872
   0.733668,   -0.802947
   0.738693,   -0.817082
   0.743719,   -0.831274
   0.748744,   -0.845515
   0.753769,   -0.859800
   0.758794,   -0.874124
   0.763819,   -0.888477
   0.768844,   -0.902853
   0.773869,   -0.917242
   0.778894,   -0.931635
   0.783920,   -0.946021
   0.788945,   -0.960388
   0.793970,   -0.974725
   0.798995,   -0.989015
   0.804020,   -1.003244
   0.809045,   -1.017395
   0.814070,   -1.031449
   0.819095,   -1.045385
   0.824121,   -1.059179
   0.829146,   -1.072807
   0.834171,   -1.086241
   0.839196,   -1.099449
   0.844221,   -1.112398
   0.849246,   -1.125049
   0.854271,   -1.137360
   0.859296,   -1.149284
   0.864322,   -1.160769
   0.869347,   -1.171758
   0.874372,   -1.182185
   0.879397,   -1.191977
   0.884422,   -1.201053
   0.889447,   -1.209321
   0.894472,   -1.216679
   0.899497,   -1.223008
   0.904523,   -1.228177
   0.909548,   -1.232033
   0.914573,   -1.234405
   0.919598,   -1.235093
   0.924623,   -1.233867
   0.929648,   -1.230461
   0.934673,   -1.224560
   0.939698,   -1.215794
   0.944724,   -1.203721
   0.949749,   -1.187806
   0.954774,   -1.167394
   0.959799,   -1.141666
   0.964824,   -1.109570
   0.969849,   -1.069721
   0.974874,   -1.020210
   0.979899,   -0.958256
   0.984925,   -0.879441
   0.989950,   -0.775746
   0.994975,   -0.628393
   1.000000,    0.000000
