alpha_w, Cl
   0.000000,    0.249397
   0.005025,    0.247370
   0.010050,    0.246047
   0.015075,    0.244676
   0.020101,    0.243256
   0.025126,    0.241785
   0.030151,    0.240263
   0.035176,    0.238688
   0.040201,    0.237059
   0.045226,    0.235376
   0.050251,    0.233639
   0.055276,    0.231846
   0.060302,    0.229997
   0.065327,    0.228093
   0.070352,    0.226132
   0.075377,    0.224114
   0.080402,    0.222039
   0.085427,    0.219906
   0.090452,    0.217715
   0.095477,    0.215466
   0.100503,    0.213158
   0.105528,    0.210792
   0.110553,    0.208366
   0.115578,    0.205881
   0.120603,    0.203335
   0.125628,    0.200730
   0.130653,    0.198065
   0.135678,    0.195338
   0.140704,    0.192551
   0.145729,    0.189702
   0.150754,    0.186792
   0.155779,    0.183819
   0.160804,    0.180784
   0.165829,    0.177687
   0.170854,    0.174526
   0.175879,    0.171302
   0.180905,    0.168014
   0.185930,    0.164661
   0.190955,    0.161244
   0.195980,    0.157761
   0.201005,    0.154214
   0.206030,    0.150600
   0.211055,    0.146919
   0.216080,    0.143172
   0.221106,    0.139357
   0.226131,    0.135474
   0.231156,    0.131522
   0.236181,    0.127502
   0.241206,    0.123411
   0.246231,    0.119251
   0.251256,    0.115020
   0.256281,    0.110718
   0.261307,    0.106344
   0.266332,    0.101897
   0.271357,    0.097377
   0.276382,    0.092783
   0.281407,    0.088115
   0.286432,    0.083373
   0.291457,    0.078554
   0.296482,    0.073648
   0.301508,    0.068268
   0.306533,    0.061939
   0.311558,    0.055517
   0.316583,    0.049027
   0.321608,    0.042468
   0.326633,    0.035841
   0.331658,    0.029145
   0.336683,    0.022379
   0.341709,    0.015542
   0.346734,    0.008636
   0.351759,    0.001658
   0.356784,   -0.005391
   0.361809,   -0.012512
   0.366834,   -0.019706
   0.371859,   -0.026971
   0.376884,   -0.034310
   0.381910,   -0.041722
   0.386935,   -0.049208
   0.391960,   -0.056768
   0.396985,   -0.064403
   0.402010,   -0.072113
   0.407035,   -0.079898
   0.412060,   -0.087760
   0.417085,   -0.095698
   0.422111,   -0.103713
   0.427136,   -0.111805
   0.432161,   -0.119974
   0.437186,   -0.128223
   0.442211,   -0.136550
   0.447236,   -0.144956
   0.452261,   -0.153441
   0.457286,   -0.162007
   0.462312,   -0.170654
   0.467337,   -0.179382
   0.472362,   -0.188191
   0.477387,   -0.197083
   0.482412,   -0.206057
   0.487437,   -0.215114
   0.492462,   -0.224255
   0.497487,   -0.233480
   0.502513,   -0.242790
   0.507538,   -0.252185
   0.512563,   -0.261665
   0.517588,   -0.271232
   0.522613,   -0.280885
   0.527638,   -0.290625
   0.532663,   -0.300452
   0.537688,   -0.310368
   0.542714,   -0.320372
   0.547739,   -0.330465
   0.552764,   -0.340647
   0.557789,   -0.350919
   0.562814,   -0.361281
   0.567839,   -0.371734
   0.572864,   -0.382277
   0.577889,   -0.392911
   0.582915,   -0.403637
   0.587940,   -0.414455
   0.592965,   -0.425365
   0.597990,   -0.436366
   0.603015,   -0.447461
   0.608040,   -0.458647
   0.613065,   -0.469926
   0.618090,   -0.481298
   0.623116,   -0.492762
   0.628141,   -0.504319
   0.633166,   -0.515968
   0.638191,   -0.527709
   0.643216,   -0.539542
   0.648241,   -0.551467
   0.653266,   -0.563482
   0.658291,   -0.575587
   0.663317,   -0.587782
   0.668342,   -0.600066
   0.673367,   -0.612438
   0.678392,   -0.624896
   0.683417,   -0.637440
   0.688442,   -0.650068
   0.693467,   -0.662778
   0.698492,   -0.675569
   0.703518,   -0.688438
   0.708543,   -0.701384
   0.713568,   -0.714403
   0.718593,   -0.727494
   0.723618,   -0.740652
   0.728643,   -0.753874
   0.733668,   -0.767157
   0.738693,   -0.780497
   0.743719,   -0.793888
   0.748744,   -0.807325
   0.753769,   -0.820803
   0.758794,   -0.834316
   0.763819,   -0.847856
   0.768844,   -0.861416
   0.773869,   -0.874989
   0.778894,   -0.888563
   0.783920,   -0.902131
   0.788945,   -0.915680
   0.793970,   -0.929198
   0.798995,   -0.942672
   0.804020,   -0.956087
   0.809045,   -0.969427
   0.814070,   -0.982675
   0.819095,   -0.995810
   0.824121,   -1.008811
   0.829146,   -1.021653
   0.834171,   -1.034311
   0.839196,   -1.046756
   0.844221,   -1.058954
   0.849246,   -1.070870
   0.854271,   -1.082464
   0.859296,   -1.093692
   0.864322,   -1.104506
   0.869347,   -1.114849
   0.874372,   -1.124661
   0.879397,   -1.133873
   0.884422,   -1.142408
   0.889447,   -1.150181
   0.894472,   -1.157092
   0.899497,   -1.163033
   0.904523,   -1.167877
   0.909548,   -1.171483
   0.914573,   -1.173687
   0.919598,   -1.174301
   0.924623,   -1.173109
   0.929648,   -1.169858
   0.934673,   -1.164254
   0.939698,   -1.155946
   0.944724,   -1.144517
   0.949749,   -1.129464
   0.954774,   -1.110167
   0.959799,   -1.085854
   0.964824,   -1.055535
   0.969849,   -1.017901
   0.974874,   -0.971153
   0.979899,   -0.912667
   0.984925,   -0.838276
   0.989950,   -0.740413
   0.994975,   -0.601367
   1.000000,    0.000000
