Ground Distance, Speed
   0.000000,    0.000592
   2.424499,    2.941654
   5.462439,    5.879287
  12.335103,    8.791034
  20.303261,   11.695387
  32.061821,   14.573112
  44.903214,   17.443231
  61.489474,   20.286027
  79.145559,   23.121016
 100.499837,   25.928032
 122.910607,   28.727056
 148.971565,   31.496617
 176.075300,   34.257761
 206.772706,   36.980777
 238.496744,   39.692900
 273.747500,   42.365070
 310.005761,   45.025825
 349.723209,   47.646521
 390.428869,   50.255773
 434.526052,   52.824912
 479.592116,   55.382592
 527.981991,   57.900156
 577.321403,   60.406259
 629.916947,   62.872061
 683.442695,   65.326350
 740.151275,   67.732502
 797.769120,   70.124901
 858.483816,   72.465482
 920.083213,   74.791259
 984.692662,   77.066006
1050.162017,   79.326176
1118.555985,   81.536139
1187.785451,   83.731760
1259.855508,   85.878025
1332.737058,   88.010192
1408.376635,   90.093882
1484.804119,   92.163723
1563.908567,   94.185987
1643.777764,   96.194660
1726.244472,   98.156851
1809.453231,  100.105763
1895.182241,  102.009527
1981.631231,  103.900393
2070.525058,  105.747035
2160.117321,  107.581043
2200.785492,  108.398479
2293.597362,  110.173678
2387.036603,  111.930478
2482.607633,  113.624760
2578.807551,  115.293802
2677.144412,  116.877079
2776.064787,  118.431842
2876.967921,  119.889720
2954.927915,  121.016108
3057.582229,  121.941493
3077.370249,  122.119873
3180.626527,  122.538317
3284.089679,  122.528405
3385.321238,  122.479011
3446.657518,  122.477871
3550.017261,  122.478127
3653.377238,  122.478205
3756.736929,  122.477489
3860.096069,  122.477006
3963.455067,  122.477021
4066.814110,  122.477114
4121.766692,  122.477164
4225.125586,  122.476847
4328.484506,  122.477088
4431.843642,  122.477311
4535.203003,  122.477588
4638.562496,  122.477896
4741.922637,  122.478330
4845.283035,  122.478813
4948.643801,  122.479198
5052.004713,  122.479545
5155.365593,  122.479387
5258.726466,  122.479136
5362.086909,  122.478883
5465.447335,  122.478630
5568.807502,  122.478532
5672.167659,  122.478441
5775.528320,  122.478891
5878.889000,  122.479362
5927.296316,  122.479216
6030.656933,  122.478935
6134.017676,  122.479014
6237.378501,  122.479330
6340.739298,  122.479354
6444.100076,  122.479185
6547.460758,  122.479089
6650.821376,  122.479041
6754.182339,  122.479309
6857.543529,  122.479785
6960.904697,  122.479767
7064.265849,  122.479424
7167.626668,  122.479194
7270.987391,  122.478996
7374.347783,  122.478772
7477.708079,  122.478540
7581.068188,  122.478425
7684.428242,  122.478345
7787.788718,  122.478696
7891.149317,  122.479173
7994.509911,  122.479044
8097.870504,  122.478741
8201.230779,  122.478611
8304.591036,  122.478491
8407.951045,  122.478374
8511.311039,  122.478258
8614.671018,  122.478319
8718.030997,  122.478390
8821.390781,  122.477827
8924.750595,  122.478131
9028.110761,  122.478465
9131.470897,  122.478632
9234.830944,  122.478304
9338.190841,  122.477980
9441.550311,  122.477662
9544.909687,  122.477392
9648.268795,  122.477255
9751.628027,  122.477273
9854.987611,  122.477728
9958.347195,  122.477993
10061.706778,  122.477718
10165.066254,  122.477543
10268.425588,  122.477501
10371.784885,  122.477457
10475.144133,  122.477412
10578.503597,  122.477555
10681.863344,  122.477946
10785.222999,  122.477965
10888.582533,  122.477490
10991.942164,  122.477586
11095.301861,  122.478063
11198.661672,  122.478218
11302.021559,  122.478159
11405.381372,  122.478087
11508.741162,  122.478010
11612.100952,  122.478079
11715.460742,  122.478192
11818.820337,  122.477861
11922.179873,  122.477395
12025.539495,  122.477602
12128.899143,  122.478014
12232.258748,  122.477835
12335.618273,  122.477639
12438.977523,  122.477439
12542.336737,  122.477280
12645.695826,  122.477267
12749.054883,  122.477202
12852.413828,  122.476952
12955.772699,  122.476734
13059.131308,  122.476625
13162.489862,  122.476516
13265.848223,  122.476408
13369.206585,  122.476344
13472.564952,  122.476435
13575.923287,  122.476381
13679.281511,  122.475816
13782.639578,  122.476116
13885.997944,  122.476487
13989.356689,  122.476877
14092.715844,  122.477281
14196.075453,  122.477702
14299.435258,  122.478039
14402.795231,  122.478305
14506.155060,  122.478129
14609.514830,  122.477775
14712.874361,  122.477725
14816.233851,  122.477728
14919.593794,  122.478040
15022.953815,  122.478404
15126.313669,  122.477917
15229.673439,  122.478058
15333.033341,  122.478245
15436.393754,  122.478611
15539.754176,  122.478839
15643.114377,  122.478393
15746.474691,  122.478685
15849.835279,  122.478989
15953.195797,  122.479035
16056.556212,  122.478693
16159.916397,  122.478371
