Ground Roll distance, Load Factor
1079.922048,    0.725991
1103.657251,    0.723175
1265.101853,    0.704164
1297.133512,    0.700422
1329.079944,    0.696699
1360.941372,    0.692996
1392.718017,    0.689313
1393.987322,    0.689166
1396.525528,    0.688872
1397.540658,    0.688755
1397.970504,    0.688705
1398.830150,    0.688606
1398.901212,    0.688598
1398.937961,    0.688593
1398.962058,    0.688591
1398.976272,    0.688589
1398.982854,    0.688588
1398.985045,    0.688588
1398.986085,    0.688587
1398.987031,    0.688587
1398.996493,    0.688582
1399.091110,    0.688537
1400.037116,    0.688085
1409.480013,    0.683542
1502.118643,    0.636105
1597.115436,    0.581451
1684.246031,    0.525087
1763.181149,    0.468007
1834.119197,    0.411024
1897.366172,    0.354953
1953.290726,    0.300590
1968.027713,    0.285430
1981.532323,    0.271208
1986.373244,    0.266030
1988.842191,    0.263374
1991.087804,    0.260948
2012.965170,    0.236841
2031.906414,    0.215244
2044.910332,    0.200007
2049.403236,    0.194662
2054.849830,    0.188125
2090.314172,    0.143930
2098.436341,    0.133386
2106.879702,    0.122245
2109.226537,    0.119115
2110.455629,    0.117470
2111.631606,    0.115893
2122.950730,    0.100525
2148.922176,    0.063936
2169.328962,    0.033726
2170.867685,    0.031388
2171.864245,    0.029870
2172.236605,    0.029301
2172.588968,    0.028763
2175.932270,    0.023627
2187.246584,    0.005825
2189.072246,    0.002876
2189.788903,    0.001710
2190.271916,    0.000920
2190.588770,    0.000401
2190.767441,    0.000106
2190.830998,    0.000002
2190.831738,    0.000000
2190.831934,    0.000000
2190.831939,    0.000000
