0.0019	0.0012	0.0013	0.0016	0.001
0.0015	9.0E-4	0.001	0.0012	8.0E-4
0.001	6.0E-4	7.0E-4	8.0E-4	5.0E-4
5.0E-4	3.0E-4	4.0E-4	4.0E-4	2.0E-4
0.0	0.0	0.0	0.0	0.0
-5.0E-4	-3.0E-4	-4.0E-4	-4.0E-4	-2.0E-4
-9.0E-4	-7.0E-4	-8.0E-4	-9.0E-4	-4.0E-4
-0.0014	-0.001	-0.0012	-0.0013	-7.0E-4
-0.0019	-0.0013	-0.0016	-0.0018	-0.001
-0.0023	-0.0016	-0.0019	-0.0021	-0.0013
-0.0028	-0.0021	-0.0025	-0.0026	-0.0016
-0.0034	-0.0025	-0.0031	-0.0032	-0.002
-0.0042	-0.003	-0.0037	-0.0039	-0.0023
-0.0051	-0.0035	-0.0043	-0.0048	-0.0027
-0.0063	-0.0042	-0.005	-0.0057	-0.003
-0.0079	-0.005	-0.006	-0.0069	-0.0033
-0.01	-0.006	-0.0074	-0.0085	-0.0037
