eta, alpha_i
   0.000000,    2.914325
   0.005025,    2.915985
   0.010050,    2.917396
   0.015075,    2.918384
   0.020101,    2.919158
   0.025126,    2.919797
   0.030151,    2.920344
   0.035176,    2.920821
   0.040201,    2.921243
   0.045226,    2.921621
   0.050251,    2.921960
   0.055276,    2.922268
   0.060302,    2.922548
   0.065327,    2.922802
   0.070352,    2.923035
   0.075377,    2.923247
   0.080402,    2.923441
   0.085427,    2.923618
   0.090452,    2.923780
   0.095477,    2.923928
   0.100503,    2.924063
   0.105528,    2.924185
   0.110553,    2.924296
   0.115578,    2.924397
   0.120603,    2.924487
   0.125628,    2.924569
   0.130653,    2.924642
   0.135678,    2.924706
   0.140704,    2.924764
   0.145729,    2.924814
   0.150754,    2.924857
   0.155779,    2.924894
   0.160804,    2.924925
   0.165829,    2.924951
   0.170854,    2.924971
   0.175879,    2.924987
   0.180905,    2.924998
   0.185930,    2.925004
   0.190955,    2.925006
   0.195980,    2.925005
   0.201005,    2.924999
   0.206030,    2.924990
   0.211055,    2.924978
   0.216080,    2.924963
   0.221106,    2.924944
   0.226131,    2.924923
   0.231156,    2.924898
   0.236181,    2.924871
   0.241206,    2.924842
   0.246231,    2.924809
   0.251256,    2.924775
   0.256281,    2.924738
   0.261307,    2.924698
   0.266332,    2.924657
   0.271357,    2.924613
   0.276382,    2.924567
   0.281407,    2.924518
   0.286432,    2.924467
   0.291457,    2.924414
   0.296482,    2.924305
   0.301508,    2.923409
   0.306533,    2.921036
   0.311558,    2.918856
   0.316583,    2.916674
   0.321608,    2.914491
   0.326633,    2.912306
   0.331658,    2.910119
   0.336683,    2.907931
   0.341709,    2.905741
   0.346734,    2.903550
   0.351759,    2.901357
   0.356784,    2.899163
   0.361809,    2.896968
   0.366834,    2.894771
   0.371859,    2.892573
   0.376884,    2.890374
   0.381910,    2.888174
   0.386935,    2.885973
   0.391960,    2.883770
   0.396985,    2.881567
   0.402010,    2.879363
   0.407035,    2.877157
   0.412060,    2.874951
   0.417085,    2.872744
   0.422111,    2.870537
   0.427136,    2.868328
   0.432161,    2.866119
   0.437186,    2.863909
   0.442211,    2.861699
   0.447236,    2.859487
   0.452261,    2.857276
   0.457286,    2.855063
   0.462312,    2.852851
   0.467337,    2.850638
   0.472362,    2.848424
   0.477387,    2.846210
   0.482412,    2.843996
   0.487437,    2.841782
   0.492462,    2.839569
   0.497487,    2.837361
   0.502513,    2.835144
   0.507538,    2.832918
   0.512563,    2.830696
   0.517588,    2.828476
   0.522613,    2.826256
   0.527638,    2.824036
   0.532663,    2.821816
   0.537688,    2.819596
   0.542714,    2.817375
   0.547739,    2.815155
   0.552764,    2.812934
   0.557789,    2.810714
   0.562814,    2.808493
   0.567839,    2.806272
   0.572864,    2.804052
   0.577889,    2.801831
   0.582915,    2.799610
   0.587940,    2.797389
   0.592965,    2.795169
   0.597990,    2.792948
   0.603015,    2.790728
   0.608040,    2.788508
   0.613065,    2.786287
   0.618090,    2.784068
   0.623116,    2.781848
   0.628141,    2.779629
   0.633166,    2.777410
   0.638191,    2.775192
   0.643216,    2.772974
   0.648241,    2.770756
   0.653266,    2.768540
   0.658291,    2.766324
   0.663317,    2.764108
   0.668342,    2.761894
   0.673367,    2.759680
   0.678392,    2.757467
   0.683417,    2.755256
   0.688442,    2.753046
   0.693467,    2.750836
   0.698492,    2.748629
   0.703518,    2.746423
   0.708543,    2.744218
   0.713568,    2.742016
   0.718593,    2.739815
   0.723618,    2.737617
   0.728643,    2.735421
   0.733668,    2.733228
   0.738693,    2.731037
   0.743719,    2.728850
   0.748744,    2.726665
   0.753769,    2.724485
   0.758794,    2.722308
   0.763819,    2.720136
   0.768844,    2.717968
   0.773869,    2.715806
   0.778894,    2.713649
   0.783920,    2.711498
   0.788945,    2.709354
   0.793970,    2.707217
   0.798995,    2.705089
   0.804020,    2.702969
   0.809045,    2.700859
   0.814070,    2.698760
   0.819095,    2.696673
   0.824121,    2.694599
   0.829146,    2.692540
   0.834171,    2.690498
   0.839196,    2.688474
   0.844221,    2.686470
   0.849246,    2.684490
   0.854271,    2.682536
   0.859296,    2.680612
   0.864322,    2.678722
   0.869347,    2.676871
   0.874372,    2.675065
   0.879397,    2.673311
   0.884422,    2.671618
   0.889447,    2.669996
   0.894472,    2.668459
   0.899497,    2.667023
   0.904523,    2.665709
   0.909548,    2.664543
   0.914573,    2.663561
   0.919598,    2.662807
   0.924623,    2.662344
   0.929648,    2.662256
   0.934673,    2.662659
   0.939698,    2.663721
   0.944724,    2.665691
   0.949749,    2.668946
   0.954774,    2.674083
   0.959799,    2.682097
   0.964824,    2.694745
   0.969849,    2.715378
   0.974874,    2.751061
   0.979899,    2.818932
   0.984925,    2.970337
   0.989950,    3.427049
   0.994975,    6.573253
   1.000000,  -16.973973
