eta, Xcp/c
   0.000000,    0.465918
   0.005025,    0.465524
   0.010050,    0.464751
   0.015075,    0.463987
   0.020101,    0.463232
   0.025126,    0.462487
   0.030151,    0.461752
   0.035176,    0.461027
   0.040201,    0.460311
   0.045226,    0.459606
   0.050251,    0.458911
   0.055276,    0.458226
   0.060302,    0.457550
   0.065327,    0.456885
   0.070352,    0.456229
   0.075377,    0.455583
   0.080402,    0.454946
   0.085427,    0.454319
   0.090452,    0.453701
   0.095477,    0.453093
   0.100503,    0.452493
   0.105528,    0.451902
   0.110553,    0.451320
   0.115578,    0.450746
   0.120603,    0.450181
   0.125628,    0.449625
   0.130653,    0.449076
   0.135678,    0.448535
   0.140704,    0.448003
   0.145729,    0.447478
   0.150754,    0.446961
   0.155779,    0.446451
   0.160804,    0.445948
   0.165829,    0.445453
   0.170854,    0.444965
   0.175879,    0.444484
   0.180905,    0.444010
   0.185930,    0.443543
   0.190955,    0.443082
   0.195980,    0.442628
   0.201005,    0.442180
   0.206030,    0.441739
   0.211055,    0.441304
   0.216080,    0.440876
   0.221106,    0.440453
   0.226131,    0.440036
   0.231156,    0.439626
   0.236181,    0.439221
   0.241206,    0.438818
   0.246231,    0.438414
   0.251256,    0.438017
   0.256281,    0.437625
   0.261307,    0.437238
   0.266332,    0.436857
   0.271357,    0.436482
   0.276382,    0.436112
   0.281407,    0.435747
   0.286432,    0.435388
   0.291457,    0.435033
   0.296482,    0.434694
   0.301508,    0.434420
   0.306533,    0.434253
   0.311558,    0.434115
   0.316583,    0.433984
   0.321608,    0.433858
   0.326633,    0.433737
   0.331658,    0.433623
   0.336683,    0.433514
   0.341709,    0.433411
   0.346734,    0.433314
   0.351759,    0.433221
   0.356784,    0.433134
   0.361809,    0.433053
   0.366834,    0.432977
   0.371859,    0.432906
   0.376884,    0.432840
   0.381910,    0.432780
   0.386935,    0.432724
   0.391960,    0.432674
   0.396985,    0.432629
   0.402010,    0.432589
   0.407035,    0.432554
   0.412060,    0.432523
   0.417085,    0.432498
   0.422111,    0.432478
   0.427136,    0.432464
   0.432161,    0.432454
   0.437186,    0.432449
   0.442211,    0.432449
   0.447236,    0.432454
   0.452261,    0.432464
   0.457286,    0.432479
   0.462312,    0.432499
   0.467337,    0.432525
   0.472362,    0.432555
   0.477387,    0.432591
   0.482412,    0.432632
   0.487437,    0.432678
   0.492462,    0.432729
   0.497487,    0.432786
   0.502513,    0.432848
   0.507538,    0.432915
   0.512563,    0.432988
   0.517588,    0.433066
   0.522613,    0.433150
   0.527638,    0.433240
   0.532663,    0.433335
   0.537688,    0.433437
   0.542714,    0.433544
   0.547739,    0.433657
   0.552764,    0.433777
   0.557789,    0.433902
   0.562814,    0.434034
   0.567839,    0.434173
   0.572864,    0.434318
   0.577889,    0.434470
   0.582915,    0.434629
   0.587940,    0.434795
   0.592965,    0.434968
   0.597990,    0.435149
   0.603015,    0.435337
   0.608040,    0.435533
   0.613065,    0.435737
   0.618090,    0.435950
   0.623116,    0.436171
   0.628141,    0.436400
   0.633166,    0.436639
   0.638191,    0.436887
   0.643216,    0.437145
   0.648241,    0.437413
   0.653266,    0.437691
   0.658291,    0.437979
   0.663317,    0.438273
   0.668342,    0.438579
   0.673367,    0.438896
   0.678392,    0.439226
   0.683417,    0.439569
   0.688442,    0.439924
   0.693467,    0.440294
   0.698492,    0.440678
   0.703518,    0.441078
   0.708543,    0.441493
   0.713568,    0.441925
   0.718593,    0.442374
   0.723618,    0.442842
   0.728643,    0.443328
   0.733668,    0.443835
   0.738693,    0.444364
   0.743719,    0.444914
   0.748744,    0.445489
   0.753769,    0.446076
   0.758794,    0.446654
   0.763819,    0.447258
   0.768844,    0.447888
   0.773869,    0.448546
   0.778894,    0.449234
   0.783920,    0.449954
   0.788945,    0.450708
   0.793970,    0.451499
   0.798995,    0.452329
   0.804020,    0.453200
   0.809045,    0.454116
   0.814070,    0.455080
   0.819095,    0.456097
   0.824121,    0.457170
   0.829146,    0.458303
   0.834171,    0.459502
   0.839196,    0.460773
   0.844221,    0.462122
   0.849246,    0.463556
   0.854271,    0.465084
   0.859296,    0.466714
   0.864322,    0.468457
   0.869347,    0.470325
   0.874372,    0.472331
   0.879397,    0.474489
   0.884422,    0.476818
   0.889447,    0.479341
   0.894472,    0.482080
   0.899497,    0.485042
   0.904523,    0.488235
   0.909548,    0.491742
   0.914573,    0.495612
   0.919598,    0.499851
   0.924623,    0.504574
   0.929648,    0.509874
   0.934673,    0.515864
   0.939698,    0.522687
   0.944724,    0.530536
   0.949749,    0.539664
   0.954774,    0.550383
   0.959799,    0.562891
   0.964824,    0.577578
   0.969849,    0.595977
   0.974874,    0.619826
   0.979899,    0.652239
   0.984925,    0.700178
   0.989950,    0.780765
   0.994975,    0.950701
   1.000000,    0.000000
