eta, Xcp/c
   0.000000,    0.351368
   0.005025,    0.351194
   0.010050,    0.350833
   0.015075,    0.350475
   0.020101,    0.350122
   0.025126,    0.349774
   0.030151,    0.349429
   0.035176,    0.349090
   0.040201,    0.348755
   0.045226,    0.348425
   0.050251,    0.348100
   0.055276,    0.347779
   0.060302,    0.347463
   0.065327,    0.347152
   0.070352,    0.346845
   0.075377,    0.346542
   0.080402,    0.346245
   0.085427,    0.345951
   0.090452,    0.345662
   0.095477,    0.345377
   0.100503,    0.345096
   0.105528,    0.344819
   0.110553,    0.344547
   0.115578,    0.344278
   0.120603,    0.344013
   0.125628,    0.343752
   0.130653,    0.343495
   0.135678,    0.343242
   0.140704,    0.342992
   0.145729,    0.342745
   0.150754,    0.342503
   0.155779,    0.342263
   0.160804,    0.342027
   0.165829,    0.341794
   0.170854,    0.341564
   0.175879,    0.341338
   0.180905,    0.341114
   0.185930,    0.340893
   0.190955,    0.340676
   0.195980,    0.340461
   0.201005,    0.340249
   0.206030,    0.340040
   0.211055,    0.339833
   0.216080,    0.339629
   0.221106,    0.339428
   0.226131,    0.339229
   0.231156,    0.339032
   0.236181,    0.338838
   0.241206,    0.338646
   0.246231,    0.338456
   0.251256,    0.338269
   0.256281,    0.338083
   0.261307,    0.337900
   0.266332,    0.337718
   0.271357,    0.337538
   0.276382,    0.337360
   0.281407,    0.337184
   0.286432,    0.337009
   0.291457,    0.336836
   0.296482,    0.336668
   0.301508,    0.336509
   0.306533,    0.336351
   0.311558,    0.336206
   0.316583,    0.336062
   0.321608,    0.335920
   0.326633,    0.335780
   0.331658,    0.335641
   0.336683,    0.335505
   0.341709,    0.335371
   0.346734,    0.335238
   0.351759,    0.335107
   0.356784,    0.334979
   0.361809,    0.334852
   0.366834,    0.334727
   0.371859,    0.334604
   0.376884,    0.334483
   0.381910,    0.334364
   0.386935,    0.334247
   0.391960,    0.334132
   0.396985,    0.334018
   0.402010,    0.333907
   0.407035,    0.333797
   0.412060,    0.333689
   0.417085,    0.333583
   0.422111,    0.333479
   0.427136,    0.333377
   0.432161,    0.333276
   0.437186,    0.333177
   0.442211,    0.333081
   0.447236,    0.332986
   0.452261,    0.332893
   0.457286,    0.332801
   0.462312,    0.332712
   0.467337,    0.332624
   0.472362,    0.332539
   0.477387,    0.332455
   0.482412,    0.332373
   0.487437,    0.332293
   0.492462,    0.332214
   0.497487,    0.332138
   0.502513,    0.332064
   0.507538,    0.331991
   0.512563,    0.331921
   0.517588,    0.331852
   0.522613,    0.331786
   0.527638,    0.331721
   0.532663,    0.331659
   0.537688,    0.331598
   0.542714,    0.331540
   0.547739,    0.331484
   0.552764,    0.331430
   0.557789,    0.331378
   0.562814,    0.331328
   0.567839,    0.331281
   0.572864,    0.331236
   0.577889,    0.331193
   0.582915,    0.331153
   0.587940,    0.331115
   0.592965,    0.331080
   0.597990,    0.331047
   0.603015,    0.331017
   0.608040,    0.330989
   0.613065,    0.330965
   0.618090,    0.330943
   0.623116,    0.330924
   0.628141,    0.330909
   0.633166,    0.330896
   0.638191,    0.330887
   0.643216,    0.330881
   0.648241,    0.330878
   0.653266,    0.330879
   0.658291,    0.330884
   0.663317,    0.330892
   0.668342,    0.330905
   0.673367,    0.330922
   0.678392,    0.330943
   0.683417,    0.330968
   0.688442,    0.330998
   0.693467,    0.331033
   0.698492,    0.331073
   0.703518,    0.331118
   0.708543,    0.331169
   0.713568,    0.331226
   0.718593,    0.331289
   0.723618,    0.331358
   0.728643,    0.331434
   0.733668,    0.331517
   0.738693,    0.331607
   0.743719,    0.331706
   0.748744,    0.331812
   0.753769,    0.331928
   0.758794,    0.332052
   0.763819,    0.332187
   0.768844,    0.332332
   0.773869,    0.332488
   0.778894,    0.332656
   0.783920,    0.332837
   0.788945,    0.333031
   0.793970,    0.333239
   0.798995,    0.333463
   0.804020,    0.333703
   0.809045,    0.333961
   0.814070,    0.334238
   0.819095,    0.334536
   0.824121,    0.334856
   0.829146,    0.335200
   0.834171,    0.335570
   0.839196,    0.335968
   0.844221,    0.336397
   0.849246,    0.336860
   0.854271,    0.337360
   0.859296,    0.337900
   0.864322,    0.338485
   0.869347,    0.339120
   0.874372,    0.339809
   0.879397,    0.340558
   0.884422,    0.341376
   0.889447,    0.342271
   0.894472,    0.343251
   0.899497,    0.344328
   0.904523,    0.345517
   0.909548,    0.346833
   0.914573,    0.348295
   0.919598,    0.349928
   0.924623,    0.351760
   0.929648,    0.353829
   0.934673,    0.356181
   0.939698,    0.358875
   0.944724,    0.362691
   0.949749,    0.367811
   0.954774,    0.373585
   0.959799,    0.380300
   0.964824,    0.388026
   0.969849,    0.397260
   0.974874,    0.410801
   0.979899,    0.428502
   0.984925,    0.452816
   0.989950,    0.489558
   0.994975,    0.564074
   1.000000,    0.000000
