eta, Xcp/c
   0.000000,    0.655969
   0.005025,    0.655290
   0.010050,    0.653918
   0.015075,    0.652562
   0.020101,    0.651224
   0.025126,    0.649905
   0.030151,    0.648605
   0.035176,    0.647324
   0.040201,    0.646062
   0.045226,    0.644820
   0.050251,    0.643597
   0.055276,    0.642393
   0.060302,    0.641209
   0.065327,    0.640044
   0.070352,    0.638897
   0.075377,    0.637769
   0.080402,    0.636660
   0.085427,    0.635569
   0.090452,    0.634497
   0.095477,    0.633442
   0.100503,    0.632405
   0.105528,    0.631385
   0.110553,    0.630383
   0.115578,    0.629397
   0.120603,    0.628429
   0.125628,    0.627477
   0.130653,    0.626542
   0.135678,    0.625622
   0.140704,    0.624719
   0.145729,    0.623832
   0.150754,    0.622960
   0.155779,    0.622103
   0.160804,    0.621262
   0.165829,    0.620437
   0.170854,    0.619626
   0.175879,    0.618830
   0.180905,    0.618048
   0.185930,    0.617282
   0.190955,    0.616530
   0.195980,    0.615792
   0.201005,    0.615069
   0.206030,    0.614360
   0.211055,    0.613665
   0.216080,    0.612985
   0.221106,    0.612319
   0.226131,    0.611667
   0.231156,    0.611030
   0.236181,    0.610406
   0.241206,    0.609798
   0.246231,    0.609203
   0.251256,    0.608624
   0.256281,    0.608059
   0.261307,    0.607509
   0.266332,    0.606974
   0.271357,    0.606455
   0.276382,    0.605952
   0.281407,    0.605465
   0.286432,    0.604996
   0.291457,    0.604544
   0.296482,    0.604129
   0.301508,    0.603847
   0.306533,    0.603778
   0.311558,    0.603774
   0.316583,    0.603793
   0.321608,    0.603832
   0.326633,    0.603890
   0.331658,    0.603967
   0.336683,    0.604063
   0.341709,    0.604176
   0.346734,    0.604306
   0.351759,    0.604453
   0.356784,    0.604616
   0.361809,    0.604796
   0.366834,    0.604991
   0.371859,    0.605202
   0.376884,    0.605429
   0.381910,    0.605670
   0.386935,    0.605927
   0.391960,    0.606198
   0.396985,    0.606485
   0.402010,    0.606785
   0.407035,    0.607100
   0.412060,    0.607430
   0.417085,    0.607774
   0.422111,    0.608132
   0.427136,    0.608504
   0.432161,    0.608890
   0.437186,    0.609290
   0.442211,    0.609704
   0.447236,    0.610132
   0.452261,    0.610574
   0.457286,    0.611029
   0.462312,    0.611499
   0.467337,    0.611983
   0.472362,    0.612480
   0.477387,    0.612992
   0.482412,    0.613518
   0.487437,    0.614058
   0.492462,    0.614612
   0.497487,    0.615180
   0.502513,    0.615762
   0.507538,    0.616360
   0.512563,    0.616971
   0.517588,    0.617598
   0.522613,    0.618239
   0.527638,    0.618895
   0.532663,    0.619566
   0.537688,    0.620253
   0.542714,    0.620955
   0.547739,    0.621673
   0.552764,    0.622406
   0.557789,    0.623156
   0.562814,    0.623922
   0.567839,    0.624704
   0.572864,    0.625504
   0.577889,    0.626320
   0.582915,    0.627155
   0.587940,    0.628006
   0.592965,    0.628876
   0.597990,    0.629765
   0.603015,    0.630672
   0.608040,    0.631599
   0.613065,    0.632546
   0.618090,    0.633512
   0.623116,    0.634500
   0.628141,    0.635509
   0.633166,    0.636539
   0.638191,    0.637592
   0.643216,    0.638668
   0.648241,    0.639767
   0.653266,    0.640891
   0.658291,    0.642040
   0.663317,    0.643215
   0.668342,    0.644417
   0.673367,    0.645646
   0.678392,    0.646904
   0.683417,    0.648192
   0.688442,    0.649510
   0.693467,    0.650861
   0.698492,    0.652244
   0.703518,    0.653662
   0.708543,    0.655115
   0.713568,    0.656606
   0.718593,    0.658136
   0.723618,    0.659698
   0.728643,    0.661294
   0.733668,    0.662934
   0.738693,    0.664623
   0.743719,    0.666362
   0.748744,    0.668153
   0.753769,    0.670000
   0.758794,    0.671905
   0.763819,    0.673872
   0.768844,    0.675905
   0.773869,    0.678006
   0.778894,    0.680180
   0.783920,    0.682431
   0.788945,    0.684765
   0.793970,    0.687186
   0.798995,    0.689701
   0.804020,    0.692315
   0.809045,    0.695037
   0.814070,    0.697886
   0.819095,    0.700880
   0.824121,    0.704009
   0.829146,    0.707286
   0.834171,    0.710720
   0.839196,    0.714327
   0.844221,    0.718120
   0.849246,    0.722116
   0.854271,    0.726335
   0.859296,    0.730796
   0.864322,    0.735526
   0.869347,    0.740551
   0.874372,    0.745908
   0.879397,    0.751639
   0.884422,    0.757774
   0.889447,    0.764363
   0.894472,    0.771461
   0.899497,    0.779138
   0.904523,    0.787471
   0.909548,    0.796557
   0.914573,    0.806524
   0.919598,    0.817532
   0.924623,    0.829719
   0.929648,    0.843300
   0.934673,    0.858547
   0.939698,    0.875810
   0.944724,    0.895548
   0.949749,    0.918375
   0.954774,    0.945136
   0.959799,    0.977026
   0.964824,    1.014932
   0.969849,    1.061994
   0.974874,    1.122759
   0.979899,    1.204581
   0.984925,    1.323565
   0.989950,    1.518566
   0.994975,    1.928031
   1.000000,    0.000000
