eta, Xcp/c
   0.000000,    0.340758
   0.005025,    0.340602
   0.010050,    0.340279
   0.015075,    0.339959
   0.020101,    0.339643
   0.025126,    0.339330
   0.030151,    0.339022
   0.035176,    0.338718
   0.040201,    0.338418
   0.045226,    0.338123
   0.050251,    0.337831
   0.055276,    0.337544
   0.060302,    0.337261
   0.065327,    0.336982
   0.070352,    0.336707
   0.075377,    0.336436
   0.080402,    0.336168
   0.085427,    0.335905
   0.090452,    0.335646
   0.095477,    0.335391
   0.100503,    0.335139
   0.105528,    0.334891
   0.110553,    0.334646
   0.115578,    0.334405
   0.120603,    0.334168
   0.125628,    0.333934
   0.130653,    0.333703
   0.135678,    0.333475
   0.140704,    0.333251
   0.145729,    0.333030
   0.150754,    0.332812
   0.155779,    0.332597
   0.160804,    0.332385
   0.165829,    0.332176
   0.170854,    0.331969
   0.175879,    0.331766
   0.180905,    0.331565
   0.185930,    0.331366
   0.190955,    0.331171
   0.195980,    0.330978
   0.201005,    0.330787
   0.206030,    0.330599
   0.211055,    0.330413
   0.216080,    0.330229
   0.221106,    0.330048
   0.226131,    0.329868
   0.231156,    0.329691
   0.236181,    0.329516
   0.241206,    0.329343
   0.246231,    0.329172
   0.251256,    0.329003
   0.256281,    0.328836
   0.261307,    0.328670
   0.266332,    0.328506
   0.271357,    0.328343
   0.276382,    0.328182
   0.281407,    0.328023
   0.286432,    0.327865
   0.291457,    0.327707
   0.296482,    0.327555
   0.301508,    0.327411
   0.306533,    0.327267
   0.311558,    0.327135
   0.316583,    0.327003
   0.321608,    0.326873
   0.326633,    0.326745
   0.331658,    0.326619
   0.336683,    0.326494
   0.341709,    0.326370
   0.346734,    0.326249
   0.351759,    0.326129
   0.356784,    0.326010
   0.361809,    0.325894
   0.366834,    0.325779
   0.371859,    0.325665
   0.376884,    0.325554
   0.381910,    0.325444
   0.386935,    0.325335
   0.391960,    0.325229
   0.396985,    0.325124
   0.402010,    0.325020
   0.407035,    0.324918
   0.412060,    0.324818
   0.417085,    0.324719
   0.422111,    0.324622
   0.427136,    0.324527
   0.432161,    0.324433
   0.437186,    0.324341
   0.442211,    0.324251
   0.447236,    0.324162
   0.452261,    0.324075
   0.457286,    0.323989
   0.462312,    0.323905
   0.467337,    0.323822
   0.472362,    0.323742
   0.477387,    0.323663
   0.482412,    0.323585
   0.487437,    0.323509
   0.492462,    0.323435
   0.497487,    0.323363
   0.502513,    0.323292
   0.507538,    0.323223
   0.512563,    0.323155
   0.517588,    0.323090
   0.522613,    0.323026
   0.527638,    0.322964
   0.532663,    0.322904
   0.537688,    0.322845
   0.542714,    0.322788
   0.547739,    0.322734
   0.552764,    0.322681
   0.557789,    0.322630
   0.562814,    0.322581
   0.567839,    0.322534
   0.572864,    0.322489
   0.577889,    0.322447
   0.582915,    0.322406
   0.587940,    0.322368
   0.592965,    0.322331
   0.597990,    0.322297
   0.603015,    0.322266
   0.608040,    0.322237
   0.613065,    0.322210
   0.618090,    0.322186
   0.623116,    0.322164
   0.628141,    0.322145
   0.633166,    0.322129
   0.638191,    0.322116
   0.643216,    0.322106
   0.648241,    0.322098
   0.653266,    0.322094
   0.658291,    0.322094
   0.663317,    0.322096
   0.668342,    0.322102
   0.673367,    0.322112
   0.678392,    0.322126
   0.683417,    0.322143
   0.688442,    0.322165
   0.693467,    0.322191
   0.698492,    0.322222
   0.703518,    0.322257
   0.708543,    0.322297
   0.713568,    0.322342
   0.718593,    0.322393
   0.723618,    0.322449
   0.728643,    0.322512
   0.733668,    0.322581
   0.738693,    0.322656
   0.743719,    0.322738
   0.748744,    0.322828
   0.753769,    0.322925
   0.758794,    0.323031
   0.763819,    0.323145
   0.768844,    0.323269
   0.773869,    0.323403
   0.778894,    0.323547
   0.783920,    0.323702
   0.788945,    0.323869
   0.793970,    0.324049
   0.798995,    0.324243
   0.804020,    0.324451
   0.809045,    0.324675
   0.814070,    0.324916
   0.819095,    0.325175
   0.824121,    0.325454
   0.829146,    0.325754
   0.834171,    0.326077
   0.839196,    0.326426
   0.844221,    0.326802
   0.849246,    0.327207
   0.854271,    0.327646
   0.859296,    0.328120
   0.864322,    0.328634
   0.869347,    0.329192
   0.874372,    0.329798
   0.879397,    0.330459
   0.884422,    0.331179
   0.889447,    0.331968
   0.894472,    0.332832
   0.899497,    0.333783
   0.904523,    0.334833
   0.909548,    0.335995
   0.914573,    0.337287
   0.919598,    0.338731
   0.924623,    0.340352
   0.929648,    0.342182
   0.934673,    0.344263
   0.939698,    0.346648
   0.944724,    0.349405
   0.949749,    0.352628
   0.954774,    0.356443
   0.959799,    0.361469
   0.964824,    0.369363
   0.969849,    0.378656
   0.974874,    0.389887
   0.979899,    0.405057
   0.984925,    0.428492
   0.989950,    0.463125
   0.994975,    0.530508
   1.000000,    0.000000
