Time, Load Factor
   0.000000,    0.999689
   1.000000,    0.999952
   2.000000,    0.999577
   3.000000,    0.999830
   4.000000,    0.999429
   5.000000,    0.999680
   6.000000,    0.999941
   7.000000,    0.999564
   8.000000,    0.999816
   9.000000,    0.999411
  10.000000,    0.999638
  11.000000,    0.999853
  12.000000,    0.999410
  13.000000,    0.999621
  14.000000,    0.999846
  15.000000,    0.999435
  16.000000,    0.999659
  17.000000,    0.999869
  18.000000,    0.999424
  19.000000,    0.999634
  20.000000,    0.999856
  21.000000,    0.999442
  22.000000,    0.999664
  23.000000,    0.999872
  24.000000,    0.999423
  25.000000,    0.999630
  26.000000,    0.999851
  27.000000,    0.999434
  28.000000,    0.999654
  29.000000,    0.999860
  30.000000,    0.999408
  31.000000,    0.999612
  32.000000,    0.999829
  33.000000,    0.999410
  34.000000,    0.999628
  35.000000,    0.999835
  36.000000,    0.999380
  37.000000,    0.999578
  38.000000,    0.999792
  39.000000,    0.999369
  40.000000,    0.999587
  41.000000,    0.999794
  42.000000,    0.999982
  43.000000,    0.999530
  44.000000,    0.999738
  45.000000,    0.999955
  46.000000,    0.999528
  47.000000,    0.999737
  48.000000,    0.999929
  49.000000,    0.999468
  50.000000,    0.999669
  51.000000,    0.999882
  52.000000,    0.999453
  53.000000,    0.999663
  54.000000,    0.999860
  55.000000,    0.999393
  56.000000,    0.999585
  57.000000,    0.999792
  58.000000,    0.999360
  59.000000,    0.999572
  60.000000,    0.999773
  61.000000,    0.999956
  62.000000,    0.999481
  63.000000,    0.999647
  64.000000,    0.999799
  65.000000,    0.999933
  66.000000,    0.999405
  67.000000,    0.999542
  68.000000,    0.999696
  69.000000,    0.999860
  70.000000,    0.999383
  71.000000,    0.999549
  72.000000,    0.999706
  73.000000,    0.999849
  74.000000,    0.999970
  75.000000,    0.999439
  76.000000,    0.999576
  77.000000,    0.999730
  78.000000,    0.999892
  79.000000,    0.999410
  80.000000,    0.999572
  81.000000,    0.999724
  82.000000,    0.999860
  83.000000,    0.999975
  84.000000,    0.999437
  85.000000,    0.999569
  86.000000,    0.999718
  87.000000,    0.999876
  88.000000,    0.999389
  89.000000,    0.999548
  90.000000,    0.999698
  91.000000,    0.999833
  92.000000,    0.999948
  93.000000,    0.999398
  94.000000,    0.999495
  95.000000,    0.999586
  96.000000,    0.999667
  97.000000,    0.999735
  98.000000,    0.999787
  99.000000,    0.999821
 100.000000,    0.999836
 101.000000,    0.999831
 102.000000,    0.999808
 103.000000,    0.999766
 104.000000,    0.999709
 105.000000,    0.999637
 106.000000,    0.999554
 107.000000,    0.999463
 108.000000,    0.999369
 109.000000,    0.999923
 110.000000,    0.999832
 111.000000,    0.999748
 112.000000,    0.999675
 113.000000,    0.999614
 114.000000,    0.999570
 115.000000,    0.999542
 116.000000,    0.999533
 117.000000,    0.999543
 118.000000,    0.999570
 119.000000,    0.999614
 120.000000,    0.999674
 121.000000,    0.999745
 122.000000,    0.999826
 123.000000,    0.999914
 124.000000,    0.999355
 125.000000,    0.999444
 126.000000,    0.999529
 127.000000,    0.999605
 128.000000,    0.999671
 129.000000,    0.999724
 130.000000,    0.999761
 131.000000,    0.999781
 132.000000,    0.999784
 133.000000,    0.999769
 134.000000,    0.999738
 135.000000,    0.999691
 136.000000,    0.999630
 137.000000,    0.999559
 138.000000,    0.999480
 139.000000,    0.999396
 140.000000,    0.999959
 141.000000,    0.999876
 142.000000,    0.999798
 143.000000,    0.999728
